L1,L2,L3,AIC,MAE,RMSE,R2,Trainable Parameters,Div
160,64,64,23113.83656,3.334050061,28.28352826,0.608500732,655378,2.63E-05
160,64,64,23117.9943,3.358719659,28.30054664,0.616909207,655378,2.67E-05
160,64,64,23124.06545,3.33748175,28.3254153,0.598232049,655378,2.59E-05
160,64,64,23136.83561,3.393039136,28.37779586,0.582286395,655378,2.52E-05
160,64,64,23154.47983,3.418549424,28.45032825,0.567432204,655378,2.45E-05
160,64,64,23191.74927,3.411209541,28.60414647,0.550505684,655378,2.37E-05
160,64,64,23225.76679,3.478267258,28.74526919,0.515525161,655378,2.22E-05
160,64,64,23263.82138,3.50397761,28.90396514,0.50488002,655378,2.17E-05
64,96,96,23061.08247,3.351738492,28.06848308,0.591405222,589842,2.56E-05
64,96,96,23138.23586,3.410711468,28.3835453,0.588383228,589842,2.54E-05
64,96,96,23170.06381,3.405794327,28.51454549,0.547068458,589842,2.36E-05
64,96,96,23178.07295,3.437763484,28.54760528,0.597672227,589842,2.58E-05
64,96,96,23216.06266,3.455721707,28.7049405,0.560301925,589842,2.41E-05
64,96,96,23218.6931,3.462902662,28.71586657,0.58015353,589842,2.50E-05
64,96,96,23234.7446,3.475895254,28.78262993,0.549221595,589842,2.36E-05
64,96,96,23252.41209,3.50519324,28.85629419,0.510696314,589842,2.20E-05
64,96,96,23303.39853,3.539400499,29.06993994,0.466137954,589842,2.00E-05
128,64,64,23088.26141,3.401171206,28.17906951,0.590913845,524306,2.56E-05
128,64,64,23096.04964,3.388146723,28.21083872,0.578220092,524306,2.50E-05
128,64,64,23102.81529,3.383898597,28.23846578,0.56685901,524306,2.45E-05
128,64,64,23143.06487,3.380676097,28.40338215,0.604243618,524306,2.61E-05
128,64,64,23162.29139,3.413109719,28.48249938,0.577773816,524306,2.49E-05
128,64,64,23173.08796,3.406538899,28.52702394,0.554289802,524306,2.39E-05
128,64,64,23174.34391,3.43376919,28.53220793,0.571788045,524306,2.47E-05
32,128,128,23177.609,3.42968002,28.54568915,0.520148826,524306,2.24E-05
32,128,128,23202.45629,3.442635935,28.64849,0.526266551,524306,2.27E-05
32,128,128,23213.1859,3.44914058,28.69299604,0.532888316,524306,2.30E-05
32,128,128,23216.23208,3.47060183,28.70564407,0.518105551,524306,2.23E-05
32,128,128,23230.29348,3.444046638,28.76410074,0.575020989,524306,2.48E-05
32,128,128,23254.06961,3.505078904,28.86321482,0.520712698,524306,2.24E-05
128,64,64,23265.84269,3.469318859,28.91241892,0.526745145,524306,2.26E-05
32,128,128,23281.6964,3.534884117,28.97880998,0.518106316,524306,2.23E-05
32,128,128,23302.07165,3.553275531,29.06436,0.477307035,524306,2.05E-05
32,128,128,23308.64068,3.529630046,29.09199532,0.521036064,524306,2.24E-05
128,64,64,23313.58155,3.5337629,29.11279844,0.452683055,524306,1.94E-05
96,64,64,23136.2166,3.411296275,28.37525457,0.557290245,393234,2.41E-05
96,64,64,23160.39752,3.396482683,28.47469633,0.58736154,393234,2.54E-05
96,64,64,23180.96138,3.412769987,28.5595374,0.518751943,393234,2.24E-05
96,64,64,23197.2097,3.439420849,28.62675246,0.514644037,393234,2.22E-05
96,64,64,23199.67179,3.411478386,28.63695129,0.556167522,393234,2.40E-05
96,64,64,23202.79697,3.410371917,28.64990207,0.569357498,393234,2.45E-05
96,64,64,23240.77935,3.45340761,28.80777051,0.512642548,393234,2.21E-05
96,64,64,23269.87892,3.503120288,28.92930711,0.503058945,393234,2.16E-05
96,64,64,23322.91481,3.557552341,29.15213594,0.45138944,393234,1.94E-05
32,96,96,23159.72398,3.4200309,28.47192173,0.612959629,294930,2.65E-05
32,96,96,23170.22987,3.454057461,28.51523053,0.582709153,294930,2.51E-05
32,96,96,23175.73687,3.44696862,28.53795853,0.576110972,294930,2.49E-05
32,96,96,23192.07962,3.484620347,28.60551357,0.51985472,294930,2.24E-05
32,96,96,23245.97067,3.523567359,28.82941499,0.560032032,294930,2.41E-05
32,96,96,23254.07715,3.504795233,28.86324633,0.55302899,294930,2.38E-05
32,96,96,23260.36864,3.485025152,28.8895304,0.52501511,294930,2.26E-05
32,96,96,23268.98233,3.514136783,28.92555479,0.527409897,294930,2.27E-05
32,96,96,23298.67437,3.560374112,29.05007825,0.437501629,294930,1.88E-05
256,32,32,23105.8809,3.408444304,28.25099286,0.584053746,262162,2.53E-05
64,64,64,23128.7184,3.389526898,28.34448955,0.578464633,262162,2.50E-05
64,64,64,23137.46078,3.424473002,28.38036267,0.54808658,262162,2.37E-05
256,32,32,23141.64344,3.439087512,28.3975417,0.55997337,262162,2.42E-05
256,32,32,23171.51903,3.39654655,28.52054941,0.586148007,262162,2.53E-05
256,32,32,23173.98527,3.45105428,28.53072751,0.543126285,262162,2.34E-05
64,64,64,23189.29782,3.442603424,28.59400336,0.600621982,262162,2.59E-05
256,32,32,23189.30329,3.430076515,28.59402596,0.525569058,262162,2.27E-05
64,64,64,23190.34295,3.475922992,28.59832724,0.564739068,262162,2.44E-05
64,64,64,23217.39143,3.468904962,28.7104593,0.56516646,262162,2.43E-05
256,32,32,23237.63384,3.486604377,28.79466369,0.545339716,262162,2.35E-05
64,64,64,23238.6549,3.511464772,28.79891762,0.494768772,262162,2.13E-05
256,32,32,23243.79001,3.505218446,28.82032105,0.507408605,262162,2.18E-05
64,64,64,23254.63561,3.465186106,28.86557844,0.551203546,262162,2.37E-05
64,64,64,23261.1934,3.466102526,28.89297778,0.553043094,262162,2.38E-05
256,32,32,23278.5188,3.537654587,28.96549085,0.556790072,262162,2.39E-05
256,32,32,23284.53594,3.521020031,28.99071729,0.45954227,262162,1.97E-05
64,64,64,23328.64583,3.576704674,29.17631717,0.404484326,262162,1.73E-05
224,32,32,23125.8207,3.356219695,28.33260925,0.583168294,229394,2.52E-05
224,32,32,23150.40309,3.384896108,28.43355299,0.606582597,229394,2.62E-05
224,32,32,23154.6152,3.423928343,28.45088541,0.581193841,229394,2.51E-05
224,32,32,23180.56989,3.447665921,28.55791986,0.558001389,229394,2.41E-05
224,32,32,23194.21513,3.414365967,28.61435283,0.571475231,229394,2.46E-05
224,32,32,23208.91353,3.46218001,28.6752661,0.539877005,229394,2.33E-05
224,32,32,23244.72181,3.461780704,28.82420656,0.565939891,229394,2.43E-05
224,32,32,23246.28778,3.459633918,28.83073766,0.517821086,229394,2.23E-05
224,32,32,23270.38267,3.529618775,28.93141556,0.514659795,229394,2.21E-05
192,32,32,23147.22219,3.396442498,28.4204709,0.56754429,196626,2.45E-05
192,32,32,23149.10906,3.382495535,28.42823029,0.555124806,196626,2.40E-05
192,32,32,23172.3129,3.409764361,28.52382531,0.545361626,196626,2.35E-05
192,32,32,23173.20429,3.455958338,28.52750404,0.542964197,196626,2.34E-05
192,32,32,23190.66725,3.435042997,28.59966903,0.578428675,196626,2.49E-05
192,32,32,23190.88156,3.403760469,28.60055581,0.545582419,196626,2.35E-05
192,32,32,23200.98265,3.411340029,28.6423828,0.555008555,196626,2.39E-05
192,32,32,23237.33683,3.476111623,28.79342641,0.578338377,196626,2.49E-05
192,32,32,23310.88753,3.531066515,29.10145363,0.441601329,196626,1.89E-05
160,32,32,23171.82646,3.418650026,28.52181796,0.52378122,163858,2.26E-05
160,32,32,23173.55685,3.423766449,28.52895918,0.506008551,163858,2.18E-05
160,32,32,23175.60497,3.413479751,28.53741394,0.608336074,163858,2.62E-05
160,32,32,23177.66718,3.39045013,28.54592944,0.591059575,163858,2.55E-05
160,32,32,23188.89106,3.4257885,28.59232067,0.554592709,163858,2.39E-05
160,32,32,23191.81788,3.399460667,28.60443039,0.578213005,163858,2.49E-05
160,32,32,23240.8375,3.500467299,28.80801289,0.506310658,163858,2.18E-05
160,32,32,23251.75079,3.483509977,28.85353351,0.515139401,163858,2.22E-05
160,32,32,23324.17667,3.563773394,29.15745845,0.433510424,163858,1.86E-05
128,32,32,23150.66509,3.392804016,28.43463078,0.566044285,131090,2.45E-05
128,32,32,23163.96735,3.420089841,28.48940641,0.586079883,131090,2.53E-05
32,64,64,23169.64362,3.47052055,28.51281209,0.577674843,131090,2.49E-05
128,32,32,23178.38547,3.453231768,28.54889607,0.548789568,131090,2.37E-05
32,64,64,23187.86318,3.466739588,28.58806904,0.571516615,131090,2.46E-05
32,64,64,23199.07461,3.482696832,28.63447722,0.547469683,131090,2.36E-05
128,32,32,23202.35603,3.434579884,28.64807445,0.528017964,131090,2.28E-05
128,32,32,23202.83427,3.479495498,28.65005668,0.553200276,131090,2.38E-05
32,64,64,23209.91413,3.471839654,28.67941751,0.571882649,131090,2.46E-05
32,64,64,23231.66491,3.524141223,28.76980849,0.406760701,131090,1.75E-05
32,64,64,23238.34052,3.495018671,28.79760778,0.532731663,131090,2.29E-05
32,64,64,23240.30746,3.488183391,28.80580386,0.568876889,131090,2.45E-05
128,32,32,23248.16451,3.455961877,28.83856678,0.519077025,131090,2.23E-05
32,64,64,23259.60479,3.508217849,28.88633796,0.523215256,131090,2.25E-05
128,32,32,23266.38806,3.490922431,28.91470022,0.522047167,131090,2.24E-05
128,32,32,23274.20612,3.491500372,28.94742371,0.528094769,131090,2.27E-05
32,64,64,23313.71264,3.582953085,29.1133506,0.482678705,131090,2.07E-05
128,32,32,23323.19647,3.568715823,29.15332388,0.457926566,131090,1.96E-05
96,32,32,23150.53847,3.440392329,28.4341099,0.553006576,98322,2.39E-05
96,32,32,23165.82187,3.45634611,28.49705127,0.536181766,98322,2.31E-05
96,32,32,23206.89295,3.497089113,28.66688474,0.577043239,98322,2.49E-05
96,32,32,23209.91642,3.445570402,28.67942703,0.575415204,98322,2.48E-05
96,32,32,23213.63609,3.452070547,28.69486494,0.593002118,98322,2.55E-05
96,32,32,23220.45081,3.505930419,28.72316988,0.538700396,98322,2.32E-05
96,32,32,23224.30767,3.506751066,28.73920172,0.553887469,98322,2.38E-05
96,32,32,23264.61619,3.500238248,28.907289,0.55638786,98322,2.39E-05
96,32,32,23319.64388,3.582844946,29.1383437,0.500322369,98322,2.15E-05
64,32,32,23161.03436,3.44218147,28.47731997,0.573563545,65554,2.48E-05
64,32,32,23170.82733,3.471092428,28.51769546,0.537167812,65554,2.32E-05
64,32,32,23175.18166,3.442969079,28.53566629,0.580634613,65554,2.51E-05
64,32,32,23207.18023,3.488275657,28.66807621,0.504028162,65554,2.17E-05
64,32,32,23225.4763,3.448536838,28.74406117,0.548661339,65554,2.36E-05
64,32,32,23226.55505,3.472726767,28.74854758,0.557995893,65554,2.40E-05
64,32,32,23244.25812,3.498424163,28.82227295,0.57004298,65554,2.45E-05
64,32,32,23287.31191,3.536044377,29.00236276,0.469605247,65554,2.02E-05
64,32,32,23317.17479,3.582403891,29.12793683,0.462096807,65554,1.98E-05
32,32,32,23214.09849,3.487717119,28.69678463,0.555343442,32786,2.39E-05
32,32,32,23226.87246,3.513702138,28.74986779,0.506293941,32786,2.18E-05
32,32,32,23227.09347,3.502388854,28.75078709,0.55982333,32786,2.41E-05
32,32,32,23242.66744,3.491753783,28.81564078,0.534424304,32786,2.30E-05
32,32,32,23283.63078,3.540265766,28.98692108,0.514657492,32786,2.21E-05
32,32,32,23304.38243,3.550605695,29.07407825,0.480428269,32786,2.06E-05
32,32,32,23305.24153,3.577435564,29.07769212,0.449729415,32786,1.93E-05
32,32,32,23327.094,3.598756555,29.16976747,0.454941087,32786,1.95E-05
32,32,32,23327.94399,3.57295862,29.17335479,0.470467872,32786,2.02E-05
