Length (m),Beam (m),Draft (m),a_surge,b_surge,c_surge,d_surge,e_surge,f_surge,g_surge,r_squared_surge,a_sway,b_sway,c_sway,d_sway,e_sway,f_sway,g_sway,r_squared_sway,a_heave,b_heave,c_heave,d_heave,e_heave,f_heave,g_heave,r_squared_heave,a_roll,b_roll,c_roll,d_roll,e_roll,f_roll,g_roll,r_squared_roll,a_pitch,b_pitch,c_pitch,d_pitch,e_pitch,f_pitch,g_pitch,r_squared_pitch,a_yaw,b_yaw,c_yaw,d_yaw,e_yaw,f_yaw,g_yaw,r_squared_yaw
0.5,0.25,-0.128,-3.67E-07,2.89E-05,-0.000879586,0.012624239,-0.078882446,0.053101512,1.142882034,0.930381685,4.11E-10,-3.04E-08,8.60E-07,-1.15E-05,7.20E-05,-0.000175533,0.000121648,0.741312823,3.61E-06,-0.000243266,0.006059024,-0.066854457,0.298479814,-0.378708778,1.035057471,0.785505152,1.30E-06,-7.53E-05,0.001419412,-0.006893159,-0.057555024,0.437409797,0.254919664,0.741720193,0.004616293,-0.320990122,8.374412365,-99.75516833,513.3542371,-785.1762767,129.5847471,0.30656806,5.44E-08,-3.56E-06,8.57E-05,-0.000923524,0.004436666,-0.01265325,0.05956204,0.95877284
0.5,0.25,-0.16,6.10E-07,-4.27E-05,0.001110334,-0.013013288,0.068142983,-0.221057168,1.21056884,0.995048256,-5.84E-11,3.07E-09,-5.02E-08,1.97E-07,1.23E-06,-6.67E-06,3.07E-05,0.200589644,4.70E-06,-0.000331344,0.008738866,-0.104669913,0.537179834,-0.882388351,1.183971716,0.764930832,-3.12E-07,2.39E-05,-0.000701324,0.009453333,-0.050955804,-0.026547496,0.840473484,0.995876162,0.009788509,-0.650602953,15.87692439,-169.1844682,684.1690612,-250.4875701,-336.0433465,0.245449179,1.31E-07,-9.16E-06,0.000244004,-0.003052302,0.018265826,-0.056775951,0.173744353,0.987189364
0.5,0.3,-0.04,6.15E-07,-3.89E-05,0.000879117,-0.008215502,0.027490244,-0.098916892,1.166105019,0.970417054,3.67E-10,-2.71E-08,7.61E-07,-9.91E-06,5.76E-05,-0.000109637,2.82E-05,0.551692907,1.28E-06,-9.02E-05,0.002351484,-0.027168632,0.126506416,-0.197659017,1.044490637,0.986891551,2.31E-06,-0.000167815,0.004598839,-0.058065073,0.322449756,-0.582159216,0.384732742,0.581872217,0.000621352,-0.054033516,1.757495173,-26.15848734,169.9125383,-340.899659,101.9728576,0.546297456,4.75E-08,-3.10E-06,7.39E-05,-0.000767997,0.003271977,-0.008639782,0.062232123,0.97176152
0.5,0.3,-0.066666667,5.61E-07,-3.64E-05,0.00085493,-0.008530804,0.033506837,-0.123305162,1.175683132,0.99071805,5.58E-10,-4.06E-08,1.13E-06,-1.47E-05,8.86E-05,-0.000202075,0.000126271,0.630154923,1.94E-06,-0.00013523,0.003498913,-0.040419514,0.192379951,-0.301160658,1.063768387,0.96005384,4.86E-06,-0.000336421,0.008715381,-0.102623237,0.517417183,-0.773901814,0.404466249,0.468314441,0.001901225,-0.140105863,3.911532554,-50.5471368,288.9029193,-524.9805192,133.206353,0.440357107,3.14E-08,-2.09E-06,5.11E-05,-0.000546445,0.00247732,-0.008098478,0.055344884,0.969003333
0.5,0.3,-0.093333333,4.60E-07,-2.90E-05,0.000645003,-0.005790476,0.017741065,-0.096598875,1.169170823,0.988553927,3.78E-10,-2.70E-08,7.30E-07,-9.06E-06,4.91E-05,-8.11E-05,1.60E-05,0.78243837,2.59E-06,-0.000179013,0.004590561,-0.052656017,0.250405619,-0.382259725,1.07374622,0.909023531,2.66E-06,-0.000178716,0.004424452,-0.048370254,0.20959163,-0.187642923,0.286583215,0.718274833,0.001253015,-0.089362926,2.400792313,-29.58143078,158.1023061,-250.6214025,52.18658959,0.709494505,5.71E-08,-3.69E-06,8.74E-05,-0.000909745,0.004017169,-0.010296662,0.059626873,0.961091916
0.5,0.3,-0.12,5.68E-07,-3.65E-05,0.000843202,-0.008176714,0.030479905,-0.120731335,1.17402415,0.986908226,3.78E-10,-2.70E-08,7.30E-07,-9.06E-06,4.91E-05,-8.11E-05,1.60E-05,0.78243837,2.88E-06,-0.000196221,0.004945393,-0.055394077,0.253300575,-0.35314746,1.052772705,0.901345092,3.14E-06,-0.000205465,0.004899333,-0.050142539,0.183844296,-0.005059738,0.188118293,0.492114764,0.001859419,-0.129708633,3.394172746,-40.49591628,207.5237515,-306.5003291,50.52103603,0.465426216,6.33E-08,-4.33E-06,0.000111401,-0.001334654,0.00762519,-0.023413741,0.070375804,0.982286732
0.5,0.3,-0.146666667,-5.97E-08,7.32E-06,-0.000307095,0.00565832,-0.04189891,-0.006643623,1.153741842,0.971194196,6.72E-10,-4.87E-08,1.35E-06,-1.78E-05,0.000110163,-0.000275419,0.000219529,0.892441108,3.28E-06,-0.000220456,0.005473894,-0.060034431,0.264387123,-0.328734643,1.028277587,0.822317941,3.75E-06,-0.000245434,0.005855751,-0.060064979,0.221910676,-0.007647658,0.129775825,0.404820221,0.006238721,-0.434005595,11.3317856,-135.1852358,698.1107066,-1080.80485,181.4981517,0.287092092,6.40E-09,-3.18E-07,3.74E-06,3.08E-05,-0.000573914,-0.002830223,0.05061983,0.948536636
0.5,0.35,-0.045714286,4.83E-07,-2.96E-05,0.000628904,-0.005042696,0.009316579,-0.066514186,1.159263443,0.973529826,7.22E-10,-5.16E-08,1.40E-06,-1.79E-05,0.000105292,-0.000234764,0.000135984,0.381807137,1.05E-06,-7.16E-05,0.001782239,-0.019045677,0.074898431,-0.092653607,1.014362478,0.991304635,5.02E-06,-0.000360232,0.009731651,-0.120796333,0.657043214,-1.148637754,0.670851729,0.483817465,0.00052233,-0.043238636,1.350151004,-19.38973239,121.443345,-229.6741167,65.57673373,0.696019507,1.06E-08,-7.89E-07,2.17E-05,-0.000269573,0.00155518,-0.007444717,0.053339383,0.966713193
0.5,0.35,-0.068571429,4.35E-07,-2.70E-05,0.000586338,-0.004918159,0.01164015,-0.081466379,1.165423902,0.98725898,5.59E-10,-3.84E-08,9.78E-07,-1.11E-05,5.22E-05,-6.53E-05,0.000104235,0.801474303,1.56E-06,-0.000106774,0.002691088,-0.029721403,0.129049144,-0.179494813,1.031261985,0.973063871,3.99E-06,-0.000264869,0.006429588,-0.067559625,0.263079014,-0.095255659,0.427096074,0.68442881,0.001068669,-0.079763215,2.254061509,-29.42280422,168.7336458,-299.1165878,75.72629879,0.66241053,-4.30E-09,2.80E-07,-6.99E-06,8.57E-05,-0.000433726,-0.002732435,0.042960858,0.87808445
0.5,0.35,-0.091428571,1.50E-07,-5.80E-06,-1.29E-05,0.002924283,-0.033936096,0.003084917,1.142967142,0.964477544,5.39E-10,-3.58E-08,8.69E-07,-9.08E-06,3.44E-05,-7.40E-06,8.27E-05,0.704857375,2.15E-06,-0.000146322,0.003685408,-0.041024274,0.18398675,-0.260290364,1.0435453,0.93198962,2.46E-06,-0.000149329,0.003084273,-0.021794181,-0.027410443,0.573174919,0.351801432,0.680638389,0.001630405,-0.118579152,3.260271608,-41.36214835,230.7841389,-402.7461519,96.93401848,0.476863945,2.10E-08,-1.53E-06,4.21E-05,-0.000538749,0.003154257,-0.009229001,0.040528653,0.862736329
0.5,0.35,-0.114285714,3.47E-07,-2.04E-05,0.00039907,-0.002448126,-0.002490105,-0.060571259,1.160148192,0.983545117,5.70E-11,-2.18E-09,-1.91E-08,1.87E-06,-2.79E-05,0.000131731,-2.04E-05,0.753837282,2.44E-06,-0.000165914,0.004154176,-0.045857982,0.202658822,-0.268709882,1.034715054,0.910552814,4.33E-07,-6.48E-06,-0.000718007,0.025287931,-0.291048797,1.085399486,0.250137747,0.67249841,0.001142765,-0.080930155,2.152655755,-26.13703091,136.3447525,-203.909602,37.58789721,0.704713501,2.12E-08,-1.44E-06,3.61E-05,-0.000410757,0.002143131,-0.007630545,0.044137898,0.963126155
0.5,0.35,-0.137142857,4.62E-07,-2.85E-05,0.000609578,-0.004982125,0.010982101,-0.085121445,1.164781954,0.979547797,4.93E-10,-3.45E-08,9.10E-07,-1.11E-05,6.09E-05,-0.000122285,9.77E-05,0.755809979,2.73E-06,-0.000183729,0.004537197,-0.049084243,0.208658999,-0.242520757,1.012884718,0.853785846,5.67E-07,-2.13E-05,-0.000121523,0.014189307,-0.194539734,0.771096266,0.252310232,0.725141481,0.001773749,-0.124169587,3.258596384,-38.95141953,199.6182853,-293.2479631,47.15357768,0.446607585,6.41E-10,-1.92E-08,-4.69E-07,2.12E-05,-9.34E-05,-0.003866075,0.040824779,0.943936531
0.6,0.3,-0.044444444,8.51E-07,-6.01E-05,0.001592479,-0.019196996,0.101805166,-0.252987207,1.214154213,0.998384687,-2.30E-09,1.61E-07,-4.21E-06,4.95E-05,-0.000220368,-0.000269614,0.003692548,0.984934926,-9.92E-08,1.38E-07,0.000202647,-0.005009226,0.035396701,-0.078936059,1.029334878,0.99193749,-2.69E-06,0.000168507,-0.003485197,0.016310278,0.337030069,-4.57877967,16.9204413,0.996827076,-0.002985921,0.187623763,-4.211225574,39.57558567,-137.2547936,144.9861543,1.086502693,0.672205757,1.20E-07,-8.00E-06,0.000211989,-0.002785914,0.018179118,-0.063933908,0.302080728,0.934172187
0.6,0.3,-0.066666667,4.60E-07,-2.78E-05,0.00057712,-0.004349817,0.005269371,-0.059394087,1.157083811,0.969371688,8.22E-10,-6.04E-08,1.70E-06,-2.26E-05,0.000140414,-0.000343631,0.000241148,0.455584958,1.13E-06,-7.67E-05,0.001908825,-0.020465227,0.081535084,-0.10169004,1.015457712,0.98937184,3.00E-06,-0.000218077,0.005977335,-0.075501539,0.420031334,-0.760691055,0.434038503,0.420105602,0.000630546,-0.050411458,1.525577349,-21.30458278,130.2704313,-242.5860947,67.54634663,0.682198115,4.21E-08,-2.80E-06,6.90E-05,-0.000778272,0.004058786,-0.012046402,0.050772406,0.919651725
0.6,0.3,-0.088888889,4.12E-07,-2.56E-05,0.000552374,-0.004578336,0.010342981,-0.080469844,1.165663343,0.987927489,3.82E-10,-2.72E-08,7.28E-07,-8.99E-06,4.88E-05,-8.38E-05,1.75E-05,0.415296033,1.55E-06,-0.000106022,0.002656446,-0.029071708,0.12391531,-0.166117676,1.026394438,0.972186515,3.97E-06,-0.000275824,0.007157576,-0.084232126,0.422328324,-0.620528801,0.374922465,0.485942472,0.001132838,-0.084009367,2.35783089,-30.55585648,173.9439373,-306.3644221,76.52240805,0.621415068,2.80E-09,-1.57E-07,2.35E-06,7.56E-06,-0.000257528,-0.002562126,0.041837028,0.922752322
0.6,0.3,-0.111111111,1.40E-07,-5.43E-06,-1.25E-05,0.00278315,-0.032365497,-0.001046786,1.144800353,0.964887857,2.55E-10,-1.90E-08,5.35E-07,-7.02E-06,4.09E-05,-7.79E-05,1.98E-05,0.607604697,1.96E-06,-0.000133331,0.003338901,-0.03671518,0.159823193,-0.21406002,1.031068548,0.943757993,2.73E-06,-0.000185058,0.004638435,-0.051611407,0.231360546,-0.238462271,0.300352804,0.662178882,0.001475954,-0.107477817,2.957050531,-37.50530974,208.775043,-360.8481846,85.83186737,0.507098448,3.47E-08,-2.37E-06,6.04E-05,-0.000698242,0.003600679,-0.009564407,0.041347178,0.943122648
0.6,0.3,-0.133333333,3.25E-07,-1.91E-05,0.000367674,-0.002148971,-0.003580197,-0.059138412,1.159970584,0.983598954,6.34E-10,-4.56E-08,1.25E-06,-1.63E-05,0.000100234,-0.00025319,0.000212412,0.819446813,2.23E-06,-0.000150906,0.003747544,-0.040773163,0.174514629,-0.218075413,1.022836843,0.924983807,2.63E-06,-0.00017268,0.004134706,-0.042408518,0.154819817,-0.000958644,0.214348981,0.554306783,0.001108579,-0.078655729,2.096819189,-25.52953658,133.6823201,-201.4347999,38.05244964,0.721839768,1.95E-08,-1.33E-06,3.40E-05,-0.000390543,0.002045079,-0.007272696,0.040423696,0.972754458
0.6,0.35,-0.047619048,4.17E-07,-2.55E-05,0.0005365,-0.004182919,0.007320773,-0.079724855,1.164217793,0.982159982,6.38E-10,-4.59E-08,1.26E-06,-1.64E-05,0.000100475,-0.000253518,0.000212455,0.81952763,2.50E-06,-0.000167413,0.00411043,-0.044015628,0.182873553,-0.20419844,1.007606778,0.880074968,4.24E-06,-0.000278131,0.00665255,-0.068287375,0.250610214,0.009269467,0.122127243,0.377944772,0.001470886,-0.102977536,2.702605458,-32.29432347,165.1519023,-239.7282868,38.75488789,0.513902727,2.02E-08,-1.43E-06,3.83E-05,-0.000487442,0.00314628,-0.012769246,0.047082391,0.966995596
0.6,0.35,-0.066666667,4.80E-07,-2.93E-05,0.000620586,-0.004924337,0.008567154,-0.06465554,1.15895691,0.97113758,6.20E-10,-4.58E-08,1.29E-06,-1.71E-05,0.000103182,-0.000228622,0.000132912,0.727043857,1.01E-06,-6.88E-05,0.001700067,-0.017965054,0.068554654,-0.080003688,1.010907297,0.992144803,8.20E-07,-6.16E-05,0.001747331,-0.022807288,0.130449473,-0.24344285,0.226720444,0.656896316,0.000512983,-0.04180207,1.28738804,-18.2589837,112.9256813,-209.3097142,58.62492676,0.732106526,2.88E-08,-1.85E-06,4.26E-05,-0.000409395,0.001456495,-0.004716816,0.048972886,0.978913529
0.6,0.35,-0.085714286,4.15E-07,-2.59E-05,0.000563773,-0.004773392,0.011741428,-0.083141351,1.166722711,0.988173676,4.39E-10,-3.20E-08,8.82E-07,-1.13E-05,6.42E-05,-0.000119506,2.95E-05,0.349375503,1.46E-06,-9.89E-05,0.002467621,-0.026760944,0.111469712,-0.144230525,1.021418549,0.977157064,2.34E-06,-0.00016807,0.004556638,-0.056806926,0.310618914,-0.546368687,0.307207742,0.43761864,0.001010464,-0.075233901,2.120220583,-27.58414582,157.4401249,-276.1579997,69.19236029,0.67338547,1.94E-08,-1.26E-06,2.98E-05,-0.000303932,0.001326823,-0.005722626,0.044603536,0.964011794
0.6,0.35,-0.104761905,1.18E-07,-4.01E-06,-4.67E-05,0.003147255,-0.033978275,0.001272138,1.144637927,0.96244492,5.66E-10,-4.03E-08,1.09E-06,-1.37E-05,7.95E-05,-0.000175596,0.000115506,0.298308433,1.86E-06,-0.000125727,0.00312824,-0.034008054,0.144275401,-0.184215372,1.023322577,0.952401997,3.55E-06,-0.000246533,0.006404623,-0.075564411,0.381165338,-0.566415231,0.276810795,0.394325749,0.001421021,-0.103396503,2.842001893,-35.99899836,199.9689948,-343.8707245,81.37754421,0.518146776,3.22E-08,-2.14E-06,5.21E-05,-0.00056072,0.002587074,-0.007050343,0.039767624,0.977324239
0.6,0.35,-0.123809524,3.26E-07,-1.93E-05,0.000379886,-0.002379102,-0.001787132,-0.063530505,1.161518241,0.984175407,3.50E-10,-2.45E-08,6.45E-07,-7.73E-06,3.99E-05,-6.01E-05,9.02E-06,0.659692164,2.13E-06,-0.000143149,0.003523318,-0.037749671,0.156127823,-0.179966025,1.011894815,0.927922187,2.66E-06,-0.000182523,0.004666832,-0.053717108,0.25885735,-0.341585672,0.227915896,0.460797002,0.001101497,-0.077950859,2.071402022,-25.11529341,130.7013604,-194.2103959,35.54354976,0.709074507,2.05E-08,-1.34E-06,3.18E-05,-0.000327446,0.001432239,-0.005207624,0.037595096,0.974897323
0.6,0.4,-0.041666667,4.65E-07,-2.87E-05,0.000620623,-0.005196853,0.012852964,-0.090244174,1.166758977,0.98221729,5.11E-10,-3.68E-08,1.02E-06,-1.34E-05,8.48E-05,-0.000228292,0.000207942,0.734823471,2.54E-06,-0.000168978,0.004110039,-0.043456604,0.176476326,-0.185447691,1.001068963,0.871004571,1.67E-06,-0.000111936,0.002771834,-0.030348349,0.132263865,-0.122690648,0.17636451,0.610139927,0.001576662,-0.10976853,2.864513523,-34.03324535,173.0793271,-250.2562451,39.98645995,0.487664982,-1.17E-11,8.91E-08,-5.24E-06,0.000107724,-0.000795061,-0.001279404,0.03512786,0.935432174
0.6,0.4,-0.0625,2.76E-07,-1.78E-05,0.000411172,-0.003880723,0.013443704,-0.090843786,1.172238476,0.921624592,-6.66E-10,4.80E-08,-1.35E-06,1.86E-05,-0.000130459,0.000384784,2.37E-06,0.913309798,-2.01E-07,-7.04E-07,0.000469448,-0.011675482,0.092016907,-0.220884971,1.079896784,0.934787846,5.87E-08,-2.87E-06,1.18E-05,0.001256306,-0.017293132,-0.031749421,1.036817011,0.998563339,0.005832521,-0.433166663,12.20858059,-159.8389253,933.6738834,-1785.868762,469.9336354,0.282761122,-1.13E-08,8.38E-07,-2.34E-05,0.000310042,-0.001699505,-0.009016001,0.18358454,0.913458362
0.6,0.4,-0.083333333,4.03E-07,-2.29E-05,0.000417053,-0.001998625,-0.009691743,-0.03133274,1.151196588,0.970035335,5.67E-10,-4.18E-08,1.18E-06,-1.60E-05,0.000103033,-0.000273441,0.00022347,0.859415992,8.11E-07,-5.25E-05,0.001207842,-0.011100081,0.026477594,0.00033038,0.990129427,0.992198232,1.13E-06,-8.17E-05,0.002225064,-0.027734436,0.150001064,-0.261166469,0.293466008,0.805907607,0.000495317,-0.03854785,1.135816329,-15.42045026,90.97701221,-156.8576329,41.20129116,0.816897806,1.77E-08,-1.11E-06,2.44E-05,-0.000215251,0.000649007,-0.003509498,0.041459646,0.981458626
0.6,0.4,-0.104166667,3.22E-07,-1.84E-05,0.000339055,-0.001665102,-0.007024664,-0.049604125,1.159150179,0.985910764,5.52E-10,-4.00E-08,1.11E-06,-1.48E-05,9.43E-05,-0.000252798,0.000216501,0.809869816,1.21E-06,-7.94E-05,0.001888621,-0.01889214,0.064606521,-0.05743605,1.00020598,0.983660609,2.35E-06,-0.000162173,0.004176004,-0.048657688,0.240358769,-0.350429051,0.324880654,0.71439758,0.000825813,-0.061135322,1.712385554,-22.11426677,124.7862711,-212.5726719,52.6679159,0.751625302,1.58E-09,-9.98E-08,1.97E-06,-8.57E-06,-1.54E-05,-0.00285063,0.035519969,0.895749118
0.6,0.4,-0.125,1.18E-07,-3.68E-06,-6.44E-05,0.003461507,-0.035856962,0.000920444,1.146376332,0.971748486,7.01E-10,-5.04E-08,1.38E-06,-1.80E-05,0.000111024,-0.000279417,0.000221131,0.666793869,1.60E-06,-0.000105726,0.002544541,-0.026215496,0.099002964,-0.103900082,1.005353955,0.962942683,3.72E-06,-0.000253008,0.00639362,-0.072563454,0.342678795,-0.433998898,0.334403077,0.513009492,0.001341341,-0.097033231,2.652375332,-33.42059724,184.7044881,-315.9566047,75.31368919,0.517225235,1.57E-08,-1.16E-06,3.21E-05,-0.000408991,0.002371799,-0.007414847,0.03367772,0.952277617
0.7,0.35,-0.040816327,1.75E-07,-7.86E-06,5.12E-05,0.001970831,-0.027033069,-0.019025995,1.151463476,0.978344525,3.69E-10,-2.56E-08,6.68E-07,-7.94E-06,4.06E-05,-6.07E-05,9.08E-06,0.659743012,1.91E-06,-0.000126128,0.003033504,-0.03135988,0.120457856,-0.122575715,1.001869415,0.941116746,2.34E-06,-0.000152286,0.003611175,-0.036625145,0.131582132,-3.77E-05,0.226682665,0.613765931,0.001093334,-0.077463082,2.065167243,-25.20695506,133.0088776,-206.1090804,42.29827264,0.697195512,1.76E-08,-1.29E-06,3.56E-05,-0.000456118,0.002710273,-0.008538945,0.03299806,0.915919076
0.7,0.35,-0.06122449,2.67E-07,-1.44E-05,0.000226087,-0.000196969,-0.014931465,-0.043504295,1.157360583,0.981772099,5.18E-10,-3.66E-08,9.82E-07,-1.23E-05,7.13E-05,-0.000158126,0.000110853,0.726184503,2.17E-06,-0.000142368,0.003399001,-0.034786347,0.130906647,-0.115228128,0.989463334,0.899374765,3.59E-06,-0.000233481,0.00551595,-0.055648948,0.196863992,0.035132702,0.143386943,0.406386095,0.001138561,-0.079286178,2.069538128,-24.57862561,124.5764412,-176.5122712,29.02699155,0.64042718,-2.22E-09,1.40E-07,-3.28E-06,3.49E-05,-8.25E-05,-0.002756342,0.028910342,0.915592419
0.7,0.35,-0.081632653,4.05E-07,-2.29E-05,0.000414359,-0.001954022,-0.00980351,-0.032251529,1.151532798,0.970326915,6.82E-10,-4.94E-08,1.37E-06,-1.79E-05,0.000110746,-0.000276186,0.0002196,0.892439593,8.63E-07,-5.59E-05,0.001294309,-0.012073014,0.031112474,-0.006439425,0.991266271,0.991787628,7.47E-07,-5.43E-05,0.001487494,-0.018658793,0.101709228,-0.179544999,0.206061734,0.785934452,0.00053745,-0.041373116,1.205870779,-16.19780871,94.6340594,-162.3281306,42.09177577,0.80718422,1.08E-08,-7.00E-07,1.58E-05,-0.000140317,0.000423376,-0.003374393,0.038819905,0.978504084
0.7,0.35,-0.102040816,2.90E-07,-1.63E-05,0.000289551,-0.001136681,-0.00933421,-0.047267452,1.158914246,0.986084839,4.73E-10,-3.33E-08,8.82E-07,-1.07E-05,5.68E-05,-9.21E-05,1.74E-05,0.565228556,1.26E-06,-8.27E-05,0.001964769,-0.019612372,0.066959781,-0.057469041,0.998610353,0.980765468,1.85E-06,-0.000130174,0.003450494,-0.041860664,0.220667472,-0.367627838,0.257070622,0.536413684,0.000908146,-0.066459314,1.838657375,-23.43512909,130.4413612,-219.3124173,52.83433851,0.710884471,6.08E-09,-3.54E-07,6.76E-06,-3.92E-05,-2.28E-05,-0.002354955,0.032732277,0.931337957
0.7,0.35,-0.12244898,6.77E-07,-4.89E-05,0.001320976,-0.016198025,0.087130389,-0.231379177,1.208613925,0.991951368,3.18E-10,-2.56E-08,7.90E-07,-1.16E-05,8.16E-05,-0.000277585,0.000705812,0.975759931,-6.25E-07,3.31E-05,-0.000540361,0.002156727,0.008188068,-0.047167272,1.026760458,0.975720321,1.08E-07,-7.25E-06,0.000159528,-0.000961869,-0.004992078,-0.017496205,0.840256561,0.999462377,-0.000113632,-0.013030223,1.033540091,-23.05059414,192.70557,-456.4730121,156.9110431,0.561882659,-6.95E-08,4.76E-06,-0.000119853,0.00134171,-0.006252823,0.000213728,0.162732257,0.903022476
0.7,0.4,-0.042857143,6.77E-07,-4.89E-05,0.001320976,-0.016198025,0.087130389,-0.231379177,1.208613925,0.991951368,3.18E-10,-2.56E-08,7.90E-07,-1.16E-05,8.16E-05,-0.000277585,0.000705812,0.975759931,-6.25E-07,3.31E-05,-0.000540361,0.002156727,0.008188068,-0.047167272,1.026760458,0.975720321,1.08E-07,-7.25E-06,0.000159528,-0.000961869,-0.004992078,-0.017496205,0.840256561,0.999462377,-0.000113632,-0.013030223,1.033540091,-23.05059414,192.70557,-456.4730121,156.9110431,0.561882659,-6.95E-08,4.76E-06,-0.000119853,0.00134171,-0.006252823,0.000213728,0.162732257,0.903022476
0.7,0.4,-0.064285714,6.77E-07,-4.89E-05,0.001320976,-0.016198025,0.087130389,-0.231379177,1.208613925,0.991951368,3.18E-10,-2.56E-08,7.90E-07,-1.16E-05,8.16E-05,-0.000277585,0.000705812,0.975759931,-6.25E-07,3.31E-05,-0.000540361,0.002156727,0.008188068,-0.047167272,1.026760458,0.975720321,1.08E-07,-7.25E-06,0.000159528,-0.000961869,-0.004992078,-0.017496205,0.840256561,0.999462377,-0.000113632,-0.013030223,1.033540091,-23.05059414,192.70557,-456.4730121,156.9110431,0.561882659,-6.95E-08,4.76E-06,-0.000119853,0.00134171,-0.006252823,0.000213728,0.162732257,0.903022476
0.7,0.4,-0.085714286,9.55E-07,-6.71E-05,0.00176501,-0.021127554,0.111744606,-0.280967709,1.220337215,0.99557395,-1.45E-10,7.89E-09,-1.38E-07,6.75E-07,3.76E-06,-5.26E-05,0.000321506,0.881471393,8.87E-07,-8.03E-05,0.002664324,-0.039608424,0.250233491,-0.52677173,1.164617921,0.85862606,1.38E-07,-8.37E-06,0.000164854,-0.000888443,-0.003357506,-0.029803797,0.64024005,0.99608016,0.001077723,-0.073573934,1.868235292,-21.29304981,100.0328469,-107.1233343,2.904680313,0.635592955,9.60E-08,-6.83E-06,0.000183738,-0.002282987,0.012910462,-0.03673997,0.167662473,0.995357516
0.7,0.4,-0.107142857,6.77E-07,-4.89E-05,0.001320976,-0.016198025,0.087130389,-0.231379177,1.208613925,0.991951368,3.18E-10,-2.56E-08,7.90E-07,-1.16E-05,8.16E-05,-0.000277585,0.000705812,0.975759931,-6.25E-07,3.31E-05,-0.000540361,0.002156727,0.008188068,-0.047167272,1.026760458,0.975720321,1.08E-07,-7.25E-06,0.000159528,-0.000961869,-0.004992078,-0.017496205,0.840256561,0.999462377,-0.000113632,-0.013030223,1.033540091,-23.05059414,192.70557,-456.4730121,156.9110431,0.561882659,-6.95E-08,4.76E-06,-0.000119853,0.00134171,-0.006252823,0.000213728,0.162732257,0.903022476
0.7,0.4,-0.128571429,6.77E-07,-4.89E-05,0.001320976,-0.016198025,0.087130389,-0.231379177,1.208613925,0.991951368,3.18E-10,-2.56E-08,7.90E-07,-1.16E-05,8.16E-05,-0.000277585,0.000705812,0.975759931,-6.25E-07,3.31E-05,-0.000540361,0.002156727,0.008188068,-0.047167272,1.026760458,0.975720321,1.08E-07,-7.25E-06,0.000159528,-0.000961869,-0.004992078,-0.017496205,0.840256561,0.999462377,-0.000113632,-0.013030223,1.033540091,-23.05059414,192.70557,-456.4730121,156.9110431,0.561882659,-6.95E-08,4.76E-06,-0.000119853,0.00134171,-0.006252823,0.000213728,0.162732257,0.903022476
0.7,0.45,-0.050793651,9.90E-07,-6.86E-05,0.001770718,-0.02068262,0.105527716,-0.260518583,1.210458925,0.996448435,-1.73E-10,1.12E-08,-2.76E-07,3.35E-06,-2.12E-05,5.29E-05,0.000119514,0.750848335,2.44E-06,-0.000191026,0.005629302,-0.076144448,0.450010722,-0.894783468,1.25839272,0.700886256,1.21E-07,-7.01E-06,0.000128014,-0.000504243,-0.004380757,-0.025206072,0.536782958,0.994153152,0.000697742,-0.045010629,1.050267851,-10.31342136,32.80166561,36.86795769,-37.69233761,0.418668688,9.12E-08,-6.37E-06,0.00016669,-0.001992957,0.010622686,-0.029264399,0.149075827,0.99532499
0.7,0.45,-0.06984127,8.57E-07,-5.95E-05,0.001540604,-0.018015855,0.092542647,-0.246339414,1.209999499,0.997505721,-7.26E-11,3.41E-09,-4.17E-08,-7.16E-08,2.56E-06,-8.43E-06,0.000131132,0.770359024,3.70E-06,-0.000269714,0.007396417,-0.092846973,0.506677937,-0.91868434,1.230972764,0.783857351,7.81E-08,-3.58E-06,2.41E-05,0.000913534,-0.0123171,-0.015470097,0.532961708,0.985543952,0.000224542,-0.013276027,0.260041335,-1.487361095,-8.07803584,83.01055453,-35.30171202,0.629470457,1.01E-07,-7.10E-06,0.000187966,-0.002289331,0.012754606,-0.038031403,0.171394275,0.995504814
2,1,-0.15,1.92E-05,-0.000656463,0.00789156,-0.037427265,0.053158081,-0.144718053,1.165050916,0.97894085,0,0,0,0,0,0,0,1,3.93E-05,-0.00146817,0.020061907,-0.118071913,0.258326358,-0.183402967,1.017854516,0.991095057,1.69E-06,-6.99E-05,0.001094539,-0.007917494,0.025294703,-0.026977002,0.013046164,0.624219508,0.004987969,-0.229018089,3.965334391,-31.58938794,109.9630328,-116.8744588,21.78964531,0.76032296,1.88E-08,-6.92E-07,9.37E-06,-5.66E-05,0.000155549,-0.000360898,0.00139585,0.962982986
2,1,-0.2,1.72E-05,-0.000575787,0.006679734,-0.029004407,0.027537255,-0.122966162,1.161687504,0.975483761,3.75E-09,-1.53E-07,2.37E-06,-1.71E-05,5.57E-05,-6.18E-05,1.10E-05,0.212541659,5.25E-05,-0.001971012,0.027232508,-0.164695179,0.390579056,-0.306505999,1.03536924,0.980531985,1.26E-05,-0.000509095,0.007807107,-0.055639351,0.177703444,-0.19208095,0.041972765,0.258471522,0.008211544,-0.35379661,5.781773011,-43.75259989,146.1634326,-153.917011,27.86542752,0.6760944,4.51E-08,-1.77E-06,2.67E-05,-0.000194542,0.00070783,-0.001350825,0.001962727,0.943851431
