Length (m),Beam (m),Draft (m),a_surge,b_surge,c_surge,d_surge,e_surge,f_surge,g_surge,h_surge,i_surge,j_surge,r_squared_surge,a_sway,b_sway,c_sway,d_sway,e_sway,f_sway,g_sway,h_sway,i_sway,j_sway,r_squared_sway,a_heave,b_heave,c_heave,d_heave,e_heave,f_heave,g_heave,h_heave,i_heave,j_heave,r_squared_heave,a_roll,b_roll,c_roll,d_roll,e_roll,f_roll,g_roll,h_roll,i_roll,j_roll,r_squared_roll,a_pitch,b_pitch,c_pitch,d_pitch,e_pitch,f_pitch,g_pitch,h_pitch,i_pitch,j_pitch,r_squared_pitch,a_yaw,b_yaw,c_yaw,d_yaw,e_yaw,f_yaw,g_yaw,h_yaw,i_yaw,j_yaw,r_squared_yaw
0.4,0.25,-0.03,6.85E-10,-6.31E-08,2.28E-06,-3.84E-05,0.000234031,0.001582268,-0.03069754,0.150065324,-0.324272905,1.225351071,0.999416261,-1.21E-12,1.26E-10,-5.55E-09,1.34E-07,-1.93E-06,1.71E-05,-8.86E-05,0.000239185,-0.00022752,0.000123418,0.830175524,1.22E-08,-1.32E-06,5.98E-05,-0.001467997,0.021045478,-0.176710642,0.823164737,-1.875777677,1.600908297,0.835852004,0.885317946,-7.57E-09,8.88E-07,-4.40E-05,0.00119801,-0.019379515,0.187952567,-1.039767025,2.847935078,-2.658086187,0.938946628,0.904253192,2.86E-05,-0.002964219,0.128346223,-3.000417079,40.82801258,-324.1174876,1418.320932,-2982.626621,2310.58485,-210.155863,0.446874458,2.89E-11,-2.68E-09,9.36E-08,-1.36E-06,4.95E-07,0.000227529,-0.002715334,0.012550878,-0.027712709,0.088133329,0.985751185
0.4,0.25,-0.06,6.11E-10,-5.44E-08,1.85E-06,-2.70E-05,5.49E-05,0.003228874,-0.039078855,0.170539947,-0.345271827,1.2277337,0.999559837,4.93E-13,-5.25E-11,2.32E-09,-5.45E-08,7.24E-07,-5.26E-06,1.78E-05,-1.42E-05,-8.18E-06,1.76E-06,0.893505632,1.71E-08,-1.79E-06,7.78E-05,-0.001825386,0.024894683,-0.197493613,0.860988801,-1.81306952,1.417228502,0.869705006,0.931613301,-7.51E-09,8.65E-07,-4.22E-05,0.001128287,-0.017933862,0.170851398,-0.928340747,2.50031765,-2.312304019,0.781595348,0.897607864,4.64E-06,-0.000473656,0.020096118,-0.457269553,5.990807335,-44.92219756,178.9612452,-318.2629153,202.3966079,-13.18809408,0.825136637,6.30E-11,-5.95E-09,2.21E-07,-3.91E-06,2.71E-05,0.000118238,-0.003041277,0.017063855,-0.040572282,0.097089169,0.994120368
0.4,0.25,-0.09,1.50E-10,-4.86E-09,-3.90E-07,2.79E-05,-0.000737086,0.009972347,-0.071226391,0.245617156,-0.412349293,1.234743849,0.998703174,1.27E-12,-1.24E-10,4.96E-09,-1.01E-07,1.07E-06,-4.37E-06,-1.51E-05,0.000191952,-0.000493977,0.000349743,0.796797177,3.12E-08,-3.21E-06,0.000137718,-0.003181382,0.042608343,-0.331002867,1.406376852,-2.853936419,2.116084984,0.819791812,0.714256222,1.86E-08,-1.78E-06,6.91E-05,-0.001381925,0.014729077,-0.073280335,0.04748033,0.761945459,-1.402500068,0.569196464,0.536155297,4.85E-06,-0.00049503,0.021008917,-0.478203095,6.267798493,-47.02663547,187.4858801,-333.5856549,211.7013329,-13.80748692,0.835653004,5.91E-11,-5.56E-09,2.06E-07,-3.64E-06,2.56E-05,9.08E-05,-0.002527911,0.013753933,-0.032125917,0.089467848,0.994592785
0.4,0.25,-0.12,-9.16E-10,8.67E-08,-3.42E-06,7.41E-05,-0.000985338,0.008608166,-0.049850046,0.170284682,-0.33020469,1.225540247,0.99914131,-5.00E-13,5.03E-11,-2.18E-09,5.42E-08,-8.65E-07,9.32E-06,-6.64E-05,0.000284609,-0.000608293,0.00055296,0.948689534,1.82E-08,-2.04E-06,9.61E-05,-0.002451741,0.036638663,-0.321716161,1.57314656,-3.764899142,3.361051384,0.636643933,0.664031935,8.98E-10,-9.51E-08,4.21E-06,-0.000101231,0.001425907,-0.011912206,0.057179575,-0.144655686,0.109563746,0.438038847,0.979954548,1.90E-07,-6.40E-06,-0.000442539,0.031968589,-0.828216275,10.95756563,-76.44205381,251.7121373,-261.0685003,30.86504304,0.846297744,-2.01E-10,2.08E-08,-9.08E-07,2.21E-05,-0.000326576,0.003031792,-0.017302544,0.055958386,-0.094221828,0.174567911,0.999031192
0.4,0.25,-0.15,3.24E-09,-3.23E-07,1.32E-05,-0.000287135,0.003492028,-0.023097151,0.071490046,-0.053690373,-0.165884307,1.211150401,0.989217996,8.55E-12,-9.68E-10,4.60E-08,-1.19E-06,1.80E-05,-0.0001601,0.000797135,-0.00194722,0.001771248,-9.72E-05,0.356863685,1.43E-09,-1.62E-07,7.63E-06,-0.00019342,0.002837915,-0.024011571,0.110355501,-0.248960124,0.212197044,0.980490229,0.99788425,9.30E-08,-1.05E-05,0.000493826,-0.012665339,0.190465409,-1.686998962,8.3472991,-20.24334656,18.30621385,-1.388359205,0.378345247,-6.81E-06,0.000676865,-0.027816117,0.60937656,-7.646794743,55.0056731,-216.2101432,421.7764949,-302.5831877,27.21665382,0.888225447,-1.49E-10,1.69E-08,-8.08E-07,2.09E-05,-0.00031803,0.002886578,-0.015056628,0.040770343,-0.049488171,0.076846352,0.951800826
0.4,0.3,-0.033333333,1.90E-09,-1.84E-07,7.22E-06,-0.000146477,0.00158317,-0.007997312,0.005518195,0.086541008,-0.281885048,1.222725729,0.997684464,-1.75E-11,1.86E-09,-8.30E-08,2.02E-06,-2.92E-05,0.000250926,-0.001224463,0.002955536,-0.002466577,0.000726026,0.789506202,3.08E-09,-3.56E-07,1.72E-05,-0.000449147,0.006796508,-0.059759656,0.288738632,-0.680856034,0.601155975,0.937368361,0.977920332,-7.86E-08,8.37E-06,-0.000374934,0.009172115,-0.132606296,1.142433971,-5.580643108,13.4365671,-11.00907955,2.895509072,0.789427686,1.09E-06,-0.000157029,0.009007261,-0.270062467,4.611589531,-45.21146603,241.0020637,-609.3797012,576.1300587,-65.63167312,0.801713376,-2.58E-10,2.74E-08,-1.23E-06,3.02E-05,-0.000443858,0.003974888,-0.021270673,0.063698961,-0.096811576,0.108849715,0.968505901
0.4,0.3,-0.066666667,1.55E-09,-1.44E-07,5.32E-06,-9.74E-05,0.00084712,-0.001534557,-0.025851221,0.159994062,-0.348946313,1.230033278,0.997940416,7.28E-11,-7.75E-09,3.49E-07,-8.60E-06,0.000126547,-0.001128508,0.00590038,-0.01634917,0.018124256,0.000178176,0.918972675,1.08E-08,-1.16E-06,5.20E-05,-0.001263808,0.017929919,-0.148822739,0.684618613,-1.54242533,1.304077501,0.867225713,0.921056661,3.55E-07,-3.78E-05,0.001697252,-0.041813616,0.614383229,-5.472448101,28.59751055,-79.30817007,88.31717344,0.050466962,0.912765526,5.41E-06,-0.000576715,0.025786634,-0.624906447,8.850649549,-73.42808355,337.0324737,-746.6545832,625.9834852,-63.50855288,0.833066566,-1.33E-12,8.22E-12,3.22E-09,-6.76E-08,-1.58E-06,7.00E-05,-0.000894577,0.004738172,-0.013285685,0.062921737,0.989354983
0.4,0.3,-0.1,2.60E-09,-2.52E-07,1.00E-05,-0.000207632,0.002352456,-0.013584674,0.027767771,0.043681349,-0.258331649,1.22141602,0.993767136,-6.30E-12,6.26E-10,-2.58E-08,5.66E-07,-7.09E-06,4.96E-05,-0.000169233,0.000143336,0.000295873,0.00033338,0.761134913,1.64E-08,-1.71E-06,7.46E-05,-0.001756642,0.024068348,-0.192244897,0.846928842,-1.813870256,1.450788371,0.86136855,0.931047093,-4.48E-08,4.50E-06,-0.000187434,0.004168762,-0.052839478,0.372606566,-1.258296804,0.868218021,2.806390058,2.163107205,0.807874966,1.62E-05,-0.001674849,0.072238827,-1.682450342,22.80811014,-180.3339339,785.2606961,-1640.789847,1269.153341,-115.9894888,0.522654349,-7.41E-11,7.91E-09,-3.57E-07,8.88E-06,-0.000132102,0.001194861,-0.006348608,0.018001827,-0.026759096,0.065178883,0.986950802
0.4,0.3,-0.133333333,-3.05E-09,3.31E-07,-1.52E-05,0.00037953,-0.005626172,0.049792748,-0.250664153,0.634594983,-0.721672227,1.264017856,0.969587929,-1.29E-12,1.35E-10,-5.99E-09,1.47E-07,-2.22E-06,2.10E-05,-0.000124386,0.000431785,-0.000743562,0.000466895,0.917519146,2.48E-08,-2.53E-06,0.000108059,-0.002479811,0.032972127,-0.254044017,1.069340076,-2.15131205,1.585548878,0.865164497,0.812539247,-1.12E-07,1.20E-05,-0.000543427,0.013454926,-0.19736373,1.731964237,-8.681530711,21.80650794,-19.38447198,2.731894537,0.541446037,2.31E-05,-0.002375891,0.102247113,-2.375404691,32.11382163,-253.1739384,1099.332432,-2291.293645,1761.708548,-159.6915931,0.468093071,6.66E-11,-7.07E-09,3.12E-07,-7.38E-06,9.99E-05,-0.000760266,0.002920183,-0.003947648,-0.005363309,0.053543224,0.977864898
0.4,0.3,-0.166666667,1.97E-09,-1.90E-07,7.47E-06,-0.0001517,0.001645827,-0.008401381,0.006528382,0.08784305,-0.284080935,1.224056794,0.997226443,-6.69E-14,-6.12E-12,8.77E-10,-3.56E-08,6.90E-07,-6.84E-06,3.11E-05,-2.98E-05,-0.00013689,0.000206762,0.574378412,1.57E-09,-1.82E-07,8.78E-06,-0.000227864,0.003421087,-0.029659288,0.1400293,-0.323213042,0.280445041,0.972920556,0.996021197,1.53E-08,-1.73E-06,8.21E-05,-0.002109532,0.031751245,-0.280782314,1.382032774,-3.320273756,2.980791531,0.045151488,0.566684924,-5.70E-06,0.000545204,-0.02135641,0.438733241,-5.026112971,31.4832634,-98.81214247,133.4407323,-36.70076995,-3.281754708,0.844977929,-7.21E-11,7.92E-09,-3.72E-07,9.71E-06,-0.000154123,0.0015133,-0.008839919,0.027419926,-0.040339514,0.085259298,0.96143956
0.5,0.25,-0.032,1.71E-09,-1.63E-07,6.31E-06,-0.000124958,0.00128985,-0.005689376,-0.004405229,0.107212864,-0.298541353,1.224298298,0.997785958,2.08E-12,-2.10E-10,8.78E-09,-1.95E-07,2.46E-06,-1.71E-05,5.70E-05,-4.70E-05,-9.74E-05,0.000212345,0.896082977,4.67E-09,-5.16E-07,2.39E-05,-0.000596765,0.008691179,-0.073791152,0.345464973,-0.791202694,0.680296016,0.930777308,0.98040941,2.01E-08,-1.99E-06,8.19E-05,-0.001787451,0.022119289,-0.152223907,0.522046283,-0.660648409,0.138168472,0.552724709,0.855353819,3.54E-06,-0.000414526,0.020314812,-0.538952151,8.350079463,-75.76478138,380.5944354,-924.1551252,843.0201617,-93.40237176,0.667574638,-1.37E-11,1.65E-09,-8.86E-08,2.74E-06,-5.19E-05,0.000604164,-0.004092011,0.014435099,-0.025534111,0.065859544,0.957583023
0.5,0.25,-0.064,1.24E-09,-1.11E-07,3.86E-06,-6.29E-05,0.000368036,0.0023541,-0.043459542,0.199564273,-0.382694676,1.233748978,0.997707703,-2.19E-13,3.24E-11,-1.95E-09,6.27E-08,-1.18E-06,1.32E-05,-8.37E-05,0.000261708,-0.000274941,0.000131238,0.863880562,1.08E-08,-1.15E-06,5.14E-05,-0.001237775,0.017381531,-0.142641226,0.647859541,-1.439572216,1.200353047,0.879922757,0.933669451,-1.41E-09,2.56E-07,-1.70E-05,0.000570633,-0.010885928,0.120464182,-0.741341986,2.208964476,-2.186640283,0.881106116,0.889023104,5.32E-06,-0.000567446,0.025339702,-0.613184636,8.67014688,-71.7903816,328.7538085,-726.3529181,607.6041044,-61.48720039,0.838111065,-3.64E-11,3.44E-09,-1.39E-07,3.22E-06,-4.88E-05,0.000504487,-0.003389807,0.01281173,-0.025620753,0.06946392,0.985739653
0.5,0.25,-0.096,1.96E-09,-1.87E-07,7.19E-06,-0.00014199,0.001467791,-0.006615866,-0.002757868,0.109498016,-0.311207616,1.226473199,0.994801579,-2.02E-14,-2.81E-12,3.35E-10,-1.26E-08,2.24E-07,-2.00E-06,7.99E-06,-1.08E-05,8.79E-06,9.76E-05,0.8042463,1.51E-08,-1.57E-06,6.83E-05,-0.00160239,0.021847994,-0.173432941,0.757944805,-1.607655906,1.272337757,0.880365127,0.943988162,-1.28E-08,1.42E-06,-6.68E-05,0.001723327,-0.026433412,0.243128235,-1.277096423,3.335794466,-3.014145312,0.905016562,0.858433506,1.27E-05,-0.001310224,0.056552065,-1.317994564,17.8770549,-141.3741877,615.2674716,-1283.263377,993.3628246,-90.91022057,0.567580568,-1.34E-10,1.32E-08,-5.41E-07,1.22E-05,-0.000164741,0.001372583,-0.006876269,0.018823763,-0.026589135,0.059784449,0.924006065
0.5,0.25,-0.128,-4.73E-09,5.05E-07,-2.26E-05,0.000552837,-0.007968838,0.068289693,-0.331491662,0.806007467,-0.8553313,1.276795913,0.946884282,5.00E-13,-5.85E-11,2.84E-09,-7.43E-08,1.12E-06,-9.59E-06,4.26E-05,-7.13E-05,-2.62E-05,9.98E-05,0.812897775,2.07E-08,-2.12E-06,9.05E-05,-0.002076765,0.027591248,-0.212251937,0.891086683,-1.787880673,1.315609739,0.888584678,0.865438045,-4.30E-11,8.39E-08,-7.84E-06,0.000307386,-0.006384247,0.074471117,-0.474224999,1.445018192,-1.45691365,0.613942488,0.891541902,3.00E-05,-0.003089214,0.133001381,-3.091786411,41.83771919,-330.3220611,1437.868315,-3009.128573,2321.043659,-211.2135956,0.443180308,-1.42E-10,1.40E-08,-5.81E-07,1.32E-05,-0.000178199,0.001483862,-0.007417799,0.020261206,-0.02840068,0.061910059,0.963151431
0.5,0.25,-0.16,-1.57E-09,1.53E-07,-6.18E-06,0.000135,-0.0017465,0.013826375,-0.066674671,0.183203656,-0.318015553,1.221556181,0.996219353,9.89E-13,-1.14E-10,5.59E-09,-1.49E-07,2.37E-06,-2.25E-05,0.000123263,-0.000347731,0.000389285,-3.59E-05,0.734133593,2.09E-08,-2.23E-06,9.96E-05,-0.002407843,0.033995433,-0.281063632,1.288597478,-2.8810892,2.406202858,0.758386811,0.85284513,4.37E-10,-4.26E-08,1.73E-06,-3.83E-05,0.000511898,-0.004418441,0.025638612,-0.087342164,0.006363299,0.836189907,0.996083669,4.11E-05,-0.003967862,0.1562073,-3.19961738,35.63124381,-198.1018767,331.8807646,1033.887489,-2531.429766,435.0395794,0.36899679,-1.56E-10,1.70E-08,-7.92E-07,2.08E-05,-0.000333458,0.003353891,-0.020504465,0.069616044,-0.117902931,0.18485206,0.99675187
0.5,0.3,-0.04,2.52E-09,-2.39E-07,9.21E-06,-0.000181963,0.001896776,-0.008936038,0.001605094,0.115429091,-0.321831754,1.229119039,0.984820892,1.22E-12,-1.38E-10,6.57E-09,-1.70E-07,2.57E-06,-2.29E-05,0.000113618,-0.00027472,0.000245954,-2.68E-05,0.743248892,2.28E-09,-2.57E-07,1.21E-05,-0.00030929,0.004570626,-0.039151625,0.183485443,-0.42037716,0.361977471,0.9644908,0.994342049,5.96E-09,-6.86E-07,3.30E-05,-0.000862318,0.013141602,-0.117349883,0.581308,-1.400575243,1.261022267,0.100935556,0.704829358,-5.20E-06,0.000479157,-0.017770479,0.335795987,-3.329432056,15.28425163,-13.47685332,-85.53069103,171.955449,-27.82081489,0.688202763,3.52E-11,-3.37E-09,1.27E-07,-2.25E-06,1.49E-05,8.43E-05,-0.001842094,0.009239603,-0.018793185,0.064716148,0.978161608
0.5,0.3,-0.066666667,1.28E-09,-1.18E-07,4.35E-06,-7.89E-05,0.000657861,-0.000609599,-0.027193735,0.157818755,-0.341520789,1.228756091,0.998245995,1.51E-12,-1.63E-10,7.35E-09,-1.79E-07,2.54E-06,-2.09E-05,9.21E-05,-0.000175932,5.52E-05,9.23E-05,0.730641698,5.72E-09,-6.20E-07,2.81E-05,-0.000690025,0.009859869,-0.08215041,0.37751845,-0.848588956,0.716518414,0.92837289,0.980604334,2.95E-08,-3.05E-06,0.00013171,-0.00306732,0.041561391,-0.328312559,1.428493917,-2.989411361,2.31281397,0.068568456,0.620063705,5.72E-06,-0.000651134,0.03108129,-0.805026624,12.2066975,-108.7214892,538.3254847,-1296.082375,1171.313307,-128.9299932,0.558825294,-7.57E-12,1.22E-09,-7.77E-08,2.63E-06,-5.19E-05,0.000609509,-0.004077515,0.013838456,-0.02254326,0.058135312,0.974092567
0.5,0.3,-0.093333333,8.82E-10,-7.44E-08,2.31E-06,-2.72E-05,-0.000108867,0.006087086,-0.059768138,0.234997599,-0.41200834,1.236783397,0.997408572,1.33E-12,-1.42E-10,6.34E-09,-1.54E-07,2.17E-06,-1.79E-05,8.11E-05,-0.000173708,0.000135482,-1.27E-05,0.899484706,1.06E-08,-1.12E-06,4.97E-05,-0.001187728,0.016542685,-0.13447826,0.603989372,-1.325175083,1.090604852,0.892758778,0.948085243,1.40E-08,-1.41E-06,5.86E-05,-0.001307198,0.016708162,-0.121372412,0.462986762,-0.772040932,0.428244823,0.285222105,0.860739138,5.27E-06,-0.000561369,0.02503408,-0.604861716,8.537636223,-70.55247053,322.3367625,-710.2794948,592.7966957,-59.83330357,0.842866568,-5.79E-12,2.74E-10,-2.39E-09,3.82E-08,-5.16E-06,0.000144594,-0.001587537,0.007289096,-0.015888631,0.061075868,0.965750922
0.5,0.3,-0.12,1.55E-09,-1.45E-07,5.40E-06,-0.000100622,0.000912642,-0.002263608,-0.021701986,0.150019873,-0.343527782,1.229818941,0.995588702,1.33E-12,-1.42E-10,6.34E-09,-1.54E-07,2.17E-06,-1.79E-05,8.11E-05,-0.000173708,0.000135482,-1.27E-05,0.899484706,1.41E-08,-1.46E-06,6.33E-05,-0.00147847,0.020067257,-0.158371232,0.686795912,-1.442809326,1.129610422,0.895495275,0.953648588,1.37E-08,-1.32E-06,5.20E-05,-0.001072855,0.012134969,-0.070413424,0.14875491,0.179273306,-0.590731154,0.407712721,0.636042595,1.06E-05,-0.001100633,0.047550187,-1.109257274,15.05930593,-119.1723616,518.7223579,-1081.105827,838.265262,-76.91066989,0.608047758,-2.63E-11,3.09E-09,-1.58E-07,4.62E-06,-8.36E-05,0.00094727,-0.006436682,0.02374491,-0.043775282,0.074323115,0.991393846
0.5,0.3,-0.146666667,-2.80E-09,3.04E-07,-1.40E-05,0.000350135,-0.005203959,0.046242771,-0.234360764,0.600052763,-0.694979987,1.261955107,0.981911087,6.69E-13,-7.06E-11,3.08E-09,-7.07E-08,9.01E-07,-5.88E-06,1.18E-05,5.55E-05,-0.000246945,0.000222377,0.939795716,1.84E-08,-1.88E-06,8.03E-05,-0.001840352,0.024427856,-0.187613173,0.785583877,-1.571417828,1.153309516,0.902854299,0.893696071,1.63E-08,-1.57E-06,6.15E-05,-0.001255201,0.013958601,-0.078031669,0.139766633,0.33393465,-0.850097822,0.41776201,0.548399079,4.12E-05,-0.004248499,0.182976066,-4.255681932,57.63249347,-455.5991218,1987.379477,-4173.64119,3227.883655,-294.708156,0.422189778,-1.43E-10,1.49E-08,-6.55E-07,1.57E-05,-0.000223136,0.001898649,-0.009259937,0.023042916,-0.02689223,0.054161856,0.954618839
0.5,0.35,-0.045714286,1.70E-09,-1.55E-07,5.57E-06,-9.67E-05,0.000724997,0.0005696,-0.041523209,0.210785713,-0.40048011,1.237388997,0.988209452,7.93E-13,-9.75E-11,4.95E-09,-1.34E-07,2.09E-06,-1.87E-05,8.92E-05,-0.000185696,7.67E-05,8.89E-05,0.487452347,3.02E-09,-3.20E-07,1.41E-05,-0.000336032,0.004622331,-0.036684746,0.158408798,-0.335728943,0.269192364,0.97639715,0.997169398,1.86E-08,-2.04E-06,9.38E-05,-0.002341022,0.034209216,-0.293561697,1.401338652,-3.265062351,2.851283881,0.098960998,0.602520797,-2.49E-06,0.000224334,-0.008019075,0.141519484,-1.203550982,3.043316349,17.5874617,-100.9587794,142.581635,-20.29791678,0.820940497,-1.75E-10,1.82E-08,-8.01E-07,1.92E-05,-0.000271722,0.002309936,-0.011380089,0.029435077,-0.035371971,0.057315488,0.974853887
0.5,0.35,-0.068571429,8.91E-10,-7.55E-08,2.36E-06,-2.80E-05,-0.000108327,0.006221879,-0.061169884,0.23934756,-0.413829165,1.236926769,0.99717066,2.28E-12,-2.34E-10,9.99E-09,-2.28E-07,3.00E-06,-2.26E-05,9.00E-05,-0.000159494,9.31E-05,9.49E-05,0.877461247,5.38E-09,-5.71E-07,2.53E-05,-0.000606106,0.008419272,-0.067926439,0.30101121,-0.653385635,0.53437279,0.949251845,0.988399497,1.79E-08,-1.77E-06,7.23E-05,-0.001560414,0.018925307,-0.12529472,0.392139991,-0.343949469,-0.154175657,0.592495773,0.821543947,1.93E-06,-0.000234948,0.01190644,-0.325163779,5.163107476,-47.78306396,243.3813881,-594.9373071,549.3303776,-61.24998044,0.784187687,-1.96E-10,2.05E-08,-8.96E-07,2.13E-05,-0.000298348,0.002479097,-0.01173729,0.028385638,-0.030458838,0.046611298,0.890372527
0.5,0.35,-0.091428571,-7.42E-11,3.56E-08,-2.99E-06,0.000111886,-0.002246527,0.025416191,-0.157124398,0.473467125,-0.628358242,1.260540746,0.982541204,1.06E-12,-1.00E-10,3.78E-09,-7.14E-08,6.57E-07,-1.62E-06,-1.68E-05,0.000114047,-0.000160374,0.000121777,0.778029061,9.22E-09,-9.67E-07,4.24E-05,-0.001002542,0.013781702,-0.110265986,0.48592269,-1.046044433,0.845569533,0.919182516,0.963259317,2.78E-09,-1.64E-07,5.33E-07,0.000181555,-0.005918869,0.084329948,-0.602853155,1.980751473,-2.091250843,0.881025345,0.825360297,5.80E-06,-0.000641085,0.029725485,-0.748212914,11.02972195,-95.53440103,460.1308697,-1078.473962,953.6346181,-102.6292947,0.597737718,1.17E-10,-1.25E-08,5.61E-07,-1.36E-05,0.000193127,-0.001602563,0.007359638,-0.016155808,0.009218119,0.03818057,0.871359404
0.5,0.35,-0.114285714,6.53E-10,-4.82E-08,1.04E-06,6.52E-06,-0.000636128,0.010938883,-0.084447501,0.294669894,-0.467245148,1.243036244,0.994942954,-8.40E-13,8.79E-11,-3.88E-09,9.36E-08,-1.34E-06,1.15E-05,-5.56E-05,0.000121256,-2.44E-05,3.55E-06,0.767596213,1.20E-08,-1.25E-06,5.42E-05,-0.001268082,0.017197908,-0.135405246,0.584837949,-1.224078647,0.955177411,0.912777338,0.956895301,-1.44E-08,1.60E-06,-7.53E-05,0.001940523,-0.029716477,0.272782372,-1.42975103,3.727706079,-3.368028279,0.979391808,0.843673569,5.23E-06,-0.000550997,0.024296469,-0.579315171,8.049712689,-65.27733808,291.3847286,-623.5093602,504.4097282,-48.75811264,0.845576549,-7.35E-11,7.07E-09,-2.83E-07,6.12E-06,-7.83E-05,0.000608346,-0.002844627,0.007495727,-0.01240259,0.044766508,0.965872598
0.5,0.35,-0.137142857,1.42E-09,-1.28E-07,4.53E-06,-7.59E-05,0.000500806,0.0017417,-0.043093635,0.20409815,-0.395727523,1.236104572,0.99095854,7.25E-13,-7.06E-11,2.78E-09,-5.60E-08,5.79E-07,-2.26E-06,-7.99E-06,9.15E-05,-0.00020089,0.000120484,0.918639215,1.52E-08,-1.56E-06,6.67E-05,-0.001531882,0.020346464,-0.156090455,0.651363139,-1.297161018,0.946800196,0.921773938,0.917375086,-8.42E-09,9.59E-07,-4.62E-05,0.001220435,-0.019169733,0.180504434,-0.969807077,2.585777438,-2.378092786,0.782256049,0.889212925,1.01E-05,-0.00105074,0.045595438,-1.068053095,14.55463233,-115.5620523,504.4195928,-1053.707486,818.4848129,-74.8348022,0.590382108,-1.42E-10,1.46E-08,-6.26E-07,1.46E-05,-0.000200265,0.001632117,-0.007580751,0.018055107,-0.020981788,0.043029349,0.950028995
0.6,0.3,-0.044444444,-4.19E-10,3.80E-08,-1.43E-06,3.03E-05,-0.000426431,0.004458888,-0.033296134,0.141854216,-0.303466975,1.225018608,0.999285855,6.25E-12,-6.83E-10,3.17E-08,-8.12E-07,1.25E-05,-0.000118676,0.00066499,-0.001948423,0.001688269,0.003359656,0.998732561,-2.73E-09,2.79E-07,-1.18E-05,0.000268362,-0.003496839,0.02636244,-0.110546361,0.230963936,-0.185785167,1.022383762,0.998789942,1.21E-08,-1.33E-06,6.22E-05,-0.001597409,0.024572062,-0.228928364,1.224943472,-3.040320614,-0.777251338,16.28123038,0.999860024,-1.42E-05,0.001504021,-0.06643948,1.57941111,-21.76745322,174.5553687,-776.3992631,1718.301186,-1441.025788,152.5095716,0.806435663,4.77E-10,-3.88E-08,1.18E-06,-1.48E-05,1.76E-06,0.001917109,-0.020098808,0.0848513,-0.154297041,0.31922983,0.956745494
0.6,0.3,-0.066666667,1.65E-09,-1.49E-07,5.27E-06,-8.87E-05,0.000597798,0.001752474,-0.047616921,0.225984757,-0.415130743,1.238838904,0.984726598,1.81E-12,-2.00E-10,9.21E-09,-2.29E-07,3.32E-06,-2.77E-05,0.000123098,-0.000228058,2.23E-05,0.00019157,0.523782938,3.46E-09,-3.66E-07,1.61E-05,-0.000383013,0.005261851,-0.041753282,0.180551125,-0.382651766,0.306435321,0.972792412,0.996622019,1.08E-08,-1.20E-06,5.60E-05,-0.001419088,0.021070147,-0.183968374,0.895284911,-2.131780301,1.90108402,0.039679986,0.532337414,-1.72E-06,0.00014375,-0.004484963,0.057824539,-0.048744184,-6.285461671,59.58269797,-194.4279365,221.2793446,-28.48723661,0.802633798,-1.87E-10,1.86E-08,-7.72E-07,1.74E-05,-0.000233543,0.001897338,-0.009122843,0.023868931,-0.031066461,0.05343358,0.929875945
0.6,0.3,-0.088888889,6.13E-10,-4.71E-08,1.15E-06,-1.49E-07,-0.000480568,0.009119569,-0.073693727,0.266054767,-0.435543785,1.239109585,0.997326136,2.29E-12,-2.41E-10,1.07E-08,-2.55E-07,3.55E-06,-2.91E-05,0.000132725,-0.00029432,0.000241779,-2.38E-05,0.602453211,5.73E-09,-6.04E-07,2.66E-05,-0.000631392,0.008693396,-0.06944541,0.304230573,-0.651552045,0.525159668,0.951073233,0.988329481,2.41E-08,-2.50E-06,0.000108107,-0.002523821,0.034260227,-0.270908365,1.17853056,-2.462732646,1.902802867,0.107411759,0.635754442,2.58E-06,-0.000302433,0.014810252,-0.392568159,6.073845365,-54.98086724,275.0388734,-663.5500382,605.2881975,-66.812571,0.741509123,-1.01E-10,1.09E-08,-4.95E-07,1.23E-05,-0.000181585,0.00160651,-0.008176498,0.021394823,-0.025518127,0.045378366,0.931387617
0.6,0.3,-0.111111111,-4.46E-10,7.21E-08,-4.48E-06,0.000144243,-0.002653088,0.028376065,-0.169049622,0.497391448,-0.646700038,1.262386855,0.981807013,7.86E-13,-8.97E-11,4.30E-09,-1.12E-07,1.70E-06,-1.52E-05,7.59E-05,-0.00018357,0.000163851,-1.77E-05,0.790958382,8.58E-09,-8.98E-07,3.92E-05,-0.000923094,0.012612418,-0.100070937,0.435929762,-0.924923384,0.735626518,0.931617658,0.972718764,1.50E-08,-1.53E-06,6.44E-05,-0.001457922,0.018991197,-0.14166996,0.563909391,-1.019153432,0.64880617,0.261771787,0.805954656,5.24E-06,-0.000578541,0.026811525,-0.674405927,9.932435694,-85.91484079,412.9602021,-965.0238515,851.9786435,-91.32015266,0.628801572,-7.20E-12,-1.21E-10,4.34E-08,-1.89E-06,3.65E-05,-0.0003561,0.001672776,-0.002939483,-0.002823323,0.040483664,0.951021449
