Length (m),Beam (m),Draft (m),a_surge,b_surge,c_surge,d_surge,e_surge,f_surge,g_surge,h_surge,i_surge,j_surge,r_squared_surge,a_sway,b_sway,c_sway,d_sway,e_sway,f_sway,g_sway,h_sway,i_sway,j_sway,r_squared_sway,a_heave,b_heave,c_heave,d_heave,e_heave,f_heave,g_heave,h_heave,i_heave,j_heave,r_squared_heave,a_roll,b_roll,c_roll,d_roll,e_roll,f_roll,g_roll,h_roll,i_roll,j_roll,r_squared_roll,a_pitch,b_pitch,c_pitch,d_pitch,e_pitch,f_pitch,g_pitch,h_pitch,i_pitch,j_pitch,r_squared_pitch,a_yaw,b_yaw,c_yaw,d_yaw,e_yaw,f_yaw,g_yaw,h_yaw,i_yaw,j_yaw,r_squared_yaw
0.6,0.3,-0.133333333,3.43E-10,-1.64E-08,-3.14E-07,3.77E-05,-0.001052555,0.014192916,-0.098620556,0.32529555,-0.491852249,1.245186453,0.994542523,1.18E-12,-1.19E-10,4.98E-09,-1.10E-07,1.35E-06,-8.62E-06,1.98E-05,4.73E-05,-0.000248134,0.00022352,0.931096722,1.10E-08,-1.14E-06,4.91E-05,-0.001141515,0.015376989,-0.11998723,0.511938002,-1.055055396,0.808777192,0.928238515,0.966218867,1.14E-08,-1.11E-06,4.43E-05,-0.000925018,0.010657222,-0.063906817,0.150616811,0.083701815,-0.429504377,0.391805328,0.698430252,4.92E-06,-0.00051991,0.023004184,-0.550571287,7.682229915,-62.58734254,280.8586093,-604.8176043,493.419777,-48.213288,0.86106387,-3.36E-12,2.79E-10,-1.14E-08,3.42E-07,-7.90E-06,0.000120276,-0.001043227,0.004530308,-0.010951962,0.041268915,0.974899534
0.6,0.35,-0.047619048,9.18E-10,-7.66E-08,2.33E-06,-2.51E-05,-0.000179691,0.007062695,-0.0661311,0.252792547,-0.433336592,1.239396947,0.99261316,1.19E-12,-1.20E-10,5.02E-09,-1.11E-07,1.35E-06,-8.67E-06,1.99E-05,4.73E-05,-0.000248296,0.000223536,0.931119255,1.36E-08,-1.40E-06,5.95E-05,-0.001364223,0.018064222,-0.138005544,0.572569157,-1.132636134,0.821138712,0.932996037,0.935656717,1.78E-08,-1.71E-06,6.71E-05,-0.001364116,0.014999372,-0.081084803,0.117851149,0.499114745,-1.098200446,0.47822812,0.518202101,8.00E-06,-0.000831665,0.036114017,-0.846614575,11.54582495,-91.71962842,400.2726579,-835.0260974,650.6473641,-59.83400485,0.658583624,-7.42E-11,7.94E-09,-3.60E-07,9.02E-06,-0.000135608,0.001247585,-0.006826741,0.020516772,-0.032003799,0.050267288,0.975078495
0.6,0.35,-0.066666667,1.73E-09,-1.57E-07,5.65E-06,-9.81E-05,0.000734079,0.000586865,-0.042068038,0.21319214,-0.40343833,1.238114243,0.986199316,7.72E-13,-9.13E-11,4.49E-09,-1.19E-07,1.81E-06,-1.59E-05,7.30E-05,-0.000138695,2.77E-05,9.45E-05,0.804196903,3.00E-09,-3.15E-07,1.38E-05,-0.000326651,0.004452715,-0.034944169,0.148698617,-0.309715947,0.243684369,0.979542397,0.997771598,-4.18E-10,8.39E-09,1.36E-06,-7.79E-05,0.001776669,-0.020570942,0.121908957,-0.33254848,0.330251132,0.122343232,0.758004085,-1.83E-06,0.000160452,-0.005462909,0.08746522,-0.55791341,-1.26670693,32.52515115,-124.1130363,153.975622,-20.61880933,0.845721984,4.41E-11,-3.97E-09,1.39E-07,-2.22E-06,1.12E-05,0.000126648,-0.001963764,0.008827391,-0.01632273,0.051615809,0.987774429
0.6,0.35,-0.085714286,5.26E-10,-3.86E-08,8.10E-07,7.04E-06,-0.000567091,0.009708343,-0.075839709,0.269872166,-0.437744251,1.239454681,0.997182314,2.07E-12,-2.26E-10,1.03E-08,-2.57E-07,3.76E-06,-3.23E-05,0.000155522,-0.000366601,0.000321842,-3.43E-05,0.501039022,5.29E-09,-5.57E-07,2.44E-05,-0.00057795,0.007920226,-0.062870635,0.273043906,-0.578956834,0.461801956,0.957944755,0.991227483,1.01E-08,-1.09E-06,5.00E-05,-0.001236748,0.017930011,-0.152818878,0.725881897,-1.687391468,1.471227122,0.022857146,0.556049369,1.98E-06,-0.000236946,0.011825572,-0.318723269,5.002990935,-45.83424935,231.3439273,-560.8915309,515.0688711,-57.13328379,0.791122513,-3.59E-11,4.17E-09,-2.06E-07,5.60E-06,-9.14E-05,0.000906656,-0.005234157,0.015709154,-0.022546841,0.047558231,0.970814928
0.6,0.35,-0.104761905,-6.65E-10,9.46E-08,-5.44E-06,0.000166474,-0.002951907,0.030725916,-0.179342943,0.519679397,-0.664794563,1.26428459,0.979319031,2.57E-12,-2.65E-10,1.14E-08,-2.64E-07,3.53E-06,-2.72E-05,0.000111547,-0.000196656,5.22E-05,9.52E-05,0.411904193,8.16E-09,-8.51E-07,3.70E-05,-0.000867008,0.011769089,-0.092597576,0.398870467,-0.834549305,0.653383838,0.940840329,0.979233567,2.24E-08,-2.32E-06,0.000100172,-0.002334139,0.031625515,-0.249627972,1.084180679,-2.260691801,1.735652925,0.034563264,0.537789119,5.05E-06,-0.000556986,0.025779869,-0.647590246,9.523816753,-82.2489021,394.6040393,-920.088704,811.1205944,-86.7986829,0.639747661,9.23E-12,-1.14E-09,5.52E-08,-1.34E-06,1.64E-05,-8.16E-05,-0.000119195,0.002307942,-0.008006212,0.040254008,0.980225546
0.6,0.35,-0.123809524,2.13E-10,-3.87E-09,-8.11E-07,4.80E-05,-0.001174042,0.014981125,-0.101223806,0.329006992,-0.493466795,1.245292752,0.99440812,1.80E-12,-1.87E-10,8.12E-09,-1.90E-07,2.58E-06,-2.04E-05,8.79E-05,-0.000179033,0.000131743,-1.13E-05,0.849971988,1.06E-08,-1.10E-06,4.70E-05,-0.001085809,0.014495088,-0.111769034,0.469098722,-0.945274712,0.704472585,0.940360484,0.968103726,1.61E-08,-1.65E-06,7.05E-05,-0.001623809,0.021657367,-0.167286177,0.704010763,-1.399606238,1.013720781,0.109506571,0.600686996,5.02E-06,-0.000528934,0.023316741,-0.555735918,7.717911043,-62.5394195,278.8637665,-595.8746254,481.9305966,-46.57189422,0.849718789,2.92E-11,-2.77E-09,1.05E-07,-1.99E-06,1.81E-05,-3.63E-05,-0.000572777,0.003818856,-0.009784598,0.038768016,0.979158329
0.6,0.4,-0.041666667,9.31E-10,-7.83E-08,2.42E-06,-2.79E-05,-0.000129488,0.006535939,-0.063141155,0.244883398,-0.426061061,1.238539682,0.991851394,2.29E-13,-2.05E-11,6.84E-10,-8.82E-09,-3.67E-08,2.46E-06,-2.93E-05,0.000152463,-0.000331026,0.000231142,0.807107197,1.42E-08,-1.44E-06,6.10E-05,-0.001386459,0.018175708,-0.137217784,0.560779083,-1.086975087,0.76748639,0.939871298,0.927008655,9.40E-09,-9.44E-07,3.93E-05,-0.0008751,0.011176961,-0.081248828,0.311147041,-0.524347306,0.292309428,0.17395155,0.749166781,8.87E-06,-0.000917322,0.03960167,-0.922880946,12.51041542,-98.78297963,428.5332111,-888.8430248,687.695047,-62.9428998,0.631895507,3.60E-11,-2.89E-09,8.31E-08,-7.88E-07,-8.14E-06,0.000250814,-0.002164406,0.007827194,-0.013254834,0.037568032,0.948084307
0.6,0.4,-0.0625,-3.90E-09,4.13E-07,-1.84E-05,0.000447399,-0.006442595,0.055675271,-0.2776018,0.715137489,-0.810125129,1.27804986,0.932144243,-7.41E-13,6.32E-11,-1.97E-09,2.23E-08,1.52E-07,-6.69E-06,7.11E-05,-0.000342874,0.000696268,-6.53E-05,0.981412888,-9.64E-09,9.72E-07,-4.05E-05,0.000903821,-0.011582465,0.085605812,-0.348533085,0.701120621,-0.538590637,1.055177771,0.980158801,-8.81E-10,8.52E-08,-3.38E-06,7.07E-05,-0.000830523,0.00530617,-0.014820209,-0.005073178,-0.010955328,1.026421129,0.999544214,2.02E-05,-0.00230704,0.110487892,-2.873088368,43.79180691,-392.9510545,1968.043529,-4820.931205,4402.594475,-489.0809445,0.395100724,-7.77E-10,8.31E-08,-3.73E-06,9.12E-05,-0.001314692,0.011287451,-0.055432549,0.139686836,-0.151368298,0.203726067,0.93300841
0.6,0.4,-0.083333333,1.39E-09,-1.17E-07,3.66E-06,-4.54E-05,-7.59E-05,0.007826791,-0.077581124,0.295847177,-0.474009633,1.245588503,0.986970004,1.75E-13,-2.34E-11,1.23E-09,-3.33E-08,4.89E-07,-3.61E-06,8.03E-06,4.35E-05,-0.000217991,0.000217372,0.882818102,2.91E-09,-2.95E-07,1.24E-05,-0.000276972,0.003539303,-0.025548405,0.0970502,-0.177308063,0.120308218,0.993294496,0.997964792,1.23E-09,-1.62E-07,8.67E-06,-0.000246256,0.004011994,-0.037669686,0.192923066,-0.4733755,0.434941328,0.180393411,0.884416025,-7.53E-07,5.60E-05,-0.001342792,0.002735441,0.401673336,-7.02516768,48.16598682,-135.0771216,143.8430773,-17.59349218,0.904196314,-5.14E-11,5.69E-09,-2.67E-07,6.94E-06,-0.000108184,0.001024795,-0.005639288,0.015968981,-0.020931436,0.044440263,0.988721152
0.6,0.4,-0.104166667,5.75E-12,1.91E-08,-1.87E-06,7.45E-05,-0.001558745,0.018239949,-0.116414861,0.36233734,-0.515580661,1.247635669,0.996667019,7.63E-13,-7.90E-11,3.39E-09,-7.71E-08,9.81E-07,-6.59E-06,1.65E-05,3.58E-05,-0.000220725,0.000218663,0.858964089,4.75E-09,-4.87E-07,2.08E-05,-0.000476948,0.006297755,-0.047760851,0.195901867,-0.390982233,0.293199132,0.976068317,0.994624449,1.25E-08,-1.30E-06,5.62E-05,-0.001312788,0.017856981,-0.141585542,0.618178689,-1.300932568,1.023878817,0.170578916,0.846016972,1.19E-06,-0.000148963,0.007691013,-0.212776382,3.405132467,-31.59360496,160.2844166,-387.1906749,357.159246,-39.86521653,0.859466707,-1.93E-10,1.97E-08,-8.44E-07,1.96E-05,-0.000267723,0.002173598,-0.010070877,0.023879648,-0.025255651,0.038394958,0.907821483
0.6,0.4,-0.125,-8.64E-10,1.15E-07,-6.27E-06,0.000184468,-0.003169529,0.032133763,-0.183296718,0.519964626,-0.656577391,1.262788678,0.987198483,1.80E-12,-1.86E-10,7.98E-09,-1.84E-07,2.42E-06,-1.80E-05,6.64E-05,-6.94E-05,-0.000139108,0.000211167,0.751649595,7.36E-09,-7.55E-07,3.23E-05,-0.000740461,0.009822774,-0.075195321,0.313404941,-0.633884143,0.479779897,0.958679692,0.984162075,2.27E-08,-2.31E-06,9.80E-05,-0.002232527,0.029449282,-0.22471524,0.932417811,-1.822529647,1.298907618,0.189792178,0.654970292,4.59E-06,-0.000506012,0.023410057,-0.587765736,8.638806734,-74.54899544,357.3110637,-832.2496149,734.3776528,-79.09706186,0.635924177,-3.81E-11,3.41E-09,-1.23E-07,2.27E-06,-2.29E-05,0.000126418,-0.000414239,0.001218653,-0.005065958,0.033118845,0.954879782
0.7,0.35,-0.040816327,-5.35E-10,7.85E-08,-4.61E-06,0.000142737,-0.002553789,0.026756459,-0.156844006,0.455478925,-0.599933897,1.256363891,0.991500022,1.95E-12,-2.00E-10,8.62E-09,-2.00E-07,2.69E-06,-2.11E-05,9.03E-05,-0.000182355,0.000133189,-1.15E-05,0.850011676,9.81E-09,-1.00E-06,4.25E-05,-0.000968641,0.012751694,-0.096783982,0.399053649,-0.791389145,0.581781075,0.951512785,0.974384273,1.07E-08,-1.04E-06,4.14E-05,-0.000866106,0.01004142,-0.061583929,0.15975554,-0.005853396,-0.285501102,0.364850638,0.757205702,4.55E-06,-0.000483769,0.021522467,-0.518619416,7.29760531,-60.0876241,273.4190014,-600.4127207,502.1804033,-50.9933586,0.829576781,-4.74E-11,4.29E-09,-1.58E-07,3.01E-06,-3.18E-05,0.000189658,-0.000677758,0.001904569,-0.006330366,0.032418148,0.919525745
0.7,0.35,-0.06122449,-9.86E-11,3.12E-08,-2.45E-06,8.94E-05,-0.001780926,0.020150688,-0.125229013,0.381045364,-0.536504159,1.24963496,0.992874778,1.61E-12,-1.64E-10,6.95E-09,-1.58E-07,2.05E-06,-1.50E-05,5.53E-05,-6.72E-05,-5.86E-05,0.000106134,0.879786827,1.23E-08,-1.24E-06,5.22E-05,-0.001175595,0.015261177,-0.113776191,0.457427266,-0.870538794,0.602044843,0.954631757,0.946927427,1.55E-08,-1.48E-06,5.74E-05,-0.001155401,0.012545276,-0.066487192,0.08881718,0.436992326,-0.918553269,0.442679227,0.548811941,5.79E-06,-0.000600463,0.02599899,-0.607895287,8.269807209,-65.52500041,285.0468664,-592.4480995,464.7792593,-43.52965851,0.787020753,-6.56E-11,6.62E-09,-2.79E-07,6.37E-06,-8.52E-05,0.000674003,-0.003023824,0.006965512,-0.009129012,0.029679763,0.917559242
0.7,0.35,-0.081632653,1.08E-09,-8.65E-08,2.39E-06,-1.68E-05,-0.000448889,0.010668515,-0.089629459,0.321103715,-0.494533295,1.247425443,0.986452799,6.85E-13,-7.21E-11,3.13E-09,-7.18E-08,9.13E-07,-5.94E-06,1.18E-05,5.57E-05,-0.000247612,0.000222441,0.939795836,3.06E-09,-3.11E-07,1.31E-05,-0.000293692,0.003771145,-0.027413822,0.105255524,-0.19455561,0.133792218,0.991996097,0.997895303,3.00E-10,-5.55E-08,3.59E-06,-0.000115023,0.00203794,-0.020332878,0.108841256,-0.275611902,0.259586804,0.131069845,0.861610339,-4.07E-07,2.00E-05,0.000217015,-0.033799747,0.900693528,-11.02018692,66.01057419,-174.5179133,176.8491273,-21.02899592,0.894747687,3.54E-12,1.51E-10,-3.51E-08,1.69E-06,-3.90E-05,0.000488015,-0.003302068,0.010960248,-0.017067714,0.041511123,0.989030573
0.7,0.35,-0.102040816,-2.55E-10,4.59E-08,-3.02E-06,0.000100789,-0.001908899,0.020960116,-0.128084364,0.386741762,-0.535143818,1.24935595,0.996589497,2.34E-12,-2.45E-10,1.07E-08,-2.55E-07,3.52E-06,-2.84E-05,0.000126863,-0.000271701,0.000214383,-2.05E-05,0.721826499,5.20E-09,-5.33E-07,2.27E-05,-0.000517741,0.006811595,-0.05145014,0.209997908,-0.41555187,0.307919067,0.975172968,0.99351094,8.65E-09,-9.21E-07,4.11E-05,-0.000994164,0.014061841,-0.116734257,0.538981285,-1.216156923,1.032754207,0.069458107,0.655772685,2.09E-06,-0.000240491,0.011567425,-0.301215276,4.577331277,-40.65729807,199.1467235,-468.965441,421.7308379,-46.07697704,0.820594568,-1.28E-10,1.32E-08,-5.77E-07,1.37E-05,-0.00019252,0.001618804,-0.007817248,0.019382644,-0.021699403,0.035488531,0.94057417
0.7,0.35,-0.12244898,-2.08E-09,2.12E-07,-9.06E-06,0.000210796,-0.00292007,0.024711139,-0.125501223,0.350653147,-0.484731676,1.242850728,0.993458874,-2.36E-12,2.50E-10,-1.11E-08,2.70E-07,-3.88E-06,3.37E-05,-0.000172538,0.000487175,-0.000683727,0.000763016,0.989332862,-4.15E-09,4.38E-07,-1.92E-05,0.000451293,-0.006123777,0.048223975,-0.211071899,0.459899152,-0.384556682,1.044154957,0.991848585,-5.33E-10,5.34E-08,-2.21E-06,4.88E-05,-0.000620001,0.004538426,-0.017435922,0.021616158,-0.025962327,0.837124874,0.999904814,-1.39E-05,0.001356898,-0.054375051,1.150590728,-13.72658534,91.20897459,-313.3251651,484.7215182,-229.9413538,6.064179256,0.732810198,-1.51E-10,1.94E-08,-1.04E-06,2.97E-05,-0.000497246,0.004900734,-0.027340354,0.077922211,-0.098007561,0.179726754,0.922327793
0.7,0.4,-0.042857143,-2.08E-09,2.12E-07,-9.06E-06,0.000210796,-0.00292007,0.024711139,-0.125501223,0.350653147,-0.484731676,1.242850728,0.993458874,-2.36E-12,2.50E-10,-1.11E-08,2.70E-07,-3.88E-06,3.37E-05,-0.000172538,0.000487175,-0.000683727,0.000763016,0.989332862,-4.15E-09,4.38E-07,-1.92E-05,0.000451293,-0.006123777,0.048223975,-0.211071899,0.459899152,-0.384556682,1.044154957,0.991848585,-5.33E-10,5.34E-08,-2.21E-06,4.88E-05,-0.000620001,0.004538426,-0.017435922,0.021616158,-0.025962327,0.837124874,0.999904814,-1.39E-05,0.001356898,-0.054375051,1.150590728,-13.72658534,91.20897459,-313.3251651,484.7215182,-229.9413538,6.064179256,0.732810198,-1.51E-10,1.94E-08,-1.04E-06,2.97E-05,-0.000497246,0.004900734,-0.027340354,0.077922211,-0.098007561,0.179726754,0.922327793
0.7,0.4,-0.064285714,-2.08E-09,2.12E-07,-9.06E-06,0.000210796,-0.00292007,0.024711139,-0.125501223,0.350653147,-0.484731676,1.242850728,0.993458874,-2.36E-12,2.50E-10,-1.11E-08,2.70E-07,-3.88E-06,3.37E-05,-0.000172538,0.000487175,-0.000683727,0.000763016,0.989332862,-4.15E-09,4.38E-07,-1.92E-05,0.000451293,-0.006123777,0.048223975,-0.211071899,0.459899152,-0.384556682,1.044154957,0.991848585,-5.33E-10,5.34E-08,-2.21E-06,4.88E-05,-0.000620001,0.004538426,-0.017435922,0.021616158,-0.025962327,0.837124874,0.999904814,-1.39E-05,0.001356898,-0.054375051,1.150590728,-13.72658534,91.20897459,-313.3251651,484.7215182,-229.9413538,6.064179256,0.732810198,-1.51E-10,1.94E-08,-1.04E-06,2.97E-05,-0.000497246,0.004900734,-0.027340354,0.077922211,-0.098007561,0.179726754,0.922327793
0.7,0.4,-0.085714286,-3.32E-10,2.25E-08,-4.53E-07,-5.69E-07,0.00011755,-0.001013346,-0.002875639,0.058122943,-0.225229532,1.213921105,0.997291015,-1.94E-12,1.95E-10,-8.08E-09,1.79E-07,-2.25E-06,1.62E-05,-6.19E-05,0.00010925,-9.49E-05,0.00031239,0.925811089,-1.18E-08,1.14E-06,-4.51E-05,0.000936621,-0.010912978,0.070343572,-0.232564888,0.337045856,-0.145461853,1.004530749,0.934700283,-6.97E-11,1.06E-09,2.50E-07,-1.35E-05,0.000301376,-0.003502999,0.02232155,-0.075754897,0.057445628,0.625026954,0.997398134,5.31E-06,-0.000543327,0.023098547,-0.526665951,6.91637798,-52.048135,208.8536742,-377.8082781,245.8902602,-16.71826749,0.821625956,-2.57E-10,2.59E-08,-1.09E-06,2.50E-05,-0.000342368,0.002874616,-0.014665033,0.042345088,-0.064727234,0.171427158,0.99665449
0.7,0.4,-0.107142857,-2.08E-09,2.12E-07,-9.06E-06,0.000210796,-0.00292007,0.024711139,-0.125501223,0.350653147,-0.484731676,1.242850728,0.993458874,-2.36E-12,2.50E-10,-1.11E-08,2.70E-07,-3.88E-06,3.37E-05,-0.000172538,0.000487175,-0.000683727,0.000763016,0.989332862,-4.15E-09,4.38E-07,-1.92E-05,0.000451293,-0.006123777,0.048223975,-0.211071899,0.459899152,-0.384556682,1.044154957,0.991848585,-5.33E-10,5.34E-08,-2.21E-06,4.88E-05,-0.000620001,0.004538426,-0.017435922,0.021616158,-0.025962327,0.837124874,0.999904814,-1.39E-05,0.001356898,-0.054375051,1.150590728,-13.72658534,91.20897459,-313.3251651,484.7215182,-229.9413538,6.064179256,0.732810198,-1.51E-10,1.94E-08,-1.04E-06,2.97E-05,-0.000497246,0.004900734,-0.027340354,0.077922211,-0.098007561,0.179726754,0.922327793
0.7,0.4,-0.128571429,-2.08E-09,2.12E-07,-9.06E-06,0.000210796,-0.00292007,0.024711139,-0.125501223,0.350653147,-0.484731676,1.242850728,0.993458874,-2.36E-12,2.50E-10,-1.11E-08,2.70E-07,-3.88E-06,3.37E-05,-0.000172538,0.000487175,-0.000683727,0.000763016,0.989332862,-4.15E-09,4.38E-07,-1.92E-05,0.000451293,-0.006123777,0.048223975,-0.211071899,0.459899152,-0.384556682,1.044154957,0.991848585,-5.33E-10,5.34E-08,-2.21E-06,4.88E-05,-0.000620001,0.004538426,-0.017435922,0.021616158,-0.025962327,0.837124874,0.999904814,-1.39E-05,0.001356898,-0.054375051,1.150590728,-13.72658534,91.20897459,-313.3251651,484.7215182,-229.9413538,6.064179256,0.732810198,-1.51E-10,1.94E-08,-1.04E-06,2.97E-05,-0.000497246,0.004900734,-0.027340354,0.077922211,-0.098007561,0.179726754,0.922327793
0.7,0.45,-0.050793651,-9.95E-11,3.80E-09,6.91E-08,-4.55E-06,3.18E-05,0.001100639,-0.020543404,0.120143481,-0.299590039,1.223415706,0.998282828,-8.96E-13,7.76E-11,-2.58E-09,3.79E-08,-1.35E-07,-2.92E-06,3.82E-05,-0.000172726,0.000279933,7.02E-05,0.89401533,-8.13E-09,6.95E-07,-2.28E-05,0.000337076,-0.001560797,-0.014822644,0.197944645,-0.728569442,0.839949824,0.891985549,0.787635234,3.67E-10,-4.28E-08,2.08E-06,-5.43E-05,0.000828778,-0.00746704,0.038774223,-0.10815011,0.082762106,0.521045622,0.995878833,2.30E-06,-0.000215775,0.008138647,-0.155005269,1.486573998,-5.08359385,-20.03222636,175.0094144,-246.961401,35.51530818,0.597042704,-2.11E-10,2.13E-08,-9.02E-07,2.10E-05,-0.000292231,0.002517886,-0.013193168,0.038490292,-0.057359285,0.153249146,0.996690518
0.7,0.45,-0.06984127,-1.88E-10,1.27E-08,-2.93E-07,2.85E-06,-4.32E-05,0.001327008,-0.018520145,0.103857677,-0.2760143,1.22015474,0.999024627,5.87E-13,-7.10E-11,3.63E-09,-1.02E-07,1.69E-06,-1.69E-05,9.63E-05,-0.000283012,0.000329717,7.10E-05,0.90912005,8.41E-09,-9.80E-07,4.77E-05,-0.001258575,0.019360071,-0.174238606,0.868532544,-2.107943027,1.902869933,0.793346735,0.857775943,9.91E-10,-1.04E-07,4.54E-06,-0.000107358,0.001482459,-0.012100734,0.056789249,-0.142146149,0.100464577,0.520162021,0.988028714,-3.94E-07,5.28E-05,-0.002946884,0.08890249,-1.576046679,16.59571244,-98.95175052,290.403966,-280.4025679,31.24025417,0.86451488,-2.55E-10,2.57E-08,-1.09E-06,2.54E-05,-0.000354231,0.003051627,-0.015992813,0.047075091,-0.072946851,0.176655495,0.99734565
2,1,-0.15,3.68E-07,-1.85E-05,0.000369433,-0.003579405,0.01531946,0.001509405,-0.24087799,0.708045037,-0.774678119,1.26581113,0.992187994,0,0,0,0,0,0,0,0,0,0,1,7.27E-07,-4.22E-05,0.001021807,-0.013338102,0.100927429,-0.442476211,1.064367092,-1.276463344,0.605081922,0.948518531,0.997189032,-4.97E-09,3.06E-08,6.14E-06,-0.000180361,0.002224893,-0.014151684,0.046651502,-0.072191381,0.042451512,0.004048715,0.729040172,-0.000159979,0.008045489,-0.162071896,1.646107563,-8.555752795,18.8008885,2.790327566,-57.52086071,57.84825666,-6.759256221,0.875981799,-4.54E-10,2.69E-08,-6.78E-07,9.41E-06,-7.84E-05,0.000399324,-0.001198143,0.001917759,-0.001491381,0.001532166,0.968832632
2,1,-0.2,3.64E-07,-1.81E-05,0.000352273,-0.003277204,0.012395084,0.017376663,-0.286833716,0.77056889,-0.810459545,1.269263862,0.989388555,8.57E-11,-5.36E-09,1.41E-07,-2.01E-06,1.69E-05,-8.39E-05,0.000234195,-0.000325458,0.000175364,-1.63E-05,0.316428301,1.06E-06,-6.18E-05,0.00150635,-0.019826715,0.151721687,-0.675981284,1.663691167,-2.038339784,0.983877444,0.915218839,0.992306608,2.97E-07,-1.84E-05,0.000476321,-0.006722488,0.055744971,-0.273220211,0.753251626,-1.03392532,0.552340891,-0.042412133,0.366908719,-8.64E-05,0.003541412,-0.046529397,0.038064278,4.557702747,-44.24485932,173.1139331,-287.4694225,179.3017207,-17.9514706,0.796549239,-1.13E-09,6.51E-08,-1.58E-06,2.10E-05,-0.000167786,0.000818941,-0.002395445,0.003929135,-0.003312252,0.002187321,0.95470477
2,1,-0.25,3.41E-08,8.25E-07,-0.000100342,0.002595893,-0.032163334,0.216256329,-0.784425346,1.391076257,-1.120261938,1.296408415,0.992102584,0,0,0,0,0,0,0,0,0,0,1,2.19E-06,-0.000125271,0.002997543,-0.038699395,0.290440973,-1.269955969,3.069191429,-3.664357506,1.712858024,0.856638479,0.970270038,6.86E-08,-3.94E-06,9.46E-05,-0.001228521,0.009317161,-0.04142185,0.102485388,-0.124884644,0.059581034,0.000985241,0.808480108,0.000372983,-0.022908987,0.590906777,-8.28358207,68.13693327,-330.4224325,897.0577555,-1203.895822,634.5764542,-57.86281114,0.576319148,-4.13E-11,2.04E-09,-4.89E-08,7.82E-07,-8.77E-06,6.34E-05,-0.000262361,0.000535493,-0.000581348,0.001248317,0.97888939
2,1,-0.3,-8.58E-08,8.40E-06,-0.000301348,0.005494246,-0.056700669,0.338943942,-1.129074151,1.871984319,-1.382477397,1.320937487,0.976461575,0,0,0,0,0,0,0,0,0,0,1,2.55E-06,-0.000145038,0.003440493,-0.043977532,0.326238048,-1.406679821,3.339937914,-3.892410996,1.767075196,0.855965213,0.966362966,7.78E-08,-4.43E-06,0.00010538,-0.001353568,0.010124924,-0.044239198,0.106985389,-0.126300531,0.057809338,0.0010936,0.707447229,0.000349133,-0.021010964,0.530821141,-7.285376087,58.6363761,-277.9856864,736.7952687,-963.8157922,497.3883819,-44.62947054,0.669185584,2.67E-10,-1.61E-08,3.98E-07,-5.24E-06,3.87E-05,-0.000156338,0.000290729,-6.96E-05,-0.000494309,0.001244839,0.969894916
2,1,-0.35,5.20E-07,-2.73E-05,0.000581984,-0.006368656,0.036727125,-0.095140777,0.00385098,0.397870098,-0.617046625,1.25155974,0.994689513,0,0,0,0,0,0,0,0,0,0,1,6.09E-07,-3.48E-05,0.000830855,-0.010646621,0.078745028,-0.335125591,0.774554301,-0.889819443,0.404250492,0.966734189,0.998582363,-5.41E-09,2.65E-07,-5.10E-06,4.75E-05,-0.000201939,0.00013412,0.001593462,-0.004208033,0.003419119,0.003546233,0.970616094,-0.000134144,0.006881104,-0.142787798,1.523272973,-8.72003975,25.02825403,-27.86622959,0.295783512,20.1654424,-2.840670749,0.941404798,3.54E-10,-1.74E-08,3.31E-07,-2.92E-06,8.45E-06,4.63E-05,-0.000420327,0.001109806,-0.001168184,0.001307492,0.972727429
2,1,-0.4,3.93E-07,-1.97E-05,0.000389586,-0.003735382,0.01563491,0.004283539,-0.258890017,0.744403758,-0.799684627,1.268464997,0.987950886,0,0,0,0,0,0,0,0,0,0,1,8.07E-07,-4.66E-05,0.0011213,-0.014553105,0.109470472,-0.477001282,1.139855434,-1.354712465,0.635490955,0.946366072,0.997094764,-3.49E-09,9.76E-08,4.08E-07,-4.50E-05,0.000675312,-0.004627868,0.015762248,-0.024697181,0.014684596,0.002548677,0.753557444,-0.000119161,0.005693519,-0.105569295,0.914257762,-3.039704868,-5.536284044,62.81932035,-131.710328,94.07300794,-9.926989989,0.85828523,8.27E-10,-4.35E-08,9.37E-07,-1.06E-05,6.61E-05,-0.000217098,0.000293987,3.99E-05,-0.000436422,0.001242107,0.984946096
2,1.15,-0.130434783,3.17E-07,-1.54E-05,0.00029077,-0.002503436,0.006770339,0.041108244,-0.342310435,0.835285419,-0.840209163,1.271724178,0.98912442,0,0,0,0,0,0,0,0,0,0,1,1.10E-06,-6.37E-05,0.001536548,-0.019981109,0.150872811,-0.662055921,1.600534681,-1.921487706,0.908223741,0.922958591,0.993537316,1.81E-08,-1.11E-06,2.85E-05,-0.000396909,0.00324054,-0.015552932,0.041658156,-0.055108984,0.028415204,0.001928834,0.837352942,-4.23E-05,0.00118524,0.005217052,-0.560926876,8.455079674,-58.27732403,198.7305594,-307.0577425,182.9885891,-17.88667178,0.836044327,7.86E-10,-4.16E-08,8.93E-07,-9.88E-06,5.79E-05,-0.000154284,6.67E-06,0.000768581,-0.001362388,0.001726219,0.98432522
