Length (m),Beam (m),Draft (m),a_surge,b_surge,c_surge,d_surge,r_squared_surge,a_sway,b_sway,c_sway,d_sway,r_squared_sway,a_heave,b_heave,c_heave,d_heave,r_squared_heave,a_roll,b_roll,c_roll,d_roll,r_squared_roll,a_pitch,b_pitch,c_pitch,d_pitch,r_squared_pitch,a_yaw,b_yaw,c_yaw,d_yaw,r_squared_yaw
5,2,-0.1,-0.001995202,0.053162034,-0.461132686,1.319295961,0.953437869,0,0,0,0,1,-0.000874843,0.032305211,-0.361850333,1.236642756,0.929952313,4.71E-06,-6.95E-05,4.94E-05,0.001521379,0.762834386,0.153822649,-2.899970609,12.94986322,1.53538429,0.529143108,-2.60E-07,8.05E-06,-7.91E-05,0.000243518,0.920993911
5,2,-0.15,-0.00194405,0.052210657,-0.456694558,1.315344009,0.961367907,0,0,0,0,1,-0.00088288,0.032662327,-0.365418188,1.243529533,0.921928342,1.56E-06,-4.58E-06,-0.000329851,0.00205948,0.877210008,0.156993134,-2.948713624,13.07678224,1.777187256,0.487278729,-6.38E-07,1.58E-05,-0.000126287,0.000325654,0.762725784
5,2,-0.2,2.89E-05,0.011467043,-0.241579166,1.259245161,0.96064168,0,0,0,0,1,0.002011209,-0.027620574,-0.042442457,1.08960137,0.94997943,4.53E-05,-0.000859849,0.00354034,0.004081979,0.657662309,0.508456627,-10.81048592,59.44736101,-30.61441926,0.622111488,-1.20E-06,4.03E-05,-0.000451652,0.001798409,0.910984193
5,2,-0.25,-0.002022372,0.05377525,-0.465254298,1.336877633,0.951113753,-2.62E-07,5.60E-06,-3.52E-05,5.97E-05,0.539318646,-0.000871695,0.031474258,-0.350695073,1.215235814,0.94647379,1.46E-06,-1.15E-05,-0.000144962,0.001192903,0.776410029,0.144601628,-2.777590505,12.8591174,0.490626511,0.6918136,-8.26E-07,1.98E-05,-0.000150302,0.000358494,0.901543069
5,2,-0.3,-0.002011422,0.053461774,-0.462884285,1.330673276,0.951477534,0,0,0,0,1,-0.000873542,0.031625117,-0.352941956,1.219683011,0.944408914,1.09E-06,-7.53E-06,-0.000160629,0.001212537,0.851249833,0.145011237,-2.777432048,12.74942887,0.805825593,0.657886727,-4.57E-07,1.24E-05,-0.000108856,0.000307922,0.893762634
5,2,-0.35,-0.002007809,0.053365335,-0.462099598,1.326211875,0.95058124,0,0,0,0,1,-0.000868891,0.031753523,-0.355397957,1.224635423,0.941175111,6.49E-08,5.86E-06,-0.000182375,0.001217893,0.513774052,0.147179874,-2.802803065,12.73931532,1.053577275,0.621197215,-2.99E-07,8.56E-06,-7.96E-05,0.000239054,0.857557027
5,2.5,-0.12,-0.0020176,0.053528397,-0.462690645,1.323397346,0.949806234,0,0,0,0,1,-0.000863441,0.031903641,-0.358108707,1.229939858,0.936800095,2.52E-06,-3.60E-05,-6.19E-06,0.001037885,0.799756666,0.151256205,-2.857301309,12.84534876,1.215873023,0.585063393,-4.75E-07,1.12E-05,-8.48E-05,0.000222166,0.760033902
5,2.5,-0.16,-0.001997139,0.053178068,-0.461110043,1.320147432,0.952284192,0,0,0,0,1,-0.000879395,0.032348558,-0.361675275,1.235579028,0.931746709,1.36E-06,-9.24E-06,-0.000185393,0.001314271,0.870720169,0.150700367,-2.842935003,12.70196718,1.564693216,0.546932749,-1.29E-06,3.03E-05,-0.000219136,0.000482191,0.869924439
5,2.5,-0.2,-0.001947671,0.05224857,-0.456700516,1.316382686,0.959396843,0,0,0,0,1,-0.00088589,0.03264227,-0.364612561,1.241066762,0.925637713,2.19E-06,-3.01E-05,-2.73E-05,0.000984815,0.778656818,0.152234264,-2.861806522,12.70062949,1.800815013,0.514950099,-4.04E-07,1.07E-05,-9.10E-05,0.00024346,0.867344626
5,2.5,-0.24,-0.002020546,0.053640763,-0.463927657,1.334205622,0.951631661,0,0,0,0,1,-0.000853437,0.031152879,-0.349793774,1.216458522,0.947026646,2.65E-06,-4.47E-05,0.000129274,0.000439175,0.636928823,0.146109527,-2.802423085,12.93664793,0.530091646,0.682634332,-2.01E-07,6.90E-06,-7.41E-05,0.000248291,0.832141211
5,2.5,-0.28,-0.002012334,0.053419553,-0.462318963,1.329535381,0.951652938,0,0,0,0,1,-0.000846443,0.031242816,-0.352050255,1.220603594,0.944527572,-1.52E-06,3.47E-05,-0.000286443,0.001049269,0.501337935,0.147835996,-2.819083187,12.88576037,0.759796959,0.652850319,-8.26E-07,1.98E-05,-0.000150302,0.000358494,0.901543069
5,2.5,-0.32,-0.002013773,0.05342292,-0.462048056,1.325973901,0.950519454,0,0,0,0,1,-0.000853259,0.031528709,-0.3547534,1.225069218,0.941253126,2.10E-07,-4.09E-07,-9.17E-05,0.000791764,0.482455669,0.149631493,-2.839692523,12.8723959,0.96456023,0.623415948,-6.84E-07,1.60E-05,-0.000120386,0.000300762,0.848857636
5,3,-0.133333333,-0.002021311,0.053591678,-0.462938538,1.323703693,0.948772793,0,0,0,0,1,-0.000859724,0.031830941,-0.357742671,1.229745444,0.937486671,1.87E-06,-2.59E-05,-1.20E-05,0.000755097,0.821566109,0.150572754,-2.844385626,12.78596741,1.218124969,0.591729155,-7.15E-07,1.56E-05,-0.000104715,0.000234561,0.762058277
5,3,-0.166666667,-8.35E-05,0.013971936,-0.256648269,1.265348995,0.951275381,0,0,0,0,1,0.002229511,-0.031225675,-0.029887818,1.089941996,0.930787534,5.89E-05,-0.001120657,0.004750459,0.003903536,0.572530335,0.578032853,-12.07299021,64.98229795,-32.92454345,0.50784417,-1.17E-06,3.34E-05,-0.000347559,0.001382966,0.937369802
5,3,-0.2,-0.00201911,0.053544845,-0.462573291,1.321265697,0.949890052,0,0,0,0,1,-0.000865582,0.032100141,-0.360406602,1.234354707,0.933192753,5.15E-07,1.61E-06,-0.000164554,0.000915434,0.893077744,0.151502085,-2.851892345,12.73493244,1.443640524,0.561752438,-6.84E-07,1.68E-05,-0.000129794,0.000309229,0.961605319
5,3,-0.233333333,-0.001978073,0.052772254,-0.458889299,1.318013553,0.955763784,0,0,0,0,1,-0.00087413,0.032409846,-0.363189576,1.239004179,0.928214876,1.15E-06,-9.85E-06,-0.000113225,0.000888378,0.820948998,0.152270298,-2.856746464,12.67435838,1.668691099,0.535025991,-7.86E-07,1.93E-05,-0.000149757,0.000362962,0.943331481
5,3,-0.266666667,-1.35E-05,0.012587067,-0.249750213,1.257068749,0.967344592,-2.54E-07,5.49E-06,-3.48E-05,5.97E-05,0.539261997,0.00243524,-0.034696728,-0.017148837,1.090760054,0.904420367,0.000118426,-0.00231574,0.010889493,0.000697157,0.239619676,0.583174956,-11.99397426,63.20742162,-29.98896073,0.51452757,-3.41E-07,1.80E-05,-0.000277136,0.001326933,0.93844574
5,3,-0.3,-1.49E-05,0.012778821,-0.251982899,1.25573674,0.972283211,0,0,0,0,1,0.002628421,-0.037992797,-0.004799559,1.092531746,0.871357445,9.95E-05,-0.001914347,0.008620327,0.002588363,0.306763604,0.639750598,-13.00871255,67.50067327,-30.74620723,0.400201856,-1.15E-06,3.32E-05,-0.00035046,0.001387181,0.916928123
10,5,-0.4,0.01869573,-0.056543067,-0.371733165,1.233588682,0.948295235,0,0,0,0,1,0.042612733,-0.261481871,0.1004253,1.026170255,0.974449693,0,0,0,0,1,1.043877572,-10.07486534,25.58418837,-6.960415666,0.752081174,0,0,0,0,1
10,5,-0.6,0.011397017,-0.008564075,-0.451182342,1.243063097,0.961434983,0,0,0,0,1,0.060414019,-0.385637904,0.311312266,0.97653875,0.949401143,0,0,0,0,1,1.859575308,-15.97687137,36.37140899,-10.03653011,0.529198029,-4.98E-06,4.09E-05,-9.89E-05,6.57E-05,0.539029121
10,5,-0.8,0.010071956,0.003780439,-0.48301702,1.251815133,0.951542684,0,0,0,0,1,0.065133433,-0.417396382,0.36223017,0.967613257,0.93052307,3.77E-06,-3.24E-05,7.48E-05,-2.47E-05,0.180526156,2.044920255,-17.23523788,38.45382724,-10.50175487,0.48916952,0,0,0,0,1
10,5,-1,0.02255681,-0.08150946,-0.332489905,1.226107238,0.945041624,0,0,0,0,1,0.040037793,-0.244195737,0.074626196,1.031277724,0.977897348,0,0,0,0,1,0.875060783,-8.787830222,23.13270427,-6.192135235,0.800821625,0,0,0,0,1
10,6,-0.25,0.014051966,-0.02527963,-0.42445547,1.243630112,0.946779768,0,0,0,0,1,0.049426204,-0.310088232,0.185704869,1.004051422,0.973350728,0,0,0,0,1,1.333698806,-12.18671021,29.45348981,-8.108185211,0.674035824,-4.98E-06,4.09E-05,-9.89E-05,6.57E-05,0.539029121
10,6,-0.416666667,0.012681732,-0.018257278,-0.430857171,1.240597028,0.959700277,0,0,0,0,1,0.053916985,-0.340382467,0.23371361,0.994173127,0.965496941,1.48E-06,-1.36E-05,3.33E-05,-1.18E-05,0.078870793,1.556331863,-13.74911126,32.16701673,-8.837564749,0.621990199,-4.98E-06,4.09E-05,-9.89E-05,6.57E-05,0.539029121
10,6,-0.583333333,0.011521308,-0.00975853,-0.447657302,1.242616676,0.961166538,0,0,0,0,1,0.058423177,-0.37111293,0.284401849,0.983619856,0.954282818,1.48E-06,-1.36E-05,3.33E-05,-1.18E-05,0.078870793,1.767354611,-15.24699468,34.84642849,-9.559060692,0.56092834,-4.98E-06,4.09E-05,-9.89E-05,6.57E-05,0.539029121
10,6,-0.75,0.009955325,0.003603493,-0.479437853,1.251182391,0.95114138,0,0,0,0,1,0.062240341,-0.396290234,0.323021741,0.977554444,0.939945622,1.48E-06,-1.36E-05,3.33E-05,-1.18E-05,0.078870793,1.93898381,-16.41813239,36.80549979,-10.01401838,0.515252717,0,0,0,0,1
10,6,-0.916666667,0.002470833,0.084820873,-0.704435696,1.328848157,0.938522295,0,0,0,0,1,0.018687926,-0.057799166,-0.360604019,1.15648592,0.949696669,0,0,0,0,1,0.871528024,-7.33947888,16.25867109,-3.33228409,0.846026466,0,0,0,0,1
10,6,-1.083333333,-0.000681053,0.106033246,-0.739848861,1.335119455,0.935790416,0,0,0,0,1,0.021069067,-0.074734304,-0.33222462,1.14969295,0.951812477,2.77E-06,-1.98E-05,3.45E-05,-2.03E-06,0.11080091,0.950387572,-7.920584664,17.30858988,-3.634697725,0.838775928,0,0,0,0,1
10,7,-0.285714286,0.014121405,-0.026296406,-0.421528602,1.242134372,0.948629555,0,0,0,0,1,0.049532658,-0.311209539,0.18835328,1.003136469,0.972542064,8.61E-06,-6.83E-05,0.00014152,-3.27E-05,0.360763609,1.362702489,-12.50101444,30.31747959,-8.445129075,0.651232827,-9.97E-06,8.18E-05,-0.00019789,0.000131397,0.539029121
10,7,-0.428571429,-0.002418318,0.115975317,-0.751259709,1.33354727,0.940701218,0,0,0,0,1,0.023727165,-0.093525772,-0.299845621,1.141790273,0.953918334,0,0,0,0,1,1.031672655,-8.520116103,18.4195324,-3.957298262,0.822342941,0,0,0,0,1
10,7,-0.571428571,-0.002928944,0.117824016,-0.749589535,1.328755057,0.946932784,0,0,0,0,1,0.026275255,-0.110821997,-0.272429279,1.13630111,0.954411245,5.49E-06,-4.24E-05,8.27E-05,-9.50E-06,0.199507118,1.123099751,-9.1637772,19.55193573,-4.262384766,0.78885122,0,0,0,0,1
10,7,-0.714285714,-0.00358801,0.120648669,-0.750272301,1.325245656,0.951999576,0,0,0,0,1,0.02883203,-0.127603794,-0.24681142,1.131868399,0.953395629,-1.84E-06,1.69E-05,-4.83E-05,4.15E-05,0.23317471,1.200816237,-9.716062917,20.5376624,-4.514208964,0.744647624,0,0,0,0,1
10,7,-0.857142857,-0.003907914,0.121777662,-0.74957302,1.321682681,0.955927684,0,0,0,0,1,0.031293567,-0.144302507,-0.219870286,1.12700979,0.951505983,0,0,0,0,1,1.28332105,-10.32612808,21.68276624,-4.826706624,0.705255374,0,0,0,0,1
10,7,-1,-0.00028976,0.103158994,-0.733974603,1.334189069,0.936516439,0,0,0,0,1,0.022004812,-0.082287094,-0.315659298,1.143754352,0.957947782,0,0,0,0,1,0.937196596,-7.835932046,17.19611259,-3.618671872,0.850011191,0,0,0,0,1
15,5,-0.266666667,-0.002526616,0.116927051,-0.75313992,1.334846301,0.938610786,0,0,0,0,1,0.024575573,-0.099979369,-0.286793463,1.137521155,0.958792912,0,0,0,0,1,1.017219642,-8.414606449,18.23012991,-3.906070834,0.828868462,0,0,0,0,1
15,5,-0.4,-0.003148631,0.119007561,-0.750457867,1.329288587,0.946304039,0,0,0,0,1,0.026822681,-0.114721183,-0.265171227,1.134191929,0.957435951,0,0,0,0,1,1.096740737,-8.968359081,19.16389874,-4.138858605,0.795425182,0,0,0,0,1
15,5,-0.533333333,-0.003774692,0.121723755,-0.750735143,1.325468715,0.951702226,0,0,0,0,1,0.029771691,-0.133103408,-0.238874393,1.129919751,0.955240534,0,0,0,0,1,1.173958271,-9.491048886,20.02512781,-4.33868756,0.754884949,0,0,0,0,1
15,5,-0.666666667,0.019552763,-0.036206622,-0.493144607,1.277022677,0.953360249,0.00033267,-0.002865222,0.00654562,-0.00165462,0.79081708,0.01971805,-0.062173454,-0.355275028,1.154893466,0.954344285,0.011627819,-0.105598054,0.254170529,-0.064756267,0.814443522,0.854953255,-7.139231749,15.79918284,-3.185540457,0.84859145,-1.43E-05,0.000110555,-0.000270445,0.000536905,0.269145433
15,5,-0.8,-0.004571392,0.125710255,-0.75463565,1.320331622,0.955376873,0,0,0,0,1,0.033159182,-0.155428031,-0.206755072,1.127920067,0.944874476,0,0,0,0,1,1.310604059,-10.43668784,21.63091176,-4.700952568,0.673757895,0,0,0,0,1
15,5,-0.933333333,0.012125718,-0.016119749,-0.432593024,1.239338026,0.96332762,0,0,0,0,1,0.056807102,-0.361107421,0.271854442,0.983622599,0.961234045,9.38E-06,-7.44E-05,0.000154584,-3.88E-05,0.411215271,1.691522287,-14.82800152,34.50393061,-9.612706353,0.571053411,0,0,0,0,1
15,7.5,-0.355555556,-0.00259684,0.117569137,-0.754543643,1.335702579,0.937193687,0,0,0,0,1,0.025509285,-0.106804124,-0.273427574,1.133306524,0.96167404,0,0,0,0,1,1.012296911,-8.381280534,18.18172259,-3.897794308,0.832813133,0,0,0,0,1
15,7.5,-0.488888889,-0.003389383,0.120516396,-0.752770168,1.330197341,0.945500261,0,0,0,0,1,0.027272655,-0.11800118,-0.25869981,1.132352531,0.958887148,0,0,0,0,1,1.088408259,-8.898360751,19.0178578,-4.093515362,0.799567158,0,0,0,0,1
15,7.5,-0.622222222,-0.004012024,0.123179309,-0.753054684,1.326222777,0.950824325,0,0,0,0,1,0.02977875,-0.133403815,-0.238003574,1.129819879,0.955873804,0,0,0,0,1,1.161488578,-9.39043159,19.8003181,-4.265922232,0.7651175,0,0,0,0,1
15,7.5,-0.755555556,-0.004530026,0.125921575,-0.75574519,1.32339891,0.953089878,0,0,0,0,1,0.03118787,-0.142796286,-0.224904073,1.129667323,0.950749186,0,0,0,0,1,1.227065516,-9.835107724,20.5341145,-4.425081343,0.724350988,0,0,0,0,1
15,7.5,-0.088888889,-0.005208774,0.130691495,-0.764782377,1.323509573,0.951601603,0,0,0,0,1,0.032835407,-0.152600627,-0.213447108,1.130404149,0.944306718,0,0,0,0,1,1.28251895,-10.19862807,21.09012881,-4.518323122,0.68459707,0,0,0,0,1
15,7.5,-1.022222222,-0.005980529,0.136224267,-0.775806542,1.324707765,0.949941113,0,0,0,0,1,0.034158142,-0.160251077,-0.205457811,1.132280815,0.9364298,0,0,0,0,1,1.335184257,-10.53696168,21.59420632,-4.594975459,0.649579255,0,0,0,0,1
15,10,-0.466666667,-0.018273936,0.238927513,-1.001060105,1.385483582,0.940559485,0,0,0,0,1,0.008389933,0.031863059,-0.56947393,1.20366703,0.951703284,0,0,0,0,1,0.791558663,-6.221302138,12.56028587,-2.033078169,0.824219916,0,0,0,0,1
15,10,-0.6,-0.018281955,0.237738932,-0.995348887,1.380968796,0.944659096,0,0,0,0,1,0.009225031,0.026831667,-0.563773716,1.204026066,0.950689343,0,0,0,0,1,0.81718228,-6.390036885,12.81380192,-2.07923277,0.808514478,0,0,0,0,1
15,10,-0.733333333,-0.017960019,0.234426826,-0.986465946,1.375705997,0.948745728,0,0,0,0,1,0.009938137,0.022711116,-0.559717208,1.204971248,0.949129061,0,0,0,0,1,0.84417924,-6.561725022,13.06434278,-2.121595586,0.789559044,0,0,0,0,1
15,10,-0.866666667,-0.017948662,0.233081487,-0.980900904,1.371429493,0.95233883,0,0,0,0,1,0.010996361,0.016003216,-0.550565147,1.204440653,0.948050529,0,0,0,0,1,0.866395536,-6.714085983,13.31143518,-2.166822759,0.770386264,0,0,0,0,1
15,10,-1,0.011212212,-0.006255911,-0.458837672,1.244917763,0.960804781,0,0,0,0,1,0.063344615,-0.407548026,0.353509574,0.964929738,0.941902363,1.00E-05,-8.09E-05,0.000170522,-4.04E-05,0.29859797,1.991047476,-17.04442362,38.67361386,-10.77352894,0.487209082,0,0,0,0,1
15,10,-1.133333333,-0.017973958,0.232578095,-0.977885457,1.368443679,0.955054201,0,0,0,0,1,0.011984549,0.010381422,-0.544439912,1.204950496,0.94602743,0,0,0,0,1,0.884143735,-6.824871013,13.46411057,-2.176951606,0.744818026,0,0,0,0,1
20,10,-0.55,-0.017562793,0.229073095,-0.970288693,1.3642142,0.957464248,0,0,0,0,1,0.012482736,0.00767273,-0.542803302,1.206884346,0.943223528,0,0,0,0,1,0.906309868,-6.968490253,13.67432897,-2.205554425,0.724469203,0,0,0,0,1
20,10,-0.65,-0.018283416,0.23698572,-0.992054738,1.378778786,0.946034565,0,0,0,0,1,0.010192369,0.02024503,-0.553313394,1.202155701,0.951709877,0,0,0,0,1,0.827515304,-6.456887001,12.91233847,-2.09570021,0.802151625,0,0,0,0,1
20,10,-0.75,-0.018153454,0.235298146,-0.986724493,1.375215235,0.949206257,0,0,0,0,1,0.010689868,0.017658882,-0.551717708,1.203491378,0.950046814,0,0,0,0,1,0.843781796,-6.556224414,13.04366927,-2.10745201,0.784381335,0,0,0,0,1
20,10,-0.85,-0.017830337,0.232349889,-0.979715095,1.371158906,0.951670098,0,0,0,0,1,0.011601612,0.013058395,-0.547666062,1.204333298,0.947826312,0,0,0,0,1,0.872488853,-6.73510185,13.30328191,-2.159990545,0.770823188,0,0,0,0,1
20,10,-0.95,-0.017965074,0.232438096,-0.977489951,1.368495599,0.954406921,0,0,0,0,1,0.012076624,0.009633994,-0.542848054,1.204565517,0.946678658,0,0,0,0,1,0.880263113,-6.795609841,13.40285547,-2.163946081,0.753995717,0,0,0,0,1
20,10,-1.05,-0.017730213,0.230323919,-0.972639416,1.365416703,0.95620102,0,0,0,0,1,0.012051321,0.010264157,-0.545930048,1.207289104,0.94371542,0,0,0,0,1,0.892144192,-6.86412515,13.48157783,-2.15746333,0.73277739,0,0,0,0,1
20,12.5,-0.68,-0.017965074,0.232438096,-0.977489951,1.368495599,0.954406921,0,0,0,0,1,0.012076624,0.009633994,-0.542848054,1.204565517,0.946678658,0,0,0,0,1,0.880263113,-6.795609841,13.40285547,-2.163946081,0.753995717,0,0,0,0,1
20,12.5,-0.76,-0.018064263,0.233751429,-0.981652733,1.371675639,0.951642925,0,0,0,0,1,0.011388478,0.013806332,-0.548173664,1.204672598,0.948392424,0,0,0,0,1,0.859132781,-6.649464248,13.15746958,-2.113110116,0.76985194,0,0,0,0,1
20,12.5,-0.84,-0.018044071,0.233048848,-0.978717245,1.369041598,0.953682008,0,0,0,0,1,0.011957327,0.010214193,-0.543357276,1.204844198,0.946906703,0,0,0,0,1,0.874543497,-6.75388402,13.32589768,-2.143830198,0.757034012,0,0,0,0,1
20,12.5,-0.92,0.010175759,0.004095262,-0.487271198,1.25249475,0.953555517,0,0,0,0,1,0.069445603,-0.449682329,0.424728548,0.950962594,0.915610432,8.62E-06,-6.57E-05,0.000123339,-4.98E-06,0.24429936,2.170415675,-18.18890341,40.3455128,-11.04379223,0.469440556,0,0,0,0,1
20,12.5,-1,-0.017948066,0.231987684,-0.975865444,1.366788368,0.955040685,0,0,0,0,1,0.012394829,0.007955966,-0.542081277,1.206040033,0.945073577,0,0,0,0,1,0.884098364,-6.810118992,13.38951499,-2.138836628,0.741531499,0,0,0,0,1
20,12.5,-0.92,-0.017953913,0.231804929,-0.974910918,1.365196432,0.955870672,0,0,0,0,1,0.012529945,0.007651105,-0.543773996,1.208093813,0.942651326,0,0,0,0,1,0.894257852,-6.869451405,13.45662199,-2.134535319,0.726271272,0,0,0,0,1
20,15,-0.833333333,-0.017976877,0.23175898,-0.974401676,1.363736828,0.956210132,0,0,0,0,1,0.012811749,0.006444037,-0.544211423,1.209832279,0.940374446,0,0,0,0,1,0.903781866,-6.925628944,13.52018798,-2.12957736,0.711586834,0,0,0,0,1
20,15,-0.9,-0.018236765,0.233381599,-0.976938812,1.363317677,0.955999637,0,0,0,0,1,0.013121143,0.00527532,-0.545243641,1.211941788,0.937781499,0,0,0,0,1,0.91346495,-6.981610838,13.58221359,-2.123859697,0.696732575,0,0,0,0,1
20,15,-0.966666667,-0.03000574,0.325786868,-1.164948332,1.402977517,0.944387293,0,0,0,0,1,-0.003297499,0.1258521,-0.767264931,1.244055084,0.9476,0,0,0,0,1,0.632282679,-4.783635826,9.083463363,-0.971937967,0.757133427,0,0,0,0,1
20,15,-1.033333333,-0.030020381,0.325883785,-1.164651901,1.401319186,0.944083863,0,0,0,0,1,-0.002915613,0.123537416,-0.764463076,1.244447365,0.947057103,0,0,0,0,1,0.642497638,-4.850470471,9.187652112,-0.989455208,0.749470632,0,0,0,0,1
20,15,-1.1,-0.02999511,0.325270458,-1.162399272,1.399483003,0.945332724,0,0,0,0,1,-0.002661312,0.122317036,-0.764255707,1.245660967,0.946089548,0,0,0,0,1,0.648021338,-4.882683476,9.222188242,-0.983566561,0.737342816,0,0,0,0,1
20,15,-1.166666667,-0.029529541,0.32155995,-1.15468354,1.39615349,0.947844603,0,0,0,0,1,-0.002455574,0.121412409,-0.764507301,1.246973884,0.944961918,0,0,0,0,1,0.653590029,-4.915448676,9.258510786,-0.978412906,0.725394484,0,0,0,0,1
25,12,-0.833333333,-0.029143956,0.318433004,-1.147969474,1.393241476,0.950391445,0,0,0,0,1,-0.003250569,0.127473877,-0.776335287,1.251944836,0.941808468,0,0,0,0,1,0.659658491,-4.951400353,9.299735476,-0.974534846,0.713755744,0,0,0,0,1
25,12,-0.9,-0.028356773,0.312205968,-1.134993023,1.387718211,0.955285894,0,0,0,0,1,-0.001922181,0.119470697,-0.766856107,1.2516011,0.940809701,0,0,0,0,1,0.670747333,-5.016453467,9.371826984,-0.963460875,0.689892923,0,0,0,0,1
25,12,-0.966666667,0.024496002,-0.094282237,-0.312251408,1.221771273,0.944176846,0,0,0,0,1,0.038523984,-0.232635729,0.052717197,1.037775663,0.97568663,0,0,0,0,1,0.821226426,-8.364345119,22.30173301,-5.921920929,0.814591817,0,0,0,0,1
25,12,-1.033333333,-0.02991489,0.325272418,-1.16348919,1.401055721,0.943799573,0,0,0,0,1,-0.002642255,0.121621438,-0.761135799,1.24384742,0.947860751,0,0,0,0,1,0.642768157,-4.850654002,9.186534966,-0.989328295,0.749976216,0,0,0,0,1
25,12,-1.1,-0.02998428,0.325163448,-1.162096881,1.399549937,0.944770867,0,0,0,0,1,-0.002443413,0.120733869,-0.761304193,1.244983793,0.946933987,0,0,0,0,1,0.646125673,-4.869902097,9.202218469,-0.980410366,0.739730667,0,0,0,0,1
25,12,-1.233333333,-0.029293755,0.31951458,-1.149921669,1.394237042,0.949323873,0,0,0,0,1,-0.002143197,0.119595867,-0.762629676,1.247513645,0.944789467,0,0,0,0,1,0.65524645,-4.922056922,9.254015754,-0.968423337,0.719891061,0,0,0,0,1
25,14,-0.885714286,-0.028952142,0.31674437,-1.144011933,1.391728523,0.951604493,0,0,0,0,1,-0.002267529,0.120936388,-0.766431743,1.249740764,0.943169492,0,0,0,0,1,0.659642266,-4.94690318,9.277767281,-0.961699138,0.70990871,0,0,0,0,1
25,14,-0.942857143,-0.028610766,0.31403188,-1.1383085,1.389285243,0.953817845,0,0,0,0,1,-0.002138756,0.120452217,-0.766968811,1.25091333,0.941866949,0,0,0,0,1,0.663844065,-4.970187078,9.298711613,-0.954028738,0.699701213,0,0,0,0,1
25,14,-1.057142857,-0.028275596,0.311410862,-1.132891683,1.387007237,0.95594145,0,0,0,0,1,-0.001826243,0.119018554,-0.766678621,1.252039964,0.940709718,0,0,0,0,1,0.66770211,-4.991448079,9.316983118,-0.945736326,0.689654892,0,0,0,0,1
25,14,-1.114285714,-0.029775345,0.323307759,-1.157726085,1.397597396,0.946183079,0,0,0,0,1,-0.002158926,0.119135566,-0.759860785,1.245670398,0.946528894,0,0,0,0,1,0.64844974,-4.881385075,9.206310146,-0.971834716,0.732998251,0,0,0,0,1
25,14,-1.171428571,-0.029472989,0.320805544,-1.152300759,1.395267602,0.948319634,0,0,0,0,1,-0.00211829,0.119237454,-0.761395399,1.247049322,0.945422464,0,0,0,0,1,0.651919539,-4.900414981,9.221811361,-0.964613047,0.724334163,0,0,0,0,1
25,14,-1.228571429,-0.029178809,0.318405513,-1.147069197,1.393002651,0.950410558,0,0,0,0,1,-0.001939853,0.118441328,-0.761596791,1.248040256,0.944462583,0,0,0,0,1,0.655542167,-4.919950442,9.237335943,-0.957171167,0.715556389,0,0,0,0,1
25,16,-0.975,-0.028828835,0.315686611,-1.141514217,1.390696385,0.952476563,0,0,0,0,1,-0.002011596,0.119506524,-0.764994165,1.250058155,0.942978971,0,0,0,0,1,0.659006826,-4.938569947,9.251416695,-0.949289815,0.706921393,0,0,0,0,1
25,16,-1.025,0.017908302,-0.051188314,-0.380767331,1.23553142,0.947692865,0,0,0,0,1,0.043692237,-0.269469382,0.115184123,1.021923654,0.975870462,0,0,0,0,1,1.080917258,-10.32985961,26.00776973,-7.076300179,0.744992634,-4.98E-06,4.09E-05,-9.89E-05,6.57E-05,0.539029121
25,16,-1.075,-0.028523504,0.313268024,-1.136461412,1.388547554,0.954445279,0,0,0,0,1,-0.001926618,0.119289283,-0.765902801,1.251220521,0.941784537,0,0,0,0,1,0.662217407,-4.955484027,9.262796707,-0.940644339,0.698206837,0,0,0,0,1
25,16,-1.125,-0.028228998,0.310966081,-1.131735651,1.386583582,0.956322077,0,0,0,0,1,-0.001779338,0.118813968,-0.766740806,1.25243795,0.940572965,0,0,0,0,1,0.665175186,-4.970870443,9.272206438,-0.931622907,0.689645589,0,0,0,0,1
25,16,-1.175,0.014087875,-0.025818731,-0.422826405,1.242863869,0.94769469,0,0,0,0,1,0.049391083,-0.310111039,0.186134086,1.003865086,0.972931007,1.83E-06,-8.92E-06,1.09E-05,-2.53E-06,0.232665893,1.346876036,-12.32221679,29.81205477,-8.245367828,0.664222982,0,0,0,0,1
25,16,-1.225,0.012456967,-0.017295117,-0.43152553,1.240018049,0.961380931,0,0,0,0,1,0.054930863,-0.347876705,0.247655478,0.990377246,0.963651356,2.80E-06,-2.58E-05,6.36E-05,-2.20E-05,0.154912536,1.615508486,-14.22267178,33.17213619,-9.168761626,0.602839767,-4.98E-06,4.09E-05,-9.89E-05,6.57E-05,0.539029121
