Length (m),Beam (m),Draft (m),Heading,Asurge,Bsurge,Csurge,R2surge,MAEsurge,Asway,Bsway,Csway,R2sway,MAEsway,Aheave,Bheave,Cheave,R2heave,MAEheave,Aroll,Broll,Croll,R2roll,MAEroll,Apitch,Bpitch,Cpitch,R2pitch,MAEpitch,Ayaw,Byaw,Cyaw,R2yaw,MAEyaw
0.4,0.3,-0.033333333,0,0.29182051,0.389484432,1.123975119,0.978053051,0.040826534,0.475268158,0.001227385,0.000235452,0.575822376,0.000159045,-0.35816629,1.111258927,-10,0.985288257,0.040593389,9.333866531,3.369078795,1.112900514,0.908416821,0.283700284,749.6838289,7.330979091,2.392111116,0.965392875,23.22893473,,,,,
0.4,0.3,-0.066666667,-180,0.31160399,0.417243042,1.127301205,0.979051891,0.038233074,0.999999969,0.014101567,0.000811503,0.788972556,0.000319093,-0.384878742,1.163645276,-10,0.882796255,0.104126648,34.75736747,1.152885048,0.719841472,0.998259078,0.120636392,586.069166,6.56388933,2.328051392,0.970166918,17.46115308,0.060124087,-1.743795286,106.7682301,0.981648548,0.001977659
0.4,0.3,-0.066666667,-135,0.290559166,0.285440244,0.78317901,0.978726474,0.034846464,0.29469825,0.301740698,0.774236563,0.967791484,0.0440333,-0.396752997,1.107625805,-10,0.851938758,0.11783522,30.65952539,6.973433171,31.11802958,0.658380162,4.501018645,403.2631823,6.526459299,2.281437567,0.970279098,11.7115779,85.44041998,8.971115718,23.70310345,0.995992331,1.671126035
0.4,0.3,-0.066666667,-90,0.999940479,-5.99E-05,6.55E-05,-0.286537944,1.36E-05,0.238543643,0.295312185,1.112434062,0.986468777,0.035722951,-0.409958966,1.055188203,-10,0.811700206,0.143417714,41.77764657,8.608949123,52.95496095,0.732327855,4.473569587,0.67348226,6.617617045,1.389468105,0.849831368,0.039401534,,,,,
0.4,0.3,-0.066666667,-45,0.290557331,0.285472324,0.783155105,0.978699788,0.034864322,0.294689188,0.301724896,0.774238104,0.967794511,0.044028584,-0.39678008,1.107580851,-10,0.851711614,0.117880299,30.66266616,6.97386409,31.1111895,0.658448085,4.500405059,404.1675292,6.52804809,2.275938443,0.970176313,11.75852569,85.4331226,8.971081109,23.70984562,0.996027667,1.665971029
0.4,0.3,-0.066666667,0,0.311572967,0.417199182,1.127290239,0.979042105,0.038245438,0.999999969,0.014101567,0.000811503,0.788972556,0.000319093,-0.384898458,1.163550281,-10,0.882532003,0.10417736,34.75645985,1.152901017,0.719875558,0.998259064,0.120636383,587.033161,6.564931731,2.323989164,0.970108961,17.50344308,0.060104005,-1.736788504,106.8227805,0.981371255,0.001985272
0.4,0.3,-0.1,-180,0.320077657,0.442173041,1.119010066,0.969149423,0.045391611,0.645796904,0.001113825,0.000273593,0.719083375,7.07E-05,-0.395778258,1.225855081,-10,0.862400313,0.13297419,8.140404401,2.139716147,1.367220607,0.916475369,0.232308562,1589.746113,5.918912016,0.654262309,0.993756093,12.67772023,0.075642255,-5.576021053,141.1765777,0.982098242,0.002022859
0.4,0.3,-0.1,-135,0.297906477,0.299064591,0.77907319,0.970147408,0.037437674,0.301381486,0.306191687,0.777535944,0.969588025,0.042690596,-0.402910643,1.192156487,-10,0.835513148,0.147235732,16.02229405,3.344927589,44.94338358,0.342176049,4.416148104,1117.803727,5.914401889,0.650991456,0.994169995,8.832215287,79.41028908,8.718307875,22.7698845,0.996325643,1.438914488
0.4,0.3,-0.1,-90,0.999978323,-6.84E-05,0.000136072,-0.088453898,2.70E-05,0.252651218,0.317881826,1.114553992,0.98608477,0.037440953,-0.410827732,1.143625548,-10,0.80504093,0.165239085,21.43800197,2.994890446,46.87413508,0.276982876,6.456680299,1.693408866,5.854346163,0.57868796,0.980926112,0.025673203,,,,,
0.4,0.3,-0.1,-45,0.29788853,0.299126075,0.77901585,0.970052185,0.037474045,0.301375892,0.306205952,0.777522846,0.969578146,0.042699103,-0.402830185,1.192177793,-10,0.835788601,0.147054267,16.02188625,3.345066679,44.95266999,0.342182142,4.415941735,1118.800726,5.914614839,0.650986034,0.99417955,8.833001397,79.40364734,8.718347646,22.77684658,0.996356309,1.43008075
0.4,0.3,-0.1,0,0.320050354,0.442206125,1.11895665,0.969092662,0.045434653,0.645796904,0.001113825,0.000273593,0.719083375,7.07E-05,-0.39565826,1.225896785,-10,0.862874102,0.132698313,8.139852286,2.139691107,1.367396204,0.916481019,0.232291763,1590.894649,5.919069556,0.654244444,0.993762391,12.68021553,0.075501658,-5.561746298,141.1679214,0.981752382,0.002035079
0.4,0.3,-0.133333333,-180,0.365863629,0.477918572,1.148567719,0.954469926,0.047056791,0.999926591,-0.000246972,0.000469908,0.72937972,2.41E-05,-0.415256782,1.281815522,-10,0.681963322,0.182074732,14.21891782,3.513297582,0.510829348,0.991304629,0.107842642,2261.839286,5.866108769,0.538096234,0.997267545,12.12447401,0.049282874,-0.659075907,86.96444782,0.963665219,0.002383263
0.4,0.3,-0.133333333,-135,0.323969954,0.28084968,0.811688979,0.954121057,0.039372057,0.307698384,0.304839258,0.781399769,0.971543503,0.041118898,-0.420411333,1.257946382,-10,0.66611891,0.188674297,903.3414194,3.647490982,0.485169236,0.994816756,7.510198053,1614.412435,5.867735398,0.538552628,0.9971597,9.008387691,73.67685539,8.504140275,22.07649911,0.996290978,1.283154896
0.4,0.3,-0.133333333,-90,0.999990562,-2.04E-05,6.13E-05,-0.087394568,3.33E-05,0.264313769,0.328962803,1.117843459,0.985944202,0.03830332,-0.425268113,1.23211762,-10,0.649199436,0.197483068,1291.324479,3.650537905,0.486197821,0.991875496,17.6071935,3.042783659,5.750180362,0.377303431,0.994303741,0.023568084,0.763558833,-48.83244168,893.5597437,0.969499829,0.002032131
0.4,0.3,-0.133333333,-45,0.323999408,0.280802584,0.811742022,0.953950669,0.039399003,0.30768838,0.304830027,0.781395117,0.971539644,0.041128417,-0.420481127,1.257881801,-10,0.665726888,0.188837966,903.341028,3.647492381,0.485169659,0.994816017,7.510463248,1617.845858,5.867768479,0.538124387,0.99717166,9.008231705,73.67187643,8.504140172,22.08206794,0.996318882,1.276508186
0.4,0.3,-0.133333333,0,0.365907785,0.477963733,1.148591746,0.954320214,0.047109362,0.999926591,-0.000246972,0.000469908,0.72937972,2.41E-05,-0.415331886,1.281732484,-10,0.681448738,0.182273282,14.21657522,3.513252676,0.510823499,0.991298326,0.107877703,2265.42106,5.866155614,0.537803077,0.997275522,12.12655423,0.049311911,-0.666724859,86.7812408,0.964157642,0.002366322
0.4,0.3,-0.166666667,-180,0.274629076,0.361297862,1.125633012,0.977245345,0.042250219,0.999803456,-0.000193826,0.000281119,0.159531448,2.42E-05,-0.342387592,0.918292175,-8.274093926,0.998869384,0.012696906,3.591847882,7.032123137,0.891619709,0.919144587,0.122979341,692.4217308,8.296599339,3.51670608,0.942909496,29.34901399,0.083316528,-2.890235087,118.1663125,0.943161604,0.004614217
0.4,0.3,-0.166666667,-135,0.286534626,0.306347826,0.770803153,0.967988546,0.043910908,0.287283544,0.29936925,0.773874362,0.969529811,0.042845509,-0.349200287,0.992475075,-9.867898683,0.998056306,0.015653952,986.0211029,7.064753613,0.87444012,0.980955579,15.78700908,460.3636529,8.316164498,4.3848673,0.933385745,24.06602372,69.81462314,9.621027267,30.13371276,0.990022442,2.172541397
0.4,0.3,-0.166666667,-90,0.999824547,-0.000189513,0.000280453,0.060420476,3.42E-05,0.217984906,0.254570791,1.124816336,0.989137723,0.027906452,-0.359183018,0.925285318,-10,0.985025049,0.040771731,1671.603775,7.128691222,0.914848951,0.97705882,34.61795182,0.466250545,8.098279219,2.709617446,0.663510396,0.050283708,,,,,
0.4,0.3,-0.166666667,-45,0.286467116,0.306313495,0.770753208,0.967932576,0.043962684,0.287279777,0.299372179,0.77386803,0.969525448,0.042850126,-0.349218689,0.990390443,-9.847401,0.998099461,0.015538691,986.1067838,7.064801795,0.874478652,0.980953196,15.79516106,461.3366017,8.316855377,4.373254452,0.933428694,24.1018332,69.81011088,9.620694086,30.13893587,0.990059448,2.168973897
0.4,0.3,-0.166666667,0,0.274572795,0.361269093,1.125575026,0.977256626,0.042251189,0.999803456,-0.000193826,0.000281119,0.159531448,2.42E-05,-0.342675204,0.911004417,-8.207367676,0.998861129,0.012729559,3.588215215,7.031617299,0.891150539,0.919021387,0.12277683,693.3824382,8.296969141,3.511767323,0.942949181,29.3727924,0.083326904,-2.892822644,118.1916546,0.943123329,0.004609646
0.5,0.25,-0.032,-180,0.289866607,0.382218501,1.125509085,0.979939263,0.038741927,0.287192124,8.20E-05,0.00014171,0.591892292,3.96E-05,-0.358806293,1.132737066,-10,0.982662326,0.040927941,2.21232992,4.952601958,3.040959283,0.889943573,0.106033192,1047.06747,7.12647462,1.160686739,0.964259558,24.2976985,0.077851303,-6.360607123,167.3103887,0.94622915,0.003321509
0.5,0.25,-0.032,-135,0.285798766,0.291681898,0.77612828,0.974333086,0.038512658,0.290132049,0.295456947,0.774964863,0.966676426,0.044092195,-0.371010746,1.068592398,-10,0.966919304,0.058998562,273.7120438,5.073447093,1.748955119,0.979973386,6.308467562,710.9667126,7.100383614,1.133494032,0.962268947,17.33920526,68.24544901,9.288574072,27.63263026,0.991321309,1.927319646
0.5,0.25,-0.032,-90,0.999968115,-5.07E-05,6.45E-05,-0.121803552,2.32E-05,0.233990532,0.281882544,1.118322273,0.98584527,0.032444169,-0.383293503,1.005942521,-10,0.935042696,0.087487562,406.8374219,5.143712558,1.943189016,0.973179157,14.43675072,0.951295331,7.060029006,0.981369608,0.921516176,0.033804522,0.400036172,-40.48752176,873.4568636,0.890691526,0.003835353
0.5,0.25,-0.032,-45,0.285755271,0.29168362,0.776079786,0.974272386,0.038555387,0.290124063,0.295443326,0.774966047,0.966678474,0.044087706,-0.370935728,1.068581321,-10,0.967145716,0.058851081,273.7138247,5.073463338,1.74901595,0.979971296,6.309584734,712.1309678,7.100853368,1.133212266,0.962374491,17.3421678,68.24081377,9.288617798,27.63995735,0.9913548,1.922836759
0.5,0.25,-0.032,0,0.289822075,0.382226077,1.125443861,0.979910025,0.03878705,0.287192124,8.20E-05,0.00014171,0.591892292,3.96E-05,-0.358683019,1.132683125,-10,0.983006311,0.040668967,2.212657714,4.952197697,3.036858538,0.889862792,0.106084338,1048.375771,7.126746978,1.160339957,0.964325695,24.29897936,0.077653136,-6.313204824,166.4836569,0.946390971,0.00331887
0.5,0.25,-0.064,-180,0.308530237,0.408676078,1.129111212,0.980361876,0.037150576,0.352818425,0.000178692,4.09E-05,0.662178757,3.72E-05,-0.379745036,1.184373918,-10,0.902385437,0.09528262,2.089593572,4.00088115,4.083342687,0.904558102,0.098654045,566.4781413,6.539565555,2.374485624,0.971786738,16.2606044,0.073808617,-4.504577926,133.7262842,0.965791539,0.002717519
0.5,0.25,-0.064,-135,0.295428997,0.292926905,0.782845783,0.977626701,0.035735716,0.297610915,0.304670886,0.77492706,0.967601311,0.044826615,-0.388962066,1.129594908,-10,0.877642852,0.107453395,171.3725831,4.325430708,1.5671184,0.959719172,5.412443806,384.3622367,6.49072088,2.329451039,0.971083351,10.85667029,65.27420624,8.998016843,25.95483492,0.991512063,1.783766984
0.5,0.25,-0.064,-90,0.999940479,-5.99E-05,6.55E-05,-0.286537944,1.36E-05,0.250341851,0.313765948,1.115019841,0.985105235,0.036802976,-0.399171076,1.084123208,-10,0.847311855,0.122051082,251.5905562,4.366261723,1.637244939,0.963157988,9.778984066,0.637304688,6.547582906,1.662690788,0.850914682,0.039315014,0.139932368,-19.75137687,470.1772988,0.923717089,0.003371557
0.5,0.25,-0.064,-45,0.295430339,0.292959523,0.782825271,0.977604789,0.035748763,0.297610915,0.304670886,0.77492706,0.967601311,0.044826615,-0.388984053,1.129526321,-10,0.877423063,0.107499311,171.373553,4.325439112,1.567105466,0.959718622,5.412303977,385.3087048,6.492522893,2.323722745,0.970975164,10.90668147,65.26983807,8.998098704,25.96172327,0.99154294,1.77960949
0.5,0.25,-0.064,0,0.308498132,0.408666944,1.12907729,0.98035507,0.037154266,0.352818425,0.000178692,4.09E-05,0.662178757,3.72E-05,-0.379755668,1.184221367,-10,0.902111246,0.095329475,2.089815495,4.000999411,4.082187227,0.904523504,0.098703093,567.5039158,6.540730804,2.370192296,0.971724897,16.30708217,0.073879136,-4.513976914,133.9029356,0.965911847,0.002705137
0.5,0.25,-0.096,-180,0.317078074,0.43303128,1.121207553,0.973525005,0.042912936,0.313848438,0.000102204,6.85E-05,0.677478476,2.78E-05,-0.388542605,1.235641212,-10,0.890047451,0.115240056,2.362406618,3.665084647,2.058036954,0.895947394,0.0999272,1238.948064,5.93003911,0.747265561,0.989968833,12.81642376,0.237501598,-24.96154027,438.9711187,0.890404267,0.003843816
0.5,0.25,-0.096,-135,0.299848877,0.300783263,0.779856813,0.972130548,0.037438063,0.302787994,0.301589283,0.779735884,0.970288626,0.042266557,-0.394160341,1.204205725,-10,0.869630227,0.126668217,176.7320553,3.89532048,1.367733932,0.981022565,3.611410992,861.8241809,5.921023591,0.740748661,0.990940605,8.457780571,61.78234793,8.748331365,24.68204235,0.991147382,1.710264859
0.5,0.25,-0.096,-90,0.999981544,-3.78E-05,6.31E-05,-0.161227697,2.82E-05,0.261095392,0.323168178,1.119241684,0.986023481,0.036430915,-0.400369426,1.163675148,-10,0.845964016,0.140906993,252.9767168,3.917418902,1.446075162,0.978476684,5.761901979,1.4098163,5.864395355,0.654370759,0.971132661,0.026556451,0.123294735,-17.75343445,392.1107025,0.968032533,0.002241693
0.5,0.25,-0.096,-45,0.299825011,0.300868858,0.779786128,0.972053075,0.037480168,0.30278186,0.30158763,0.779730642,0.970281646,0.042272074,-0.394086845,1.204195041,-10,0.86988789,0.126521345,176.7323004,3.895323066,1.367747861,0.981020921,3.611546381,862.7619603,5.921324435,0.7407484,0.990958441,8.45984848,61.77706348,8.748432029,24.69168569,0.99118755,1.706540132
0.5,0.25,-0.096,0,0.317039557,0.433056384,1.121144904,0.973464714,0.042956793,0.313848438,0.000102204,6.85E-05,0.677478476,2.78E-05,-0.388435571,1.235648149,-10,0.890485994,0.115003612,2.362198512,3.664961369,2.05719863,0.89596957,0.099865144,1240.014269,5.930254982,0.747242765,0.989981269,12.81813598,0.231326463,-24.58922239,433.9472619,0.890267379,0.00385234
0.5,0.25,-0.128,-180,0.369248738,0.472201846,1.156438952,0.926945165,0.05650792,0.999942012,-8.82E-05,0.000139191,0.038109191,1.71E-05,-0.401525019,1.285665442,-10,0.766564037,0.145138358,1.410884266,4.027262383,4.134409717,0.903968661,0.069689311,2947.948085,5.873286556,0.483358158,0.998434647,11.60090803,0.07395254,-5.907977973,142.7438177,0.93392991,0.002613273
0.5,0.25,-0.128,-135,0.331955525,0.284740348,0.81639404,0.925376688,0.046446272,0.30964193,0.30538624,0.78313707,0.973067106,0.039872538,-0.405623735,1.260637497,-10,0.754063378,0.14913112,215.1181923,4.48727298,1.728946349,0.980396546,4.460151632,2074.2508,5.871199916,0.482370368,0.998447246,8.234231801,58.38029587,8.540298284,23.74795507,0.990625491,1.67222459
0.5,0.25,-0.128,-90,0.999994854,-2.88E-05,0.000129933,-0.087501658,4.74E-05,0.272618793,0.338964311,1.12243704,0.986912007,0.035664719,-0.409719503,1.235395086,-10,0.740495451,0.156240171,311.5792201,4.510832567,1.774210171,0.967741278,9.994051622,4.029034914,5.776236866,0.366400322,0.996535035,0.024151662,0.136550496,-17.41793842,354.7891145,0.973824117,0.002197759
0.5,0.25,-0.128,-45,0.332024059,0.284715178,0.816463795,0.925002995,0.046521503,0.309638789,0.305391433,0.783130023,0.973058958,0.039881887,-0.405679774,1.26057992,-10,0.75371859,0.149258603,215.1186672,4.487287415,1.728998521,0.980392976,4.460540366,2078.66985,5.871249598,0.482050544,0.998453735,8.234958204,58.37512308,8.540374612,23.75777584,0.990671935,1.668445447
0.5,0.25,-0.128,0,0.369342529,0.472333294,1.15646815,0.926644513,0.056618827,0.999942012,-8.82E-05,0.000139191,0.038109191,1.71E-05,-0.401588973,1.285561428,-10,0.766130517,0.145289446,1.410591971,4.027407041,4.14013273,0.904103234,0.069646918,2952.638684,5.873343436,0.483140356,0.998439138,11.60376461,0.074057511,-5.934106136,143.2046254,0.934126293,0.002610192
0.5,0.25,-0.16,-180,0.284620929,0.348250943,1.129697391,0.979645839,0.041997421,0.999824707,0.000185838,3.49E-06,0.091489124,1.60E-05,-0.441283738,1.133199001,-10,0.675035355,0.239230638,0.852135486,-0.57662222,24.74300543,0.995595534,0.00919401,8707.731434,4.802595812,0.347873042,0.999692281,19.56452576,0.272817119,-11.06306652,221.2500861,0.96839562,0.005335218
0.5,0.25,-0.16,-135,0.253725158,0.206522399,0.7974498,0.982314584,0.031173979,0.244605207,0.222614204,0.776116556,0.971587324,0.041982972,-0.444936009,1.1223065,-10,0.660716731,0.248759199,63.93853965,10.95095381,15.03104978,0.884762673,5.167528971,6166.103471,4.802980971,0.348000296,0.999647375,15.5055107,127.2564828,10.51689905,32.95982561,0.995086963,2.901964659
0.5,0.25,-0.16,-90,0.999946171,-0.000178663,0.000364935,0.318464082,2.87E-05,0.207995753,0.235714179,1.108653162,0.98367727,0.041848281,-0.448062121,1.111337954,-10,0.64555316,0.258717762,104.6340293,13.09250125,42.61357602,0.915843853,8.270977014,24.88791945,4.743371986,0.360833477,0.99917022,0.065915848,8.437495525,-69.06202426,1197.486102,0.972235395,0.004868138
0.5,0.25,-0.16,-45,0.253691632,0.206443127,0.797469284,0.98230124,0.03119657,0.244611561,0.222626623,0.776113082,0.971578823,0.041988109,-0.444978251,1.12229344,-10,0.660720788,0.248842675,63.94825074,10.95104936,15.02928844,0.88481258,5.16697634,6166.466711,4.803016569,0.348016696,0.999647274,15.50742083,127.2446725,10.51623028,32.9615703,0.995120184,2.893697435
0.5,0.25,-0.16,0,0.2845862,0.348151353,1.129715074,0.979634462,0.042016318,0.999824707,0.000185838,3.49E-06,0.091489124,1.60E-05,-0.441326537,1.133190779,-10,0.675072677,0.239323958,0.85216533,-0.577445663,24.75478162,0.995591368,0.009213325,8708.1469,4.802623077,0.347885343,0.999692144,19.5688759,0.273647102,-11.1087242,221.8511808,0.968414507,0.005333929
0.5,0.3,-0.04,-180,0.286606493,0.378064588,1.128856446,0.960583885,0.050966969,0.999963804,-5.29E-05,6.47E-05,-0.21533043,2.33E-05,-0.339305935,1.119920126,-9.999999896,0.998430794,0.014631263,1.458209599,7.070189379,1.449371131,0.837253159,0.079993104,1048.219033,8.128329227,1.296343131,0.933957323,34.16512839,0.060648564,-0.860889117,82.60097268,0.956735107,0.003649687
0.5,0.3,-0.04,-135,0.301934385,0.32167426,0.775097524,0.960711356,0.045134927,0.292786743,0.30856078,0.772410571,0.969274166,0.043284364,-0.351028526,1.046945242,-10,0.996082512,0.021142083,590.722763,7.146711491,1.477873422,0.961160723,16.29499747,683.7896068,8.108447829,1.343927288,0.916470743,27.35034137,47.94672416,9.668623665,33.57336636,0.979621135,2.041086247
0.5,0.3,-0.04,-90,0.999954191,-8.55E-05,0.000138741,-0.145270057,3.21E-05,0.23759695,0.292895464,1.12130614,0.98755139,0.030178405,-0.356171673,0.99161683,-10,0.986758418,0.037577634,987.0905912,7.260286335,1.698371739,0.959868315,32.97693673,0.727254245,7.994267081,1.056549605,0.788341632,0.047458718,,,,,
0.5,0.3,-0.04,-45,0.301855473,0.321597441,0.775067157,0.960697409,0.045152061,0.292786743,0.30856078,0.772410571,0.969274166,0.043284364,-0.350956088,1.046923805,-10,0.99614008,0.020998488,590.7845037,7.146791207,1.477991829,0.961158497,16.30257028,685.3591113,8.108720575,1.341925423,0.916740005,27.34294543,47.9310001,9.669794394,33.62617738,0.979597257,2.042834322
0.5,0.3,-0.04,0,0.286537307,0.377980337,1.128819372,0.960613996,0.050949341,0.999963804,-5.29E-05,6.47E-05,-0.21533043,2.33E-05,-0.339394783,1.114569752,-9.951698264,0.998442003,0.014595468,1.454746282,7.069754171,1.452898991,0.836582525,0.080140721,1049.807739,8.128441196,1.295382936,0.934092733,34.16588972,0.060682544,-0.879910801,82.89362068,0.956766603,0.003644366
0.5,0.3,-0.066666667,-180,0.290208608,0.379961126,1.126888661,0.982046017,0.036448492,0.999965713,-7.83E-05,0.000137628,-0.05943052,2.20E-05,-0.358425521,1.153173108,-10,0.978568749,0.042927602,2.799258391,5.92438927,0.899892425,0.943851577,0.074605079,1426.762905,7.065391935,0.842056585,0.97991802,22.1700663,0.053430493,-0.948159064,73.66306855,0.960228886,0.002942793
0.5,0.3,-0.066666667,-135,0.294344575,0.302235022,0.776993031,0.974039753,0.039150999,0.296936651,0.300410401,0.779041201,0.97299715,0.041047727,-0.367742551,1.097069465,-10,0.969248615,0.05155031,722.0515998,5.924175311,0.830308298,0.988555279,8.954215614,948.8882544,7.040198972,0.826759868,0.978514129,15.75585573,47.23828548,9.324443882,30.44477107,0.9825427,1.858536408
0.5,0.3,-0.066666667,-90,0.999969295,-7.84E-05,0.000137606,-0.055092692,2.70E-05,0.249015776,0.298800844,1.12777704,0.989868552,0.028297689,-0.374813898,1.058666733,-10,0.951299319,0.071945238,1122.795341,5.963472935,0.856995338,0.984789603,18.53280349,1.366904932,6.986298345,0.704913219,0.955901145,0.035592116,0.061650187,-5.374686931,191.4847787,0.952965238,0.002791902
0.5,0.3,-0.066666667,-45,0.294271495,0.302217102,0.77692934,0.973977111,0.039196513,0.296939546,0.300431752,0.779029592,0.972989574,0.041056633,-0.367631194,1.097099146,-10,0.969685765,0.051292689,722.0761501,5.924200763,0.830331725,0.988553053,8.955563079,950.8282389,7.040517921,0.826381529,0.978595013,15.75524401,47.22749838,9.325310099,30.47896555,0.982604762,1.855617109
0.5,0.3,-0.066666667,0,0.290147425,0.379950214,1.126812881,0.982027365,0.036500118,0.999965713,-7.83E-05,0.000137628,-0.05943052,2.20E-05,-0.358243207,1.153240517,-10,0.979177753,0.042454797,2.797402276,5.923546529,0.898950008,0.943756288,0.074626984,1428.912755,7.065585437,0.841752603,0.979966277,22.17695356,0.053433202,-0.951859901,73.70217319,0.960540111,0.002918178
0.5,0.3,-0.093333333,-180,0.305792525,0.401309129,1.130444837,0.981312613,0.0361142,0.999980378,-3.26E-05,6.26E-05,-0.34998327,2.32E-05,-0.375269063,1.199478233,-10,0.922787143,0.085515077,1.260842058,5.187695021,3.191355649,0.881725333,0.066834746,550.4668757,6.515345126,2.415195828,0.97350011,15.10947448,0.067600185,-4.280799368,134.264581,0.931552708,0.003123102
0.5,0.3,-0.093333333,-135,0.300571038,0.300341755,0.782833139,0.976692695,0.036120836,0.300727964,0.301907831,0.78004749,0.972391339,0.040876589,-0.381956684,1.153801037,-10,0.904473913,0.095688142,267.8114835,5.310210293,2.011490721,0.985569749,5.560878923,368.0502095,6.454485725,2.370540864,0.971972806,10.16446532,45.83335904,9.016274911,28.03961839,0.98272006,1.823405787
0.5,0.3,-0.093333333,-90,0.999940479,-5.99E-05,6.55E-05,-0.286537944,1.36E-05,0.261949064,0.323869212,1.123876087,0.987641423,0.032204631,-0.388990823,1.11497268,-10,0.883149162,0.107940744,405.3049271,5.383519327,2.128600874,0.985084467,10.12246599,0.593362783,6.447828902,1.955710315,0.848786971,0.038207185,0.154026761,-34.35249816,1138.407007,0.194733335,0.013603662
0.5,0.3,-0.093333333,-45,0.300545823,0.300345972,0.782806019,0.976658635,0.036143199,0.300723941,0.301919269,0.780035585,0.972375333,0.040890506,-0.381974672,1.153722742,-10,0.90427596,0.095736604,267.8165135,5.310245814,2.011576956,0.985568341,5.562135124,368.9840401,6.456363665,2.365037569,0.971875741,10.21320366,45.82750139,9.016806063,28.05890791,0.982788804,1.819009369
0.5,0.3,-0.093333333,0,0.305764608,0.401334682,1.130394518,0.981289386,0.036137492,0.999980378,-3.26E-05,6.26E-05,-0.34998327,2.32E-05,-0.375277387,1.199330008,-10,0.922563782,0.085563057,1.260130994,5.187864616,3.195016381,0.881726346,0.066828531,551.5050891,6.516555032,2.410962407,0.973442173,15.15698342,0.067599504,-4.279503335,134.2897555,0.931625422,0.003117905
0.5,0.3,-0.12,-180,0.312591645,0.420237063,1.124147358,0.976637183,0.040519826,0.999980378,-3.26E-05,6.26E-05,-0.34998327,2.32E-05,-0.382855111,1.243122552,-10,0.90953882,0.10101024,2.383107307,4.786972211,0.989074767,0.940610857,0.057916949,1036.997641,5.942847072,0.8356378,0.986091826,12.92244607,0.148006225,-13.06794464,207.9717425,0.960129511,0.002867359
0.5,0.3,-0.12,-135,0.305448324,0.309478701,0.779683598,0.971484411,0.03879843,0.306484441,0.302440376,0.783516329,0.974335883,0.03928,-0.387287636,1.215823451,-10,0.895426256,0.109658457,466.6189672,4.823386722,0.849391719,0.991542846,4.690834476,713.5109089,5.928697441,0.824795858,0.987641805,8.43146909,43.97397731,8.772560835,26.51723484,0.982460804,1.7924598
0.5,0.3,-0.12,-90,0.999981544,-3.78E-05,6.31E-05,-0.161227697,2.82E-05,0.271947815,0.334576944,1.126969161,0.988452566,0.03201402,-0.391888391,1.186897047,-10,0.87887031,0.120334668,687.207078,4.842587497,0.863775911,0.987799207,8.626222118,1.224725134,5.867530867,0.715499979,0.961455266,0.026186378,,,,,
0.5,0.3,-0.12,-45,0.305431046,0.30954649,0.779625691,0.971411855,0.03882728,0.306500463,0.302494273,0.783502821,0.974329369,0.039288144,-0.387228972,1.21580879,-10,0.895697665,0.109524759,466.6241203,4.823395407,0.849399939,0.991540806,4.691913389,714.4226611,5.929071445,0.824769319,0.987670992,8.432683155,43.96929128,8.772792745,26.53205195,0.982541057,1.787968011
0.5,0.3,-0.12,0,0.312556249,0.420303701,1.124068091,0.976583067,0.040566974,0.999980378,-3.26E-05,6.26E-05,-0.34998327,2.32E-05,-0.382751155,1.243114065,-10,0.909973395,0.100792692,2.383159276,4.786607051,0.988280251,0.940580723,0.057937613,1038.033001,5.943116444,0.835594016,0.986111656,12.92455339,0.147008148,-12.99097666,207.1802343,0.960027289,0.002870751
0.5,0.3,-0.146666667,-180,0.342563033,0.431805168,1.150307824,0.968942839,0.038728936,0.999889539,-0.000166055,0.000276916,0.301092686,2.41E-05,-0.393294219,1.288110714,-10,0.814295217,0.124471671,3.018432004,4.780040216,0.787462761,0.969562036,0.048113673,4057.524247,5.881134736,0.432555625,0.999188257,11.26356408,0.060480265,-4.026449778,101.6814995,0.944116362,0.002730989
0.5,0.3,-0.146666667,-135,0.32682557,0.290952389,0.808626568,0.954957541,0.04183511,0.313119606,0.311809031,0.783106991,0.974493886,0.038764049,-0.39656872,1.264590764,-10,0.805217476,0.127025383,689.6138793,4.800428656,0.685489592,0.994655014,4.815222187,2817.108707,5.876408999,0.430816558,0.999217315,7.767756042,42.06725189,8.563377216,25.29958297,0.982118049,1.73632803
0.5,0.3,-0.146666667,-90,0.999998567,2.59E-05,0.000121786,-0.093836285,6.88E-05,0.283630089,0.359538191,1.124114992,0.986993287,0.033970088,-0.399955134,1.243301005,-10,0.795427542,0.133355456,1007.939848,4.811812235,0.691144978,0.99258022,9.243766369,5.646546437,5.798748301,0.345977165,0.998156246,0.025170689,0.093445996,-11.7817119,255.4200251,0.953878708,0.002571724
0.5,0.3,-0.146666667,-45,0.32670239,0.291030356,0.80847892,0.955410785,0.041750126,0.313118039,0.311810117,0.783104301,0.974486276,0.03876414,-0.396496275,1.264585205,-10,0.805719337,0.126819284,689.6197736,4.800440433,0.685500841,0.994653852,4.816242184,2823.442735,5.876473999,0.430567116,0.999220815,7.767846201,42.06319618,8.563573734,25.31240188,0.982187993,1.732554102
