Length (m),Beam (m),Draft (m),a_surge,b_surge,c_surge,r_squared_surge,a_sway,b_sway,c_sway,r_squared_sway,a_heave,b_heave,c_heave,r_squared_heave,a_roll,b_roll,c_roll,r_squared_roll,a_pitch,b_pitch,c_pitch,r_squared_pitch,a_yaw,b_yaw,c_yaw,r_squared_yaw
2,1.15,-0.304347826,0.682103961,0.971311802,1.129749403,0.970531489,1.000000015,1.56E-24,-3.97E-25,0,0.709446156,1.406900846,0.865275334,0.965890818,0.541070051,0.004567369,0.002074741,0.809654004,0.470730376,55.27328533,-19.69032432,0.538234244,0.533239244,0.000197415,0.000572546,0.94670137
2,1.15,-0.347826087,0.205432032,-0.13440208,1.32233376,0.947545342,1.000000015,1.56E-24,-3.97E-25,0,0.715807852,1.456158307,0.854597565,0.954681571,0.568104303,0.005362694,0.001729701,0.709922581,0.481758228,59.17862436,-21.04690443,0.471238658,0.04758779,-3.56E-05,0.000471523,0.222474034
2,1.3,-0.115384615,0.577578973,0.798431528,1.119485878,0.977323009,0.99999999,-5.58E-33,6.31E-34,0,0.596955786,1.328025284,0.807887302,0.878522085,0.526812984,0.02537056,0.002228135,0.438185256,0.433960283,88.74224375,-37.9367638,0.342347114,0.445599273,0.000352279,0.00152331,0.933928088
2,1.3,-0.153846154,0.20845807,-0.135978075,1.322014774,0.947482189,1.000000015,1.56E-24,-3.97E-25,0,0.721486114,1.505755467,0.843664851,0.940296055,0.545088825,0.005884606,0.001768048,0.529893838,0.489217148,62.64694603,-22.25353171,0.422285057,0.5566931,1.15E-10,0.001092794,0.894331631
2,1.3,-0.192307692,0.205468115,-0.137877312,1.319199148,0.956629742,,,,,0.726255987,1.554913018,0.83254425,0.922008175,0.583276703,0.00592025,0.001885169,0.640648765,0.500316801,64.10481977,-22.35440179,0.42331511,0.507595474,0.000208748,0.000592167,0.892553553
2,1.3,-0.230769231,0.203949735,-0.139839696,1.317751225,0.961572856,1.000000015,1.56E-24,-3.97E-25,0,0.730291869,1.605073884,0.820912953,0.899657577,0.590573361,0.006248956,0.001397157,0.54384868,0.514788848,64.76253821,-21.93894646,0.434627259,0.420223026,9.74E-09,0.00073225,0.839104908
2,1.3,-0.269230769,0.204790046,-0.141675068,1.317660988,0.962982653,1.000000015,1.56E-24,-3.97E-25,0,0.731727765,1.650518029,0.809012475,0.87535425,0.605440387,0.006647276,0.001336335,0.458304278,0.526240394,67.47367346,-22.51439726,0.400059098,0.451478312,6.42E-05,0.000658456,0.873713881
2,1.3,-0.307692308,0.682068337,0.980965137,1.127522874,0.969307,1.000000015,1.56E-24,-3.97E-25,0,0.704930386,1.379316127,0.870801592,0.970736134,0.518594277,0.002778994,0.001615099,0.800921589,0.464442025,53.15129792,-18.92298541,0.57598545,0.666901255,0.000378996,0.000676783,0.944037392
3,1.5,-0.177777778,0.685199478,0.971798157,1.131145996,0.968492071,1.000000015,1.56E-24,-3.97E-25,0,0.712297267,1.426251917,0.861342388,0.962404961,0.509841766,0.002808376,0.001521871,0.738124568,0.475426405,56.2059681,-19.92788791,0.520424886,0.519635043,-8.88E-09,0.001111595,0.919347451
3,1.5,-0.222222222,0.208008405,-0.133542884,1.322206093,0.944528309,1.000000015,1.56E-24,-3.97E-25,0,0.71974594,1.47424976,0.851955946,0.952034,0.574559715,0.003702842,0.001441084,0.736631479,0.485178375,59.24988013,-20.9123424,0.469292394,0.582846628,0.000257834,0.000564724,0.962213601
3,1.5,-0.266666667,0.207409198,-0.135755099,1.320945804,0.949034741,1.000000015,1.56E-24,-3.97E-25,0,0.72559082,1.519467775,0.842558273,0.939440762,0.575611508,0.003939764,0.001552397,0.665272443,0.493390902,61.59736987,-21.58645652,0.441977704,0.470281397,8.66E-05,0.000664608,0.908473739
3,1.5,-0.311111111,0.20378355,-0.13746315,1.317925396,0.958132898,1.000000015,1.56E-24,-3.97E-25,0,0.730584804,1.563602996,0.833127903,0.924515017,0.604996512,0.004565349,0.000880757,0.660447297,0.504113969,62.66665226,-21.55257657,0.445279792,0.568540892,0.000244792,0.000600006,0.935930316
3,1.5,-0.355555556,0.202098971,-0.139281222,1.316492738,0.962754158,,,,,0.735555499,1.609133505,0.823543483,0.908142666,0.591458018,0.004201892,0.001259305,0.596985561,0.516362822,63.68364862,-21.41723315,0.443911006,0.48296301,0.000114621,0.000583157,0.915045137
3,1.5,-0.4,0.598376104,0.834773274,1.119531922,0.977427856,,,,,0.600475567,1.395765424,0.786730861,0.833391736,0.535237144,0.033802725,-0.00140655,0.272450563,0.441028083,112.5162801,-49.10944011,0.215762798,0.341559262,1.40E-08,0.001770876,0.929166997
3,1.75,-0.152380952,0.684321548,0.99576055,1.125013797,0.967161535,1.000000015,1.56E-24,-3.97E-25,0,0.700412867,1.355789391,0.875097861,0.974086505,0.541254887,0.002133539,0.001251371,0.823523468,0.458237873,51.60811718,-18.40419267,0.603821793,0.66734019,0.000454235,0.000656809,0.909726984
3,1.75,-0.19047619,0.680675363,0.967435968,1.13058182,0.967773131,1.000000015,1.56E-24,-3.97E-25,0,0.709083078,1.402266284,0.866531072,0.967532269,0.558023818,0.002330769,0.001252177,0.832222532,0.469492056,54.08488783,-19.15370907,0.556995697,0.274586519,-2.33E-08,0.000598914,0.281401056
3,1.75,-0.228571429,0.207172915,-0.131162464,1.322196758,0.945327021,1.000000015,1.56E-24,-3.97E-25,0,0.715715942,1.444119541,0.85829991,0.959631156,0.58607298,0.00279296,0.000962653,0.799939993,0.479603678,56.78238553,-20.01686928,0.510149261,0.631225356,0.000312131,0.000596318,0.973828564
3,1.75,-0.266666667,0.209249641,-0.133895469,1.322773089,0.942847196,1.000000015,1.56E-24,-3.97E-25,0,0.723043748,1.488369719,0.850064765,0.950336835,0.615594405,0.003203972,0.00078302,0.776274511,0.488508468,59.10416651,-20.69485202,0.474478921,0.19001667,-6.06E-05,0.000596354,0.952285057
3,1.75,-0.304761905,0.206431527,-0.135633228,1.320138207,0.950797234,1.000000015,1.56E-24,-3.97E-25,0,0.728734078,1.529331061,0.841899245,0.939555429,0.566041706,0.002404522,0.001683057,0.697985682,0.49662514,60.74613955,-21.05742709,0.459201555,0.411985869,-1.71E-08,0.00079766,0.919286862
3,1.75,-0.342857143,0.202918978,-0.137086126,1.317247621,0.959173733,1.000000015,1.56E-24,-3.97E-25,0,0.733769643,1.569013002,0.83385055,0.927575837,0.622860661,0.003247845,0.00091636,0.676071345,0.506562268,61.72134229,-21.03124574,0.459624196,0.60076423,0.000307244,0.00048025,0.922517336
3,2,-0.133333333,0.817484774,1.266050905,1.12282883,0.959922692,1.000000012,4.90E-25,-1.72E-25,0,0.80135567,1.513780392,0.887911058,0.981252066,0.52415888,0.001872749,0.000879265,0.365056308,0.509774385,41.31242712,-12.36033115,0.694633771,0.759378734,0.000295071,0.000598035,0.943168188
3,2,-0.166666667,0.795727931,1.172220061,1.134269255,0.971722309,1.000000012,4.90E-25,-1.72E-25,0,0.812144665,1.578117515,0.876849021,0.97576106,0.618663843,0.002361051,0.001186002,0.897651353,0.528306053,44.35998683,-13.22665912,0.631638964,0.74290328,0.000331921,0.000374635,0.945149926
3,2,-0.2,0.786059085,1.122233382,1.140815508,0.977717181,,,,,0.821745637,1.641919013,0.865736365,0.967264733,0.63087379,0.002579376,0.001321654,0.861003232,0.543544839,47.24692952,-14.01370521,0.572400865,0.817750125,0.000226028,0.000498618,0.941291561
3,2,-0.233333333,0.793202096,1.122574218,1.143102319,0.977452571,1.000000012,4.90E-25,-1.72E-25,0,0.829478079,1.702495083,0.854772897,0.955894951,0.675669521,0.002810715,0.001186202,0.840701567,0.556705846,50.28046211,-14.84212766,0.507649228,0.877185309,0.000348081,0.000293691,0.96628345
3,2,-0.266666667,0.659314109,0.955351337,1.119576862,0.945326327,7.020820378,-5.52E-14,-3.79E-14,-0.052631579,0.609404365,1.470378452,0.769001809,0.810819525,0.523104379,0.048870897,-0.008324612,0.168340166,0.451022869,107.4935505,-45.43350439,0.230415237,0.454121364,0.000464819,0.001109172,0.908309137
3,2,-0.3,0.815290748,1.166212268,1.141864849,0.973299295,1.000000012,4.90E-25,-1.72E-25,0,0.836406211,1.763067155,0.843709001,0.942070069,0.705523131,0.003340797,0.001008065,0.776530276,0.565269869,53.84347483,-15.94009177,0.437475606,1.035279445,1.02E-07,0.000935135,0.920744661
4,2,-0.125,0.841320117,1.224999918,1.139100821,0.968231386,1.000000012,4.90E-25,-1.72E-25,0,0.845031929,1.831640136,0.831915573,0.924494411,0.521180981,0.001585789,0.002019416,0.60904236,0.57158546,56.56649978,-16.74519634,0.399380096,0.574395562,0.000161664,0.000303768,0.701156807
4,2,-0.1875,0.823830562,1.299564352,1.117991414,0.955560379,1.000000012,4.90E-25,-1.72E-25,0,0.795729343,1.487888587,0.891653024,0.983485219,0.583959769,0.001264749,0.000722793,0.908271399,0.502634297,40.25116167,-12.05491106,0.716472663,0.7176156,0.000241154,0.000393679,0.941048549
4,2,-0.25,0.805357292,1.215741792,1.128729128,0.965212651,1.000000012,4.90E-25,-1.72E-25,0,0.805585236,1.542143642,0.882686754,0.97958491,0.580090365,0.00127122,0.000789858,0.859461038,0.518400473,42.55577544,-12.69378672,0.668143218,0.831091831,1.47E-08,0.000890413,0.893748451
4,2,-0.3125,0.790868233,1.15182747,1.136677278,0.973783013,1.000000012,4.90E-25,-1.72E-25,0,0.815375505,1.598084059,0.87350046,0.973875241,0.568976124,0.001228133,0.000912412,0.819595022,0.533690838,44.9264633,-13.32426029,0.620424414,0.824029752,0.000331372,0.000386829,0.941566586
4,2,-0.375,0.786691148,1.121324376,1.141366143,0.976991273,1.000000012,4.90E-25,-1.72E-25,0,0.824367744,1.652965071,0.864454719,0.966471909,0.676949773,0.001871185,0.00064207,0.872954417,0.546619552,47.15794213,-13.89354175,0.57244912,0.812248239,0.000225655,0.00040227,0.928865624
4,2,-0.4375,0.794880035,1.127242308,1.142958456,0.975586186,1.000000012,4.90E-25,-1.72E-25,0,0.832768617,1.707530344,0.855487344,0.957379002,0.725657942,0.002214411,0.000406599,0.848683994,0.557534995,49.51722408,-14.52132478,0.519499588,0.714768945,-4.53E-08,0.000701663,0.959526518
4,2.5,-0.1,0.814255424,1.165816717,1.141939535,0.97084629,1.000000012,4.90E-25,-1.72E-25,0,0.841546444,1.764354324,0.846393129,0.946602017,0.729365743,0.001982778,0.000518226,0.795593168,0.566086399,51.95748185,-15.20744216,0.469517545,0.599777486,-9.46E-09,0.000475435,0.923140545
4,2.5,-0.15,0.818781887,1.295179044,1.116757719,0.957128209,1.000000015,1.56E-24,-3.97E-25,0,0.789749279,1.46474184,0.894433799,0.985040949,0.553050543,0.000829208,0.000497148,0.805431014,0.495713802,39.48920291,-11.87941634,0.7296451,0.744316418,0.000324085,0.000377403,0.929147726
4,2.5,-0.2,0.815790849,1.258781311,1.123670067,0.959292837,1.000000015,1.56E-24,-3.97E-25,0,0.798836208,1.511904555,0.886820451,0.982071058,0.497393804,0.000648457,0.00063998,0.371412853,0.510644028,41.49810416,-12.43979455,0.692086175,0.744316418,0.000324085,0.000377403,0.929147726
4,2.5,-0.25,0.643005081,0.920358944,1.118315587,0.964770792,7.020820378,-5.52E-14,-3.79E-14,-0.052631579,0.622588878,1.556772131,0.752022269,0.786356171,0.525396533,0.046642479,-0.008774293,0.157186278,0.472077781,89.00498988,-34.65257376,0.342203508,0.579108075,4.36E-08,0.002537687,0.858510185
4,2.5,-0.3,0.799451993,1.189889944,1.131826107,0.968473535,1.000000015,1.56E-24,-3.97E-25,0,0.80960424,1.565533237,0.878648802,0.977785879,0.587333312,0.00104753,0.000551575,0.656543254,0.525128375,43.41297396,-12.91960398,0.652282249,0.735157781,0.000175124,0.000289341,0.904362993
4,2.5,-0.35,0.789744532,1.144094542,1.13781732,0.974316417,1.000000015,1.56E-24,-3.97E-25,0,0.818003967,1.612797051,0.871094102,0.972502355,0.648206286,0.001186625,0.000520025,0.844558314,0.537352652,45.26686314,-13.3880609,0.613261862,0.981608131,0.000313142,0.000284013,0.924344269
4,3,-0.083333333,0.788732113,1.12523554,1.141317348,0.976152062,1.000000015,1.56E-24,-3.97E-25,0,0.826501372,1.661653158,0.863387142,0.966078588,0.691710209,0.001406317,0.000317377,0.869891199,0.548282776,47.0717153,-13.83208185,0.573475803,0.981608131,0.000313142,0.000284013,0.924344269
4,3,-0.125,0.797493304,1.135129251,1.142326117,0.974164975,1.000000015,1.56E-24,-3.97E-25,0,0.835596269,1.712650904,0.855692898,0.958606923,0.687965546,0.001375824,0.000484691,0.802361936,0.558198595,48.90404748,-14.28438893,0.531782837,0.27765671,-4.42E-05,0.000317378,0.90590518
4,3,-0.166666667,0.916054882,1.464328438,1.122809902,0.964886495,0.999999998,2.85E-17,-3.48E-17,0,0.895706466,1.67182985,0.894228673,0.983185025,0.654075634,0.002135615,0.001045281,0.897019899,0.553057085,34.59511014,-8.960741399,0.752105916,0.502935109,2.17E-05,0.000379927,0.927372901
4,3,-0.208333333,0.91469119,1.43065009,1.128926731,0.965509997,0.999999998,2.85E-17,-3.48E-17,0,0.900644452,1.705819081,0.888643589,0.981660711,0.549691228,0.001411666,0.001627496,0.467694508,0.567096394,36.30112709,-9.420054683,0.719818682,0.694764427,0.000145754,0.000292832,0.891894863
4,3,-0.25,0.916267247,1.410348758,1.133513026,0.964121725,0.999999998,2.85E-17,-3.48E-17,0,0.906708088,1.745612875,0.88228204,0.979405328,0.624080195,0.001991664,0.001416711,0.81257821,0.579318245,37.96637902,-9.856623999,0.681751587,0.990792851,0.000344713,0.000185221,0.600837631
4,3,-0.291666667,0.92392101,1.414553962,1.135130176,0.963292519,0.999999998,2.85E-17,-3.48E-17,0,0.912746364,1.786904004,0.875713596,0.975906902,0.607378207,0.002797361,0.000374428,0.580863355,0.59046986,39.68287332,-10.30431795,0.638472171,0.775112546,0.000112747,0.000309489,0.849616863
5,2,-0.1,0.922712224,1.395560907,1.137948578,0.965960386,0.999999998,2.85E-17,-3.48E-17,0,0.918860447,1.830328512,0.868832301,0.971106835,0.748514711,0.003581739,0.000521488,0.875197533,0.599105322,41.38030136,-10.75971209,0.593282469,0.980120981,0.000359213,0.000180443,0.94784862
5,2,-0.15,0.912231915,1.353965861,1.141590942,0.972834387,0.999999998,2.85E-17,-3.48E-17,0,0.924518499,1.873729432,0.861857939,0.9647181,0.704074325,0.002480541,0.001490157,0.905994346,0.606240061,43.04941866,-11.21091856,0.553654297,0.688823429,1.87E-08,0.000391732,0.806901844
5,2,-0.2,0.551257366,0.763308995,1.118993455,0.970236945,0.99999999,-5.58E-33,6.31E-34,0,0.581208647,1.167768111,0.854318642,0.954821567,0.458387931,0.008996963,0.003138544,0.567758591,0.391826271,72.6604302,-32.98076852,0.443944409,0.527499103,0.000793604,0.001625718,0.910877562
5,2,-0.25,0.913353679,1.443046101,1.125571581,0.965290172,,,,,0.895478785,1.681506027,0.891592406,0.983868079,0.633661532,0.001335525,0.000858145,0.791748877,0.559578722,35.42972836,-9.216913952,0.738235058,0.680448799,-2.53E-08,0.000410644,0.929247108
5,2,-0.3,0.91382313,1.421555343,1.130447312,0.965239022,0.999999998,2.85E-17,-3.48E-17,0,0.900714832,1.713804829,0.886736205,0.982330216,0.677876622,0.001535072,0.000835109,0.900453145,0.57077988,36.76982739,-9.543297387,0.710873784,0.84942066,0.000226478,0.000289768,0.89304498
5,2,-0.35,0.917711449,1.413951724,1.133325687,0.964058346,0.999999998,2.85E-17,-3.48E-17,0,0.906398778,1.748855283,0.881356988,0.979930919,0.496677853,0.000786759,0.001035618,0.523419297,0.58090999,38.08193802,-9.873184195,0.679522128,1.047205531,0.000389772,0.00018007,0.889017042
5,2.5,-0.12,0.922043074,1.411066162,1.134821854,0.962967072,1.000000015,1.56E-24,-3.97E-25,0,0.913078372,1.788300479,0.875336977,0.976638884,0.679265159,0.001812804,0.000558758,0.873072242,0.590672385,39.40187944,-10.21623738,0.64594675,0.793212057,0.000127814,0.000212217,0.750639629
5,2.5,-0.16,0.921635389,1.397033402,1.137460063,0.96494323,0.999999998,2.85E-17,-3.48E-17,0,0.91855403,1.824551417,0.870023447,0.972746209,0.681357086,0.0014995,0.000984563,0.883333401,0.598684482,40.6841507,-10.51644099,0.614008614,0.964572814,3.39E-08,0.000619129,0.942682278
5,2.5,-0.2,0.911147497,1.356285131,1.141155604,0.97109235,0.999999998,2.85E-17,-3.48E-17,0,0.923613023,1.860670171,0.864399401,0.967913592,0.760571565,0.002220479,0.000353828,0.921989951,0.605597751,41.90591818,-10.82123656,0.585503642,1.207556311,0.000492842,0.000172675,0.904007643
5,2.5,-0.24,0.911064536,1.426499771,1.128205435,0.965547009,1.000000015,1.56E-24,-3.97E-25,0,0.894103058,1.684957915,0.890005658,0.984298221,0.748455043,0.001697432,-0.000102848,0.887442715,0.563088296,35.97562117,-9.379794017,0.729230267,0.961114549,0.000400765,0.000171092,0.876537295
5,2.5,-0.28,0.911965127,1.411569595,1.13137192,0.9652497,1.000000015,1.56E-24,-3.97E-25,0,0.9008574,1.720081209,0.885054312,0.982370812,0.299729008,7.94E-05,0.000990011,0.489409956,0.573378852,37.08205574,-9.641790782,0.704402877,0.680448799,-2.53E-08,0.000410644,0.929247108
5,2.5,-0.32,0.915898982,1.407052278,1.133686334,0.963894509,1.000000015,1.56E-24,-3.97E-25,0,0.905848355,1.750339852,0.880405544,0.980125921,0.502866605,0.000647926,0.00060991,0.504500194,0.582100174,38.16894374,-9.908303049,0.67882807,0.778883464,0.000113629,0.000309527,0.84965008
5,3,-0.133333333,0.922662531,1.414000877,1.134668897,0.962037125,1.000000015,1.56E-24,-3.97E-25,0,0.912258372,1.785509016,0.875547494,0.977253622,0.735467655,0.001531099,0.000344146,0.916025012,0.59077255,39.2211792,-10.14928574,0.652599197,1.120857911,0.000309626,0.000194959,0.720358977
5,3,-0.166666667,0.572536715,0.798717352,1.119228246,0.961139329,0.99999999,-5.58E-33,6.31E-34,0,0.591324555,1.235176263,0.83739466,0.933287808,0.474776643,0.011645625,0.002401091,0.491139707,0.406816567,80.83792303,-36.31584768,0.360242271,0.35402602,0.000115162,0.001400015,0.936349897
5,3,-0.2,0.92344136,1.40458016,1.136481713,0.962780496,1.000000015,1.56E-24,-3.97E-25,0,0.917320117,1.817431266,0.870802647,0.9739724,0.720667076,0.001080374,0.000676241,0.918186601,0.597745751,40.23146703,-10.39180724,0.627316036,1.075094139,0.000298694,0.000295682,0.95894632
5,3,-0.233333333,0.914815827,1.370049913,1.139835661,0.967863959,1.000000015,1.56E-24,-3.97E-25,0,0.922359102,1.849895865,0.865875479,0.970107376,0.75940704,0.001460497,0.000510613,0.884520232,0.604405129,41.20131061,-10.61685607,0.604622646,0.456955138,-5.67E-05,0.000400081,0.95540706
5,3,-0.266666667,0.570150386,0.785127507,1.120337381,0.975227832,,,,,0.598401374,1.297358757,0.820562663,0.905760576,0.463584645,0.019594599,-0.00150328,0.188448412,0.425153616,83.49643659,-36.058452,0.374341961,0.456620215,0.000380621,0.001326898,0.932943829
5,3,-0.3,0.57783102,0.795064146,1.120406538,0.979244769,0.99999999,-5.58E-33,6.31E-34,0,0.604014458,1.358638728,0.803418844,0.872720572,0.481534083,0.018150925,3.02E-06,0.255045285,0.439843574,93.3101225,-39.68570865,0.296816041,0.445221997,0.000307996,0.001373233,0.915964734
10,5,-0.4,1.306526635,2.09819188,1.049129549,0.951800168,1.000000005,-3.95E-26,-2.44E-25,0,1.306996591,2.693524585,0.778336981,0.969166451,1.000000005,-3.95E-26,-2.44E-25,0,0.825904083,30.17177546,-7.88196432,0.541734801,1.000000005,-3.95E-26,-2.44E-25,0
10,5,-0.6,1.297108072,1.927528878,1.078785698,0.966483952,1.000000005,-3.95E-26,-2.44E-25,0,1.364297916,3.126749339,0.704888814,0.918766075,1.000000005,-3.95E-26,-2.44E-25,0,0.930050356,39.31335136,-10.13202959,0.354061418,,,,
10,5,-0.8,1.337178357,2.013769922,1.075242155,0.957439769,1.000000005,-3.95E-26,-2.44E-25,0,1.381435533,3.268354528,0.68146173,0.895963757,0.887683884,6.64E-05,-2.11E-05,0.106094981,0.955991868,41.56791968,-10.60418757,0.325603854,1.000000005,-3.95E-26,-2.44E-25,0
10,5,-1,1.321653634,2.191735432,1.035391804,0.94567871,1.000000005,-3.95E-26,-2.44E-25,0,1.283175728,2.58035466,0.794028152,0.975865185,1.000000005,-3.95E-26,-2.44E-25,0,0.792695234,28.0809177,-7.344208023,0.597091541,1.000000005,-3.95E-26,-2.44E-25,0
10,6,-0.25,1.29654536,1.998800213,1.06586597,0.952581816,1.000000005,-3.95E-26,-2.44E-25,0,1.327015352,2.843151867,0.75236119,0.956719278,1.000000005,-3.95E-26,-2.44E-25,0,0.868631708,33.25752658,-8.648855981,0.469225274,,,,
10,6,-0.416666667,1.281797187,1.923287857,1.075024581,0.965020553,1.000000005,-3.95E-26,-2.44E-25,0,1.349708337,2.981988195,0.731136432,0.943105792,0.821484469,2.89E-05,-9.85E-06,0.045329274,0.901324217,35.60192177,-9.180561232,0.425461318,,,,
10,6,-0.583333333,1.289704189,1.912903378,1.079435048,0.966311428,1.000000005,-3.95E-26,-2.44E-25,0,1.364214592,3.099062033,0.711402119,0.926790938,0.821484469,2.89E-05,-9.85E-06,0.045329274,0.926223225,38.00953684,-9.754198624,0.378577016,,,,
10,6,-0.75,1.32283133,1.979027859,1.077624176,0.957243999,1.000000005,-3.95E-26,-2.44E-25,0,1.38221889,3.227314482,0.69137749,0.909378116,0.821484469,2.89E-05,-9.85E-06,0.045329274,0.949972922,40.04423438,-10.18922119,0.345763814,1.000000005,-3.95E-26,-2.44E-25,0
10,6,-0.916666667,1.641275771,2.859380804,1.02985245,0.950657255,1.000000005,-3.95E-26,-2.44E-25,0,1.591126738,3.189033611,0.791252872,0.977276214,1.000000005,-3.95E-26,-2.44E-25,0,0.975104812,22.21297908,-4.723680349,0.703852598,1.000000005,-3.95E-26,-2.44E-25,0
10,6,-1.083333333,1.645508775,2.818667412,1.038625279,0.949113613,1.000000005,-3.95E-26,-2.44E-25,0,1.601586059,3.260018635,0.780879434,0.97648744,1.660802883,0.000115921,-2.12E-05,0.132724726,1.003973242,23.46483643,-5.011158702,0.674686797,1.000000005,-3.95E-26,-2.44E-25,0
10,7,-0.285714286,1.29532407,1.994542929,1.066022451,0.954247071,1.000000005,-3.95E-26,-2.44E-25,0,1.326996068,2.845637041,0.751629085,0.955372055,1.130882511,0.000194234,-4.49E-05,0.275767426,0.86595231,33.94845847,-8.903472536,0.447894949,,,,
10,7,-0.428571429,1.626850028,2.705910472,1.052431241,0.953868494,1.000000005,-3.95E-26,-2.44E-25,0,1.604694203,3.306169956,0.772657662,0.975198846,1.000000005,-3.95E-26,-2.44E-25,0,1.023688209,24.62605594,-5.290155804,0.642597229,1.000000005,-3.95E-26,-2.44E-25,0
10,7,-0.571428571,1.608815657,2.607467194,1.063701878,0.959266813,1.000000005,-3.95E-26,-2.44E-25,0,1.615608484,3.385900052,0.760858018,0.972712383,1.336282017,0.000184855,-3.32E-05,0.198102611,1.043647767,25.81301691,-5.562319497,0.602845055,1.000000005,-3.95E-26,-2.44E-25,0
10,7,-0.714285714,1.595698326,2.532245731,1.072342412,0.963848065,1.000000005,-3.95E-26,-2.44E-25,0,1.62586616,3.465646641,0.748991357,0.969125532,,,,,1.059420208,26.97595182,-5.831838488,0.56165007,1.000000005,-3.95E-26,-2.44E-25,0
10,7,-0.857142857,1.588149589,2.477452335,1.079267057,0.96707978,1.000000005,-3.95E-26,-2.44E-25,0,1.631262635,3.530998644,0.738014931,0.964624833,1.000000005,-3.95E-26,-2.44E-25,0,1.073085694,28.25858187,-6.140377846,0.522037434,1.000000005,-3.95E-26,-2.44E-25,0
10,7,-1,1.638012004,2.803892637,1.038837057,0.94968532,1.000000005,-3.95E-26,-2.44E-25,0,1.587211698,3.20775701,0.785455717,0.980551334,1.000000005,-3.95E-26,-2.44E-25,0,0.994814222,23.20094316,-4.964661176,0.685241855,1.000000005,-3.95E-26,-2.44E-25,0
15,5,-0.266666667,1.625685372,2.708048733,1.051847161,0.951909669,1.000000005,-3.95E-26,-2.44E-25,0,1.596659171,3.280129301,0.774478491,0.978477757,1.000000005,-3.95E-26,-2.44E-25,0,1.019048618,24.38988206,-5.237090214,0.650767665,1.000000005,-3.95E-26,-2.44E-25,0
15,5,-0.4,1.601703902,2.586779394,1.065311631,0.958727306,1.000000005,-3.95E-26,-2.44E-25,0,1.612409105,3.377750086,0.761089797,0.974915447,1.000000005,-3.95E-26,-2.44E-25,0,1.045255489,25.6045802,-5.496953532,0.61257195,1.000000005,-3.95E-26,-2.44E-25,0
15,5,-0.533333333,1.584388146,2.494512641,1.075842305,0.96338055,1.000000005,-3.95E-26,-2.44E-25,0,1.626725731,3.472138869,0.748103108,0.970100678,1.000000005,-3.95E-26,-2.44E-25,0,1.066094971,26.70961425,-5.730295997,0.574513292,1.000000005,-3.95E-26,-2.44E-25,0
15,5,-0.666666667,1.638880739,3.073916691,0.985344016,0.95322946,0.930007747,0.007852481,-0.001935608,0.5969181,1.575696873,3.10791408,0.80320624,0.981241494,0.870666493,0.307955512,-0.076995174,0.621527811,0.945187841,21.09730487,-4.466750459,0.72751635,0.108526208,2.17E-08,0.000438839,0.194163085
15,5,-0.8,1.583341302,2.433067032,1.085446796,0.966057633,1.000000005,-3.95E-26,-2.44E-25,0,1.649161446,3.649402224,0.722161319,0.957442173,1.000000005,-3.95E-26,-2.44E-25,0,1.101204405,28.98573955,-6.218928995,0.503535825,1.000000005,-3.95E-26,-2.44E-25,0
15,5,-0.933333333,1.290520906,1.944964147,1.072711093,0.968512832,1.000000005,-3.95E-26,-2.44E-25,0,1.34854441,3.00988336,0.723778051,0.934125331,1.099361051,0.000189097,-4.59E-05,0.28778181,0.898869371,37.24224577,-9.714830773,0.386808055,1.000000005,-3.95E-26,-2.44E-25,0
15,7.5,-0.355555556,1.625868495,2.712101519,1.051257788,0.950580614,1.000000005,-3.95E-26,-2.44E-25,0,1.589118416,3.257336638,0.77588058,0.979842927,1.000000005,-3.95E-26,-2.44E-25,0,1.015584231,24.27732721,-5.216167242,0.65470081,1.000000005,-3.95E-26,-2.44E-25,0
15,7.5,-0.488888889,1.600609605,2.584744415,1.065451374,0.958125543,1.000000005,-3.95E-26,-2.44E-25,0,1.607976294,3.365516331,0.761712614,0.975796241,1.000000005,-3.95E-26,-2.44E-25,0,1.043007716,25.42740272,-5.452019702,0.618512854,1.000000005,-3.95E-26,-2.44E-25,0
15,7.5,-0.622222222,1.585446737,2.498624826,1.075562305,0.962740007,1.000000005,-3.95E-26,-2.44E-25,0,1.626291169,3.47342902,0.747686888,0.970676701,1.000000005,-3.95E-26,-2.44E-25,0,1.069723733,26.58719718,-5.683624866,0.583355305,1.000000005,-3.95E-26,-2.44E-25,0
15,7.5,-0.755555556,1.580968141,2.449469656,1.082495184,0.964358612,1.000000005,-3.95E-26,-2.44E-25,0,1.639089383,3.567104448,0.734316777,0.96476242,1.000000005,-3.95E-26,-2.44E-25,0,1.087487518,27.63579714,-5.904184593,0.548257852,1.000000005,-3.95E-26,-2.44E-25,0
15,7.5,-0.088888889,1.590970856,2.452952262,1.084665965,0.96263992,1.000000005,-3.95E-26,-2.44E-25,0,1.655419869,3.672794725,0.720362379,0.957686668,1.000000005,-3.95E-26,-2.44E-25,0,1.107297318,28.66128754,-6.103527164,0.516496247,1.000000005,-3.95E-26,-2.44E-25,0
15,7.5,-1.022222222,1.605467294,2.475395392,1.084779964,0.960955613,1.000000005,-3.95E-26,-2.44E-25,0,1.670428193,3.774766503,0.706847331,0.949830943,1.000000005,-3.95E-26,-2.44E-25,0,1.125228919,29.6194384,-6.284945811,0.488991847,1.000000005,-3.95E-26,-2.44E-25,0
